Wavelength (nm),Blank1,F564,F565,F576,F577,F570,F571,F600,F568,F569,F582,F603,F603b
316,0.000071,0.001447,0.001905,0.00351,0.000765,0.001644,0.006234,0.002403,0.000045,0.000208,0.002748,0.001516,0.005915
315.5,-0.001721,0.000213,0.000965,0.002185,0.000775,0.001572,0.005214,0.002743,0.000296,0.000029,0.003282,0.001404,0.005754
315,-0.000899,0.000598,0.000859,0.003803,0.001793,0.001583,0.004513,0.002122,0.000296,0.000566,0.003243,0.001284,0.005669
314.5,-0.000275,0.000827,0.001889,0.003161,0.001054,0.001847,0.006112,0.001725,0.000457,0.000465,0.003932,0.002186,0.006468
314,-0.000355,0.000694,0.001491,0.003804,0.001659,0.001579,0.006134,0.002631,0.000347,0.000237,0.003713,0.002308,0.006405
313.5,-0.000168,0.001826,0.00189,0.002983,0.00151,0.002695,0.006357,0.002289,0.000256,-0.000417,0.002843,0.001033,0.005034
313,0.000356,0.001182,0.002626,0.002254,0.000894,0.001703,0.005879,0.00175,0.000943,0.000192,0.003417,0.001769,0.005859
312.5,-0.000323,0.001147,0.002242,0.002985,0.001271,0.002112,0.006797,0.002913,0.000625,-0.000248,0.003403,0.001842,0.006148
312,-0.000585,0.000372,0.001573,0.00288,0.001712,0.001499,0.006733,0.002149,0.000781,0.000075,0.002759,0.000629,0.005708
311.5,0.000317,0.000954,0.001714,0.003634,0.001328,0.001763,0.007301,0.00219,0.00184,0.000266,0.003122,0.001379,0.00585
311,-0.000609,0.000759,0.00171,0.002485,0.000406,0.001625,0.006014,0.002635,0.001278,-0.000312,0.004055,0.001789,0.006386
310.5,0.000658,0.001745,0.002217,0.004084,0.001809,0.002878,0.006027,0.002589,0.001153,0.001039,0.002857,0.001872,0.00613
310,0.000145,0.001513,0.00257,0.003096,0.000944,0.002366,0.006333,0.003935,0.000994,0.00001,0.003335,0.00196,0.006332
309.5,-0.000182,0.000545,0.001804,0.00408,0.001752,0.002979,0.00719,0.002782,0.001314,0.000133,0.003819,0.001747,0.006085
309,-0.000615,0.001661,0.002616,0.002959,0.002725,0.002437,0.006337,0.002215,0.000563,0.000484,0.003268,0.000669,0.005702
308.5,0.001718,0.001042,0.003337,0.003294,0.00165,0.002681,0.006798,0.001592,0.001587,-0.000325,0.002393,0.001398,0.006143
308,0.001242,0.002114,0.002943,0.002867,0.001046,0.002898,0.00638,0.002545,0.000813,0.000783,0.002413,0.000883,0.006108
307.5,-0.001047,0.000268,0.000937,0.00443,0.002009,0.000989,0.005333,0.002289,0.001159,0.000966,0.003834,0.002217,0.006456
307,-0.00008,0.001014,0.002263,0.003709,0.000951,0.002322,0.00568,0.003256,0.001203,0.001101,0.003379,0.001425,0.007094
306.5,-0.000244,0.001002,0.001942,0.002916,0.001211,0.002236,0.006688,0.001852,0.000951,0.000266,0.002736,0.001618,0.006207
306,0.001078,0.001969,0.003515,0.003425,0.001336,0.002178,0.005095,0.002608,0.00073,0.000121,0.003287,0.001516,0.006607
305.5,0.000656,0.001136,0.002483,0.002899,0.001325,0.002716,0.007249,0.002836,0.001143,-0.000232,0.003865,0.002618,0.006951
305,0.000172,0.001562,0.002309,0.003016,0.001466,0.001227,0.007281,0.00387,0.000373,0.000588,0.003607,0.002149,0.007459
304.5,0.000386,0.001851,0.00261,0.003737,0.00187,0.003124,0.007467,0.002333,0.000421,0.000329,0.004131,0.002261,0.007784
304,0.000109,0.001589,0.002946,0.003545,0.001924,0.002783,0.007225,0.00241,-0.000694,-0.000122,0.002565,0.001806,0.006943
303.5,-0.000373,0.001291,0.003145,0.005578,0.003477,0.002837,0.008149,0.002539,0.000687,0.000766,0.00433,0.002497,0.007293
303,0.000215,0.001214,0.002933,0.002822,0.001848,0.001951,0.006365,0.00203,-0.000014,0.000115,0.002911,0.001784,0.007294
302.5,-0.000212,0.001233,0.002972,0.003249,0.001405,0.002534,0.007332,0.003258,0.001125,0.000262,0.003478,0.002555,0.006847
302,0.000661,0.001391,0.002741,0.002381,0.001413,0.002742,0.006394,0.003063,0.000391,0.000378,0.003223,0.002318,0.006296
301.5,0.000106,0.001917,0.00276,0.002337,0.001559,0.002424,0.006225,0.003002,0.001612,0.00107,0.004725,0.00202,0.007682
301,0.000445,0.001648,0.003179,0.002944,0.001965,0.00272,0.007337,0.002426,0.000578,-0.000357,0.003342,0.001411,0.006383
300.5,-0.000826,0.000042,0.002453,0.00395,0.001798,0.001927,0.006624,0.001848,0.00057,0.000399,0.004402,0.002404,0.007513
300,0.000008,0.001273,0.002371,0.005384,0.003004,0.002621,0.008297,0.002472,0.000198,0.000172,0.004625,0.002217,0.007044
299.5,0.000803,0.001096,0.003102,0.004564,0.002265,0.002788,0.008589,0.003275,0.001305,0.000296,0.004735,0.002709,0.008272
299,0.000047,0.000923,0.002456,0.003228,0.001429,0.003103,0.008054,0.002363,0.000965,-0.000073,0.003698,0.002221,0.007012
298.5,-0.001325,0.000916,0.001551,0.003351,0.001708,0.002196,0.006819,0.004678,0.000516,0.000386,0.002729,0.001331,0.006673
298,-0.000313,0.002026,0.002209,0.005133,0.002509,0.001921,0.006792,0.00396,0.000051,0.000197,0.003345,0.002068,0.006512
297.5,-0.000234,0.001725,0.002671,0.004593,0.001618,0.001975,0.007455,0.0033,0.000731,0.000351,0.003898,0.00274,0.006503
297,0.000793,0.001488,0.002429,0.004247,0.002558,0.003229,0.008742,0.002727,-0.000225,0.000094,0.003241,0.001753,0.005809
296.5,-0.000587,0.002358,0.00275,0.003719,0.002125,0.002735,0.008046,0.002505,0.002274,0.001694,0.003396,0.001602,0.007011
296,-0.000214,0.002075,0.00392,0.004145,0.003002,0.003264,0.008413,0.003579,-0.000215,0.000135,0.00326,0.002213,0.007053
295.5,0.00035,0.00192,0.003478,0.004017,0.002472,0.003335,0.007846,0.003827,0.000803,-0.000364,0.0047,0.002616,0.007512
295,0.000095,0.002065,0.003359,0.003593,0.001291,0.003395,0.007907,0.003987,0.000766,0.001527,0.004489,0.00128,0.007044
294.5,0.000724,0.002694,0.004533,0.002278,0.002175,0.002392,0.007974,0.004625,0.000411,0.001852,0.00429,0.001115,0.007306
294,0.000123,0.001577,0.004627,0.004361,0.002722,0.002335,0.007128,0.003403,0.00151,0.000644,0.004311,0.002441,0.008208
293.5,-0.000478,0.001836,0.003137,0.004927,0.002792,0.003001,0.007023,0.002678,0.002036,0.001488,0.003155,0.002217,0.006115
293,0.000605,0.002088,0.003518,0.004152,0.002683,0.003251,0.007946,0.004033,0.001212,0.001223,0.004792,0.002852,0.00819
292.5,0.000169,0.002673,0.002791,0.004679,0.002573,0.003729,0.009033,0.004801,-0.000577,-0.000342,0.003364,0.001926,0.007276
292,-0.000524,0.002281,0.003233,0.006248,0.003763,0.003841,0.007747,0.00465,0.002559,0.001548,0.003667,0.002639,0.00722
291.5,0.000145,0.002538,0.003982,0.005673,0.00373,0.003244,0.0078,0.002933,0.001581,0.001204,0.004815,0.002882,0.007535
291,-0.000098,0.001935,0.003382,0.004584,0.003605,0.00391,0.008576,0.003643,-0.000068,-0.000016,0.003727,0.001513,0.00786
290.5,0.000155,0.001748,0.002965,0.003526,0.002199,0.003451,0.009666,0.003902,-0.000585,-0.000203,0.004694,0.003617,0.008233
290,0.000621,0.00181,0.003221,0.004667,0.002088,0.003164,0.008435,0.00415,0.001347,0.00096,0.004503,0.002378,0.008651
289.5,0.00033,0.002982,0.004462,0.00496,0.002826,0.003031,0.008743,0.003525,0.001954,0.000543,0.003862,0.002892,0.008757
289,0.000356,0.003434,0.003346,0.005974,0.003495,0.00304,0.009397,0.004233,0.000259,0.000341,0.004275,0.002861,0.008539
288.5,0.000556,0.003908,0.004329,0.004635,0.002831,0.003471,0.009445,0.004424,0.002213,0.000707,0.003485,0.001795,0.007597
288,0.000898,0.002999,0.005665,0.004881,0.003949,0.003338,0.009536,0.004356,0.002371,0.001976,0.005128,0.00346,0.00929
287.5,-0.000111,0.00317,0.005156,0.005239,0.004944,0.003974,0.010005,0.005186,0.000822,0.000582,0.004135,0.003298,0.008275
287,-0.000621,0.00272,0.003642,0.004322,0.002207,0.00374,0.008941,0.004078,0.002254,0.00253,0.005266,0.003223,0.008001
286.5,0.001078,0.003257,0.006205,0.0048,0.002916,0.003876,0.009142,0.004813,0.000572,0.000921,0.004855,0.002396,0.008152
286,0.000657,0.003164,0.005023,0.004758,0.003902,0.003318,0.009247,0.00445,0.001255,0.00056,0.005183,0.0024,0.008211
285.5,0.00012,0.002354,0.003819,0.006734,0.00481,0.003808,0.010224,0.00496,0.002476,0.001779,0.004913,0.002569,0.007299
285,-0.000395,0.002678,0.005068,0.005453,0.003899,0.002439,0.0086,0.004281,0.002963,0.001065,0.005104,0.003245,0.007997
284.5,0.000389,0.003196,0.005182,0.004961,0.002596,0.004577,0.012196,0.004708,0.002033,0.002256,0.005275,0.00302,0.008977
284,0.000229,0.003338,0.005579,0.006344,0.004934,0.004096,0.010842,0.005198,0.001201,0.001601,0.006512,0.003935,0.010257
283.5,-0.000328,0.002911,0.005392,0.006628,0.004013,0.004138,0.01027,0.005142,0.001319,0.001931,0.007853,0.003061,0.009657
283,-0.000512,0.002756,0.003608,0.005103,0.00429,0.004744,0.010665,0.005125,0.00167,0.001973,0.006451,0.0049,0.009617
282.5,0.001039,0.004057,0.006096,0.006238,0.003695,0.005122,0.010997,0.005441,0.001551,0.002126,0.005613,0.004047,0.009622
282,-0.000348,0.00371,0.004123,0.005536,0.003779,0.004633,0.011677,0.006447,0.000789,0.001162,0.004848,0.003066,0.008259
281.5,0.000107,0.00411,0.00572,0.008642,0.005144,0.004346,0.010071,0.005896,0.002167,0.001468,0.006252,0.004582,0.009325
281,0.000437,0.003307,0.005394,0.006251,0.005405,0.004461,0.010519,0.005431,0.003669,0.002713,0.007828,0.003965,0.009396
280.5,-0.000097,0.002917,0.004968,0.006101,0.005172,0.005002,0.01151,0.004542,0.002128,0.002148,0.005396,0.003447,0.009543
280,0.00073,0.00538,0.006695,0.008448,0.006131,0.004317,0.011252,0.005699,0.001857,0.001811,0.005682,0.004025,0.010076
279.5,-0.001422,0.003347,0.00607,0.006951,0.004761,0.004259,0.010834,0.005749,0.002685,0.003043,0.006059,0.003585,0.009776
279,0.001606,0.004762,0.006097,0.007197,0.005112,0.003922,0.01064,0.006402,0.002394,0.002489,0.006426,0.004434,0.010104
278.5,-0.001005,0.004653,0.006259,0.007302,0.005606,0.003787,0.011529,0.007195,0.002043,0.002876,0.00646,0.005029,0.009966
278,0.001141,0.003389,0.004881,0.006236,0.004753,0.004344,0.011182,0.006244,0.00317,0.002584,0.007715,0.004341,0.011096
277.5,0.000298,0.003911,0.005709,0.006897,0.006241,0.005102,0.011633,0.005426,0.003233,0.002841,0.005709,0.003983,0.009781
277,-0.000686,0.003681,0.006153,0.00684,0.005052,0.005486,0.011576,0.007029,0.001064,0.002339,0.006921,0.003905,0.010098
276.5,-0.000577,0.002857,0.00543,0.006112,0.004373,0.004917,0.010469,0.005823,0.002921,0.00263,0.008129,0.005946,0.011361
276,-0.000333,0.004761,0.007467,0.007455,0.005931,0.004455,0.011096,0.00618,0.003618,0.003844,0.006001,0.005063,0.010476
275.5,-0.000609,0.003453,0.005669,0.006574,0.004753,0.004913,0.011646,0.006597,0.003861,0.003575,0.006444,0.005296,0.010516
275,0.000563,0.00544,0.006612,0.005883,0.005414,0.005723,0.01166,0.006102,0.00338,0.003561,0.006096,0.002941,0.010471
274.5,0.000013,0.004228,0.005943,0.006966,0.005804,0.004892,0.012585,0.007528,0.003512,0.003622,0.007515,0.00461,0.01066
274,0.000718,0.005013,0.006039,0.006078,0.005248,0.005469,0.012038,0.007531,0.003058,0.002737,0.007205,0.005087,0.010901
273.5,-0.000253,0.003159,0.005854,0.008329,0.005988,0.004731,0.011435,0.006349,0.002787,0.00299,0.00749,0.005135,0.012371
273,0.000129,0.004513,0.007087,0.006907,0.005022,0.006551,0.012492,0.006272,0.003013,0.003753,0.005895,0.004737,0.010205
272.5,-0.000551,0.005839,0.006453,0.006208,0.004587,0.006086,0.012959,0.006826,0.00393,0.003447,0.007213,0.004493,0.010492
272,0.000022,0.00563,0.007964,0.007758,0.005733,0.006141,0.012961,0.006922,0.003488,0.003266,0.007775,0.005175,0.011635
271.5,-0.000023,0.005228,0.007278,0.008176,0.007213,0.006729,0.012889,0.007956,0.002818,0.003823,0.006181,0.004653,0.010869
271,0.001164,0.005942,0.007439,0.008966,0.006758,0.006677,0.013607,0.008179,0.003389,0.003959,0.007762,0.006457,0.012123
270.5,-0.000947,0.003719,0.006513,0.009053,0.007286,0.006361,0.013253,0.006601,0.004428,0.003646,0.006512,0.003675,0.011307
270,-0.000172,0.00493,0.008011,0.007334,0.006767,0.007418,0.013366,0.007111,0.003803,0.003625,0.007347,0.004325,0.011464
269.5,-0.000732,0.005036,0.006824,0.007577,0.006442,0.005929,0.012754,0.00813,0.004277,0.003635,0.007666,0.00543,0.011751
269,-0.001124,0.004782,0.00875,0.00885,0.006742,0.006446,0.01264,0.008285,0.0031,0.003344,0.007123,0.004726,0.011759
268.5,-0.000666,0.005709,0.008144,0.007061,0.006193,0.005731,0.012268,0.008171,0.003127,0.003276,0.008011,0.005575,0.011831
268,-0.001045,0.004729,0.007083,0.008576,0.005463,0.005805,0.013688,0.007288,0.004496,0.00424,0.006976,0.005177,0.011876
267.5,0,0.005271,0.008225,0.007797,0.006118,0.006954,0.013463,0.008157,0.002079,0.00264,0.007626,0.006049,0.012892
267,0.000002,0.005551,0.008397,0.009138,0.006961,0.007584,0.015009,0.007842,0.003161,0.003296,0.008267,0.006139,0.012863
266.5,0.000101,0.004943,0.007193,0.00795,0.007285,0.007241,0.014144,0.00882,0.004149,0.004564,0.007217,0.004599,0.012524
266,-0.000111,0.00411,0.007472,0.008666,0.006759,0.00697,0.014189,0.008271,0.003128,0.003253,0.007402,0.005994,0.012332
265.5,-0.000422,0.004951,0.007434,0.009531,0.007373,0.006695,0.01464,0.008218,0.004189,0.004867,0.008857,0.006178,0.012589
265,-0.000051,0.0061,0.008394,0.008077,0.007308,0.006218,0.014254,0.008132,0.003767,0.004133,0.008129,0.005546,0.012843
264.5,-0.000008,0.005778,0.00883,0.009128,0.007622,0.007312,0.014741,0.008213,0.004852,0.004172,0.008525,0.007243,0.013381
264,0.001173,0.006469,0.008624,0.009295,0.008073,0.006664,0.013966,0.008696,0.003421,0.004186,0.008391,0.00602,0.013189
263.5,0.000335,0.006007,0.008356,0.008719,0.007012,0.006892,0.014907,0.009165,0.003584,0.003566,0.008493,0.005694,0.0128
263,-0.001269,0.005147,0.00749,0.008025,0.006906,0.006659,0.014324,0.007419,0.003282,0.004187,0.008236,0.005614,0.013195
262.5,-0.00085,0.005756,0.00763,0.009419,0.007972,0.007487,0.01549,0.007602,0.004268,0.004768,0.008537,0.005845,0.013222
262,-0.000005,0.003968,0.007872,0.008621,0.007333,0.007403,0.014922,0.008861,0.003569,0.004986,0.007527,0.005532,0.012188
261.5,0.000634,0.006623,0.008586,0.009948,0.008001,0.007181,0.015154,0.007992,0.004286,0.004074,0.008886,0.006406,0.012991
261,0.000755,0.00559,0.009651,0.008421,0.008198,0.0076,0.016093,0.008972,0.004223,0.004397,0.006507,0.004265,0.01198
260.5,0.000067,0.006144,0.009237,0.007892,0.007034,0.008745,0.016498,0.009421,0.004695,0.005135,0.008317,0.006063,0.013112
260,-0.000405,0.005929,0.009436,0.009388,0.008245,0.008028,0.015137,0.009513,0.004611,0.004062,0.007755,0.006743,0.01361
259.5,-0.00033,0.005831,0.008478,0.009226,0.008465,0.007611,0.015391,0.009431,0.003577,0.00312,0.008512,0.006116,0.014098
259,-0.001196,0.005,0.009119,0.008464,0.007027,0.006718,0.015243,0.008437,0.003312,0.003985,0.00898,0.006186,0.013742
258.5,0.000473,0.005324,0.008214,0.008821,0.008059,0.007575,0.015291,0.009884,0.003427,0.004596,0.008917,0.006194,0.013352
258,0.000289,0.007016,0.009723,0.008619,0.008548,0.008256,0.01634,0.00907,0.004945,0.004654,0.009074,0.006343,0.013952
257.5,-0.000098,0.005525,0.009629,0.009062,0.008754,0.00752,0.015975,0.009108,0.005131,0.005159,0.008221,0.005967,0.012338
257,0.000644,0.006294,0.01014,0.008336,0.00736,0.008407,0.016763,0.009955,0.002884,0.004672,0.008927,0.007028,0.013753
256.5,0.000001,0.006952,0.009779,0.009343,0.008507,0.007527,0.017216,0.009897,0.00422,0.004514,0.008968,0.005401,0.012976
256,0.000902,0.00591,0.010354,0.008738,0.008536,0.007938,0.016708,0.009418,0.005355,0.005506,0.010122,0.006517,0.013847
255.5,-0.001517,0.005595,0.008333,0.008338,0.007588,0.00811,0.016936,0.009373,0.004525,0.004965,0.010478,0.008226,0.015245
255,0.000859,0.006439,0.01015,0.009464,0.008644,0.008189,0.016013,0.009386,0.004104,0.005059,0.009982,0.008428,0.014982
254.5,0.000615,0.007284,0.011917,0.010173,0.007604,0.007466,0.01663,0.009519,0.003879,0.005113,0.009889,0.007467,0.014566
254,0.00029,0.007289,0.011242,0.009141,0.008775,0.008247,0.016761,0.010849,0.004359,0.005019,0.009718,0.007041,0.015355
253.5,-0.000397,0.006004,0.010461,0.009501,0.008827,0.008566,0.01638,0.010888,0.004528,0.005486,0.009109,0.007279,0.014897
253,0.00028,0.007322,0.010171,0.009086,0.008835,0.008961,0.017638,0.009996,0.00447,0.005661,0.010122,0.007828,0.014537
252.5,-0.00038,0.006387,0.009792,0.010156,0.009225,0.008807,0.017409,0.009304,0.004881,0.00528,0.009939,0.006169,0.014319
252,0.000342,0.006792,0.010146,0.010794,0.009864,0.008515,0.018088,0.010079,0.004968,0.004659,0.009034,0.00715,0.015045
251.5,0.000064,0.006698,0.011002,0.009666,0.008784,0.007804,0.018732,0.009898,0.004737,0.004945,0.009855,0.006933,0.014742
251,-0.00048,0.00727,0.011294,0.011142,0.00977,0.008589,0.018412,0.010363,0.005992,0.005419,0.009788,0.00732,0.015692
250.5,-0.000105,0.00707,0.011072,0.010477,0.009101,0.00961,0.018622,0.009752,0.005712,0.006461,0.010557,0.008117,0.015933
250,-0.000007,0.007098,0.011189,0.011387,0.009924,0.009192,0.01899,0.011164,0.005722,0.00624,0.009895,0.008042,0.015274
249.5,0.000546,0.00789,0.011259,0.011339,0.010853,0.009196,0.018426,0.01148,0.005876,0.005577,0.010531,0.008689,0.016689
249,0.00007,0.009009,0.012433,0.01107,0.009795,0.009832,0.019594,0.012062,0.00542,0.006762,0.010013,0.007951,0.01595
248.5,0.000692,0.008541,0.012964,0.010711,0.01013,0.009784,0.019419,0.011533,0.006113,0.006933,0.010777,0.007804,0.015963
248,-0.000708,0.007463,0.011941,0.011437,0.010714,0.00918,0.019299,0.011687,0.006787,0.006588,0.011203,0.008047,0.016287
247.5,0.000132,0.00818,0.012258,0.01134,0.010014,0.009826,0.019762,0.012584,0.006258,0.007112,0.011191,0.007922,0.017122
247,-0.000074,0.009687,0.013888,0.011515,0.010662,0.010026,0.019247,0.012976,0.005718,0.005845,0.010819,0.008511,0.016713
246.5,0.000757,0.008814,0.013464,0.012189,0.010626,0.010431,0.020527,0.013102,0.005555,0.006125,0.01191,0.009477,0.018094
246,0.000742,0.008924,0.013985,0.012899,0.011268,0.010127,0.020967,0.013227,0.005902,0.006919,0.010743,0.009254,0.017859
245.5,-0.000057,0.009271,0.012859,0.012423,0.01163,0.011073,0.021286,0.013223,0.006039,0.007099,0.010949,0.008461,0.017287
245,0.000226,0.009581,0.014783,0.013389,0.012593,0.011485,0.021193,0.01374,0.007324,0.007914,0.012656,0.009118,0.018364
244.5,-0.000137,0.008519,0.01358,0.012354,0.012784,0.011148,0.021913,0.014603,0.007408,0.008303,0.012824,0.010018,0.018542
244,0.000193,0.009791,0.014947,0.013613,0.013611,0.012321,0.021947,0.013682,0.007024,0.007645,0.013312,0.010337,0.019085
243.5,-0.000328,0.010206,0.015286,0.013861,0.012827,0.01212,0.023019,0.01452,0.00712,0.007738,0.012736,0.009619,0.01947
243,0.000021,0.01113,0.016246,0.014382,0.014533,0.011825,0.023033,0.01535,0.007967,0.008277,0.013973,0.010777,0.018925
242.5,0.001044,0.011202,0.016565,0.014284,0.013225,0.012407,0.022985,0.015261,0.008031,0.009279,0.013711,0.010398,0.020246
242,0.000277,0.012017,0.017198,0.014536,0.013956,0.013268,0.024477,0.015755,0.008208,0.009144,0.014405,0.010971,0.020328
241.5,0.000154,0.010943,0.017529,0.015017,0.014436,0.013743,0.024424,0.016323,0.007407,0.009367,0.013596,0.011361,0.019524
241,-0.000869,0.011367,0.016644,0.015416,0.015663,0.013149,0.025282,0.015656,0.008117,0.00984,0.014027,0.01157,0.020668
240.5,-0.000946,0.011853,0.018272,0.015925,0.015818,0.014254,0.025258,0.016385,0.008189,0.009036,0.015632,0.012223,0.021267
240,0.00062,0.012426,0.017389,0.016201,0.015717,0.01406,0.02559,0.016825,0.008502,0.009797,0.015668,0.012628,0.021473
