Wavelength (nm),Blank1,F564,F565,F576,F577,F570,F571,F600,F568,F569,F582,F603,F603b
611,-0.000614,-0.000302,-0.000086,0.001469,0.000781,0.000627,0.000252,0.000438,-0.000256,-0.001622,0.000484,-0.000182,0.000787
610.5,-0.001087,-0.001077,-0.001534,0.000924,-0.000866,-0.000155,0.000755,0.001293,-0.000453,-0.000718,0.000674,0.001208,0.001582
610,-0.001247,0.00106,-0.000424,0.001681,0.000841,-0.000417,0.001328,0.000214,0.000328,0.000086,0.000926,0.000723,0.001631
609.5,-0.000753,-0.000554,-0.000763,0.001283,0.001004,0.00063,0.00152,-0.000612,-0.000838,-0.001076,0.000724,0.000119,0.001448
609,0.000641,-0.00056,0.000762,0.001085,-0.00027,0.000757,0.001223,0.000471,0.000434,-0.001562,0.000331,0.000856,0.001471
608.5,-0.000156,-0.000247,0.000433,0.001939,0.001023,0.000323,0.000933,0.000773,0.00019,-0.001859,0.001442,0.000423,0.002067
608,0.00048,0.001063,0.000164,0.00165,-0.000077,-0.000559,0.000467,0.000682,-0.001201,-0.001456,0.001637,0.000016,0.001074
607.5,0.000373,-0.00009,-0.000082,0.000431,-0.000492,0.000129,0.000946,-0.000186,-0.00002,-0.002222,0.000631,0.000972,0.001828
607,0.000075,0.000056,0.000416,0.002611,0.000539,0.000698,0.000582,-0.000327,-0.000099,-0.000269,0.000219,-0.00143,0.000502
606.5,0.000318,0.001391,0.001037,0.000509,-0.001189,0.000509,0.001267,0.001387,0.000809,0.000654,0.000233,0.000072,0.000778
606,0.000277,-0.000244,0.000244,0.001574,0.001405,-0.000568,0.001099,0.000973,-0.00028,-0.000782,0.001953,0.001013,0.002917
605.5,0.001046,0.000808,0.000148,0.000543,-0.000162,0.001302,0.002192,0.000505,0.000457,-0.000557,0.000603,-0.000627,0.000427
605,-0.000405,0.000327,-0.000704,0.001881,0.001076,0.000913,0.001046,-0.000333,0.000139,-0.000204,0.00057,0.000673,0.001994
604.5,0.000667,0.001805,0.001229,0.001228,0.000559,-0.000294,0.000397,0.000651,0.000992,0.000115,0.000025,-0.00118,0.000797
604,0.000482,0.00025,-0.000189,0.001519,0.000659,-0.001134,-0.000109,0.001707,0.000531,0.000092,0.001024,0.000779,0.000958
603.5,0.00058,-0.000436,0.000327,0.001203,0.000154,0.001004,0.001033,-0.000013,0.000496,-0.000846,0.00257,0.000062,0.002346
603,0.000296,0.001267,0.001071,0.000415,-0.0003,-0.000217,0.00088,0.000327,0.000409,-0.000299,0.001567,0.000304,0.001482
602.5,-0.000897,-0.000369,0.000093,0.002907,-0.000008,0.001165,0.001161,-0.000887,-0.000821,-0.000861,0.00044,-0.00026,0.000851
602,0.001295,0.001236,0.000159,0.001008,0.000357,0.000007,0.000584,0.001279,-0.00052,-0.000452,0.001676,-0.000645,0.001945
601.5,0.000121,0.000149,-0.000649,0.001367,0.000985,0.000425,0.000612,-0.000314,0.001803,-0.001459,0.001577,0.00091,0.002701
601,-0.000285,-0.000028,0.000168,0.001931,-0.000348,0.001448,0.001802,-0.000554,0.000826,-0.001171,0.001275,0.000788,0.003384
600.5,-0.000812,0.000795,0.000478,0.001773,-0.000284,-0.001087,0.001502,0.000631,-0.000378,-0.001816,0.000929,0.001625,0.002757
600,-0.001641,-0.000603,-0.001629,0.001048,0.001339,0.000436,0.001386,0.00043,0.00099,-0.000171,0.001859,0.000671,0.002504
599.5,-0.001049,-0.000233,-0.000247,0.001491,-0.000528,0.001628,0.001436,0.001118,-0.000002,-0.001132,0.000077,0.000087,0.00125
599,0.000252,0.000345,0.000976,0.001649,-0.000445,0.000762,0.00164,0.000182,-0.000744,-0.000354,0.0013,-0.000806,0.001514
598.5,-0.000196,0.000028,-0.00047,0.002306,-0.000223,-0.000355,0.001607,0.000665,-0.000127,-0.001038,0.001098,-0.000516,0.001126
598,0.000968,0.00118,0.000565,0.001786,0.000901,-0.000318,-0.00009,0.000799,0.001672,0.000016,0.001072,0.000112,0.000878
597.5,0.001706,0.000594,0.00131,0.002169,0.000262,-0.000538,0.000396,-0.000789,0.001743,-0.000425,0.001565,0.002,0.002473
597,0.000104,0.000336,0.000361,0.000219,0.000698,0.001063,0.001316,-0.000076,0.00064,-0.000499,0.001158,0.000025,0.001553
596.5,-0.000004,0.001397,0.000897,0.002045,-0.000291,0.000732,0.00153,0.001094,-0.00002,-0.001095,0.000583,0.000058,0.002231
596,-0.000441,0.00204,-0.000244,0.001285,0.000184,-0.000195,0.000841,-0.000031,0.00144,0.000439,0.000149,-0.00004,0.002522
595.5,-0.001043,0.0004,-0.000436,0.000545,-0.00061,0.001036,0.001814,0.000859,0.000235,-0.000652,0.00003,0.000377,0.001595
595,-0.000482,0.000175,-0.000192,0.00075,0.001775,0.000473,0.000738,0.000125,-0.000318,-0.002342,0.000546,-0.000152,0.000801
594.5,0.000781,0.000633,0.000238,0.001391,-0.000394,-0.000636,0.000049,0.000442,-0.000533,0.000156,0.002207,0.001707,0.002161
594,0.001667,0.001184,0.001724,0.002606,0.001315,0.000499,-0.000064,0.000464,0.001458,0.000884,0.000129,0.000417,0.001071
593.5,0.000438,0.00112,0.000845,0.00086,-0.000254,0.000269,0.000189,0.00048,0.00027,-0.001528,0.001299,-0.000258,0.001555
593,-0.00033,0.000803,0.000507,0.002191,0.001532,0.001211,0.00225,0.000255,-0.000059,-0.000389,0.002109,0.001639,0.002469
592.5,-0.00002,-0.000784,0.000394,0.001858,0.000978,0.00107,0.000756,0.000985,0.000521,-0.001581,0.000286,-0.000182,0.000127
592,-0.000784,0.000243,-0.000517,-0.000688,-0.000611,0.001582,0.002163,-0.001432,0.000075,-0.001167,0.000942,-0.000229,0.001653
591.5,0.00015,0.000585,-0.00002,0.001607,0.001698,0.000802,0.001771,0.000068,-0.000463,-0.000334,0.001464,0.001234,0.001715
591,0.000389,0.001091,0.00298,0.000853,-0.00073,-0.00058,0.001535,0.001288,0.000213,-0.001303,-0.000022,0.001274,0.000868
590.5,0.000387,-0.000296,0.000599,0.003127,0.000744,0.000182,0.00181,-0.001585,0.002607,-0.000182,-0.000236,0.000859,0.001568
590,0.001053,0.002038,0.00106,0.002534,0.001528,0.00137,0.001047,0.000344,-0.000976,-0.001176,0.001925,0.000533,0.002512
589.5,-0.000606,0.000743,-0.000944,0.002182,0.000115,-0.001427,0.000897,0.00156,-0.000981,-0.000752,0.001466,-0.000633,0.000687
589,0.000713,0.001351,0.00083,0.001186,-0.000888,0.000995,0.001245,0.000618,-0.000027,-0.000387,0.000202,-0.000157,-0.000242
588.5,0.000938,0.001737,-0.000206,0.000509,-0.000951,-0.000645,-0.000028,-0.000549,-0.000237,-0.000147,0.001671,0.000714,0.002197
588,-0.000101,0.000702,0.000616,0.000729,0.001067,0.001511,0.001506,0.000173,-0.000042,-0.000399,0.00086,-0.000333,0.000893
587.5,-0.000294,0.001112,0.001699,0.000982,0.001721,-0.000154,0.000781,-0.00072,-0.000006,0.000096,0.001337,-0.000613,0.001561
587,0.000361,0.000964,0.001077,0.001792,0.000487,0.000385,0.001591,0.000049,0.001243,-0.000787,0.000392,0.000207,0.001886
586.5,0.00167,0.001294,0.001002,0.000937,-0.00015,0.000038,0.000703,-0.000741,0.000431,-0.002046,0.001913,0.00126,0.002734
586,-0.000064,0.00005,0.000523,0.001501,0.001004,0.001195,0.001116,0.000484,-0.001049,-0.001299,0.000742,-0.000625,0.001528
585.5,0.0003,0.00039,0.000185,0.001646,0.000335,0.000624,0.000718,0.000622,0.000932,-0.000315,0.000336,-0.000266,0.00124
585,0.001024,0.000394,-0.000397,0.000325,-0.000688,0.001339,0.000956,0.000333,0.000042,0.000439,0.001133,0.000998,0.002514
584.5,0.001332,0.000111,0.000577,0.000918,-0.000508,-0.000428,0.000594,-0.000546,0.000469,-0.002216,0.001638,-0.000596,0.001387
584,0.00016,0.000227,-0.000589,0.000064,-0.00087,-0.000516,0.001188,-0.000415,0.000167,-0.00098,0.000455,-0.000371,0.001331
583.5,0.00073,0.0008,-0.000765,0.00057,0.001665,-0.000387,0.000722,0.000671,0.000745,-0.001468,0.000499,0.000779,0.001756
583,-0.000276,0.001028,0.000087,0.001428,-0.001693,-0.000278,0.000383,0.000004,-0.001704,-0.00051,0.001217,0.000398,0.00368
582.5,-0.001782,0.000087,-0.000842,0.000742,0.000494,0.000383,0.001709,0.000307,-0.000258,-0.001219,0.001161,0.000039,0.001701
582,0.00056,0.000573,0.000398,0.001505,-0.000375,0.000046,-0.000228,0.001211,0.001851,0.000626,0.000884,-0.000276,0.001681
581.5,0.0011,0.001997,0.000783,0.000677,-0.000034,0.000756,0.001035,0.000068,0.000228,-0.001199,0.002016,0.001389,0.003813
581,0.00004,-0.000626,-0.002052,0.001874,0.001269,0.000784,0.002015,0.001539,0.000244,-0.000899,-0.000738,-0.000429,0.001637
580.5,0.000601,0.000978,0.001313,0.002006,0.000675,-0.000308,0.001132,0.000834,0.001196,-0.000528,0.000139,-0.000333,0.00261
580,0.000138,0.001129,0.001704,0.0026,0.000059,-0.000654,0.001009,0.000656,0.000809,-0.002035,-0.000551,-0.000676,0.00051
579.5,-0.001933,-0.001248,-0.001629,0.000476,-0.001398,0.000974,0.002085,0.000377,-0.001156,-0.000574,0.000128,-0.001223,0.00114
579,-0.001324,-0.000302,-0.00041,0.00037,-0.000332,0.00004,0.002006,-0.000688,0.000583,-0.0006,0.001515,-0.000613,0.001749
578.5,0.000388,0.001133,0.000341,-0.000538,-0.002148,0.000997,0.001427,0.001853,0.000947,-0.000063,0.000479,0.000942,0.001279
578,0.000597,0.000573,-0.000825,0.000122,-0.001374,0.001334,0.002034,0.00109,0.000441,0.000568,-0.000835,-0.00096,0.000661
577.5,-0.001106,0.000543,-0.00025,0.000708,-0.000036,-0.000208,0.000401,0.000674,-0.000885,-0.000692,0.001536,0.001227,0.002211
577,-0.000396,-0.000558,-0.000216,-0.00018,0.000767,-0.000228,0.000648,-0.000087,0.000353,-0.000107,0.000318,-0.000562,0.001047
576.5,0.000198,0.000562,0.000349,0.001856,0.000695,0.000672,0.000694,0.000232,-0.000845,-0.001186,0.000713,0.000448,0.001396
576,-0.000433,0.0004,0.000221,0.00072,-0.000987,0.000916,0.001596,0.000729,0.00047,-0.001309,0.00112,0.001232,0.001357
575.5,-0.000597,0.000509,-0.000069,0.001476,-0.000296,0.000176,0.000569,-0.00007,-0.000746,-0.000609,0.002139,-0.000444,0.001325
575,-0.000781,0.001072,-0.000577,0.000451,-0.000026,-0.00075,0.000786,0.000704,-0.000329,-0.00046,0.001338,0.000859,0.002097
574.5,0.000912,0.000672,-0.00056,0.002705,0.000664,-0.000114,0.002039,0.001257,0.000072,-0.001266,0.001652,0.000815,0.002487
574,-0.000611,-0.000182,-0.000482,0.001155,-0.000228,0.000243,0.001464,0.000454,0.000404,-0.000349,0.000693,-0.000645,0.000516
573.5,0.00027,0.001059,0.000057,-0.000167,-0.000161,-0.000222,0.00085,-0.000359,0.000391,-0.000238,-0.000579,0.001397,0.002123
573,-0.001091,0.000202,0.000119,0.001025,-0.000175,-0.000198,0.000849,-0.000232,0.000201,-0.000474,0.000254,-0.000249,0.001792
572.5,0.000522,0.000859,-0.001167,0.002871,0.00121,0.00121,0.00245,-0.000035,0.000968,-0.000485,0.000517,0.000101,0.001216
572,-0.001103,0.000626,-0.000358,0.000913,-0.000427,0.000576,0.001509,0.001234,0.000362,-0.000579,0.001081,0.000637,0.001814
571.5,-0.000447,0.000127,-0.000437,0.001554,0.000794,0.001105,0.00127,0.0005,0.000772,-0.000743,0.000822,0.000565,0.001686
571,-0.000355,-0.000349,-0.000078,0.002654,0.000597,0.000026,0.001073,0.000736,0.000939,-0.000324,0.000661,0.000053,0.001895
570.5,-0.000131,-0.000938,-0.000163,0.001539,0.00052,-0.000093,0.000032,0.001018,0.000505,-0.000314,0.000425,0.000095,0.001386
570,-0.000494,0.001311,0.000583,0.001848,0.000126,0.000665,0.001418,-0.000056,0.000204,-0.000411,0.001235,0.000989,0.002411
569.5,-0.000067,0.001298,0.000648,0.00026,-0.000508,-0.000309,-0.00032,0.000885,-0.000158,-0.000636,0.000732,0.000898,0.001819
569,0.000008,0.000591,-0.000198,0.000558,-0.000012,0.000215,0.001649,0.000757,0.000756,0.000518,0.000063,-0.001047,0.001253
568.5,0.000038,0.001165,0.001116,0.00119,0.001153,0.000162,0.001559,-0.000032,0.000098,-0.000664,0.001463,0.000841,0.002285
568,0.000894,0.001853,0.000378,0.000314,-0.000574,0.000565,0.000747,0.000334,-0.000816,-0.001173,0.002203,0.001712,0.003381
567.5,-0.000812,0.000468,-0.000207,0.00174,0.00007,0.001546,0.002737,0.00075,-0.000326,-0.000987,0.000869,-0.001136,0.001916
567,-0.000241,-0.000135,-0.000169,0.001872,0.000894,-0.000231,0.001437,0.000159,-0.000566,-0.001693,0.001605,0.000544,0.002291
566.5,0.00028,0.000732,0.000631,0.001825,0.000612,0.000957,0.001294,0.000849,0.000808,-0.000197,0.000941,0.001826,0.001535
566,0.00042,0.000994,0.000424,0.000217,0.000886,0.000212,0.001081,0.000038,0.000247,-0.00023,0.002251,0.001287,0.002146
565.5,0.000021,0.000001,0.000261,0.002026,0.00071,0.001341,0.000949,-0.00014,0.000691,-0.000421,0.001588,0.000748,0.001166
565,0.001332,0.002028,0.001211,0.002135,0.000042,0.002409,0.001689,0.000914,0.000029,-0.000528,0.000492,0.000205,0.001857
564.5,-0.000261,0.001018,0.000572,0.000845,-0.00013,0.001266,0.001523,0.000603,0.000973,0.001021,0.000314,-0.000729,0.000642
564,-0.000082,0.000526,-0.000147,0.000813,-0.000288,0.001278,0.00083,0.000523,-0.000208,-0.001279,0.000727,-0.000302,0.001719
563.5,0.001092,0.000382,0.000286,0.001191,0.000176,0.00106,0.001919,-0.000472,-0.000341,-0.00068,0.000241,-0.000314,0.001048
563,-0.000068,0.001359,0.000201,0.001591,0.001319,0.000532,0.001996,0.00092,0,-0.000883,0.000155,0.00039,0.001891
562.5,-0.000057,-0.000321,-0.0001,0.001389,0.001656,-0.00113,0.001558,0.000918,0.000138,-0.00108,0.000097,0.001613,0.001004
562,0.001759,0.000741,0.000186,0.000376,-0.00054,0.000598,0.001876,0.000425,0.000988,0.000065,0.000732,0.000392,0.002099
561.5,-0.000622,-0.000946,-0.00093,0.001221,0.000762,0.0008,0.001908,-0.000515,0.000455,0.000718,0.001779,0.001618,0.003056
561,-0.000131,0.000311,0.000103,0.001803,-0.00022,-0.000229,0.000651,0.000329,-0.000505,-0.000835,0.001083,0.000253,0.002475
560.5,0.00059,0.000653,-0.000453,-0.000029,-0.000484,-0.0003,0.001032,0.00058,0.00147,-0.000306,0.00124,0.001282,0.002253
560,-0.001244,-0.001038,-0.000884,0.001428,-0.000091,0.00056,0.000749,0.000944,0.00022,-0.000513,0.000575,0.000459,0.001226
559.5,0.000026,0.001576,0.00101,0.001057,0.000138,-0.000221,0.001245,0.000216,-0.000743,-0.001168,0.000496,-0.00038,0.001323
559,-0.000321,0.000881,0.001551,0.000847,-0.000032,0.000628,0.001802,0.001039,0.000103,-0.000981,0.000107,-0.000526,0.001216
558.5,-0.000353,0.000115,0.000568,0.000851,0.000651,-0.000268,0.001075,0.000136,-0.000256,-0.000145,0.001123,0.000849,0.001389
558,0.000626,-0.000381,0.000755,0.002437,0.000516,0.00066,0.001288,0.001321,-0.000459,-0.000629,0.001759,0.000974,0.002524
557.5,-0.000963,-0.000129,-0.001434,0.001257,0.000227,0.000033,0.001784,0.000662,0.000413,-0.000899,0.001618,0.000933,0.002065
557,0.000025,0.000866,0.000015,0.001178,0.000126,-0.000113,0.000945,-0.00016,-0.000225,-0.001115,0.002145,0.001133,0.001603
556.5,-0.000674,0.000443,0.000372,0.002266,0.000542,0.000226,0.00082,-0.000066,0.00127,0.000942,0.000297,0.001008,0.001684
556,0.000985,0.001036,0.00074,0.00152,0.00071,0.000986,0.002146,0.000356,-0.000795,-0.001907,0.001137,-0.000076,0.001591
555.5,-0.000523,-0.000307,-0.001073,0.00116,0.00071,0.00023,0.000806,0.000181,0.000052,-0.000821,0.000745,-0.000065,0.001814
555,-0.001026,0.000028,-0.000387,0.001621,-0.001338,0.001037,0.002175,0.000355,0.000755,-0.000318,0.001347,0.000764,0.001476
554.5,0.000001,0.000102,-0.000622,0.000086,-0.000258,-0.000046,0.00125,0.001273,0.000317,-0.001324,0.000504,0.000685,0.002385
554,-0.000779,-0.00061,-0.000204,0.002217,-0.000061,0.000295,0.000845,0.000527,0.001098,0.000766,0.001511,0.000543,0.002419
553.5,-0.001223,-0.000486,0.000163,0.000583,0.000636,-0.000364,0.001023,-0.000241,-0.000219,-0.00007,0.001809,0.000945,0.001901
553,0.000099,0.001269,0.000804,0.000732,-0.000312,0.000628,0.001148,-0.000122,0.0007,-0.000108,0.000392,0.000956,0.002351
552.5,0.00026,0.001405,-0.000112,0.002397,0.000901,0.000655,0.001662,0.000227,-0.000902,-0.001082,0.000659,0.000199,0.001896
552,0.000105,0.00016,0,0.001201,-0.000299,0.000701,0.002045,0.000007,0.000199,-0.000232,0.000776,0.000606,0.001329
551.5,0.000608,0.000815,0.001141,0.000422,0.000725,-0.000296,0.001229,-0.00077,-0.00017,-0.000363,0.000224,-0.000681,0.001647
551,0.000695,0.00077,-0.000505,0.001739,0.000374,-0.000583,0.001555,0.000364,-0.000071,-0.000575,0.000768,-0.000049,0.001798
550.5,0.000749,0.001616,0.00105,0.002109,-0.000372,-0.000073,0.001238,-0.000221,-0.00006,-0.001692,0.000213,-0.000111,0.00071
550,0.000679,0.00083,0.000267,0.001526,0.001068,-0.000198,0.001558,0.000064,0.000753,0.000253,0.000607,-0.000023,0.001162
549.5,0.00006,-0.000289,0.000611,0.001318,0.000335,0.000864,0.001174,0.000403,0.001244,0.000045,-0.000355,0.000245,0.000978
549,0.000327,0.00085,0.001095,0.000964,0.000574,0.000928,0.00159,0.000734,0.000481,0.000235,0.001007,0.000061,0.000027
548.5,0.00053,0.000841,0.000085,0.001531,0.000942,0.0003,0.001439,0.00034,-0.000022,-0.001035,0.001362,0.001046,0.002134
548,0.00057,0.000284,0.000517,0.00142,-0.000839,0.000176,0.0012,0.00037,-0.000607,-0.001711,0.000801,0.000914,0.001706
547.5,0.000185,0.00064,0.000246,0.001661,-0.000047,0.000665,0.00118,-0.000039,-0.000252,-0.001,0.001356,0.000579,0.002167
547,0.000748,0.000464,-0.000024,0.001596,0.000735,0.00053,0.001997,-0.000072,0.000314,-0.000469,0.000816,0.000738,0.001299
546.5,-0.000416,0.000381,-0.000004,0.000905,-0.000484,0.000292,0.001013,0.00008,0.000086,-0.000147,0.000842,-0.000325,0.001054
546,-0.000163,0.001334,0.000109,0.001253,0.00022,0.00078,0.001316,0.000696,-0.000628,-0.001146,0.000672,0.000198,0.001556
545.5,-0.001008,0.000021,-0.000135,0.00177,0.000652,0.000251,0.001083,-0.000472,0.001716,0.000238,0.000906,0.000211,0.001591
545,0.000652,0.001663,0.000291,0.000806,-0.000786,-0.000238,0.001588,-0.001346,-0.000068,-0.000891,0.000711,0.000075,0.00172
544.5,0.000697,0.000552,0.000955,0.001798,0.000784,-0.000184,0.000799,0.000231,0.001137,-0.000184,0.000606,-0.000184,0.00226
544,0.000442,0.00087,0.000713,0.00081,0.000248,0.001093,0.001758,0.000497,0.000565,-0.000279,0.001056,0.000377,0.00209
543.5,0.000214,0.000641,0.000161,0.001107,0.000341,-0.000085,0.000891,-0.000298,0.000294,-0.00026,0.000817,-0.000013,0.001845
543,-0.000164,0.000357,-0.000381,0.001482,-0.000104,0.000215,0.001178,0.000406,0.000702,-0.000207,0.001921,0.000554,0.00251
542.5,0.000019,0.000687,0.000695,0.001375,0.00101,0.000002,0.00169,-0.000122,-0.000098,-0.001071,0.001026,0.000084,0.001659
542,0.000113,0.000275,-0.00014,0.001411,0.000137,0.000458,0.001237,0.000673,0.000369,-0.000526,0.001304,0.000051,0.002098
541.5,0.000045,0.000881,0.000254,0.00126,0.000245,0.000667,0.001659,0.000227,0.000453,-0.000238,0.001236,0.000329,0.00185
541,-0.000448,0.000287,0.00008,0.001768,-0.000248,0.000158,0.002133,0.001183,0.000864,-0.000349,0.000383,-0.000064,0.001409
540.5,0.000082,0.000293,0.00042,0.001142,0.000105,0.000928,0.001336,0.000182,0.000236,-0.000585,0.000858,-0.00013,0.00132
540,0.000561,0.001058,0.000214,0.001856,0.000573,0.000389,0.001467,0.000543,-0.000424,-0.00059,0.001319,0.000609,0.001557
539.5,0.000137,0.00065,0.000354,0.00113,0.000226,0.000128,0.00111,0.001123,0.000295,-0.000406,0.001058,0.000404,0.002091
539,-0.000108,0.00132,0.000307,0.001774,0.000403,0.001657,0.001348,0.000675,0.000145,-0.000351,0.00076,0.000795,0.002194
538.5,-0.000147,0.000157,-0.000177,0.002001,-0.000645,0.000866,0.001439,0.000816,0.000353,-0.000082,0.000852,0.000717,0.002496
538,-0.000172,0.000769,-0.000187,0.001202,0.000553,0.000567,0.00171,-0.000379,0.000269,-0.001724,0.000381,-0.000023,0.001255
537.5,0.000183,0.000344,0.00017,0.001489,0.000515,0.000494,0.001891,0.000902,0.000424,-0.000562,0.000944,0.00055,0.001638
537,-0.000421,0.000521,0.000252,0.001434,0.000152,0.000244,0.001411,0.000378,0.000377,-0.00077,0.001138,0.000158,0.002256
536.5,-0.00057,0.000581,0.000331,0.000909,0.000186,0.000455,0.001619,-0.00002,0.000178,-0.000832,0.000566,0.000445,0.00114
536,0.000231,0.000419,0.000329,0.001591,0.000203,0.000184,0.001181,0.000093,0.00113,-0.000489,0.00116,0.000538,0.001701
535.5,-0.000073,0.000385,-0.000232,0.000494,0.000319,0.000375,0.000911,0.000424,-0.000233,-0.000573,0.000777,-0.00019,0.001919
535,-0.000345,0.000405,0.000406,0.001081,0.000592,0.000472,0.001255,0.0001,0.000165,-0.000067,0.001893,0.000632,0.001876
534.5,-0.000057,0.000411,-0.000158,0.002294,0.00054,0.000464,0.00139,0.000474,0.000135,-0.000772,0.001015,0.000638,0.001759
534,0.000343,0.000247,0.00026,0.00127,0.000169,0.000803,0.00164,0.000514,-0.000145,-0.001234,0.001032,0.000167,0.001452
533.5,-0.000342,0.000852,0.000394,0.001302,-0.000113,0.000705,0.001327,0.000356,0.000182,-0.000771,0.001209,-0.000026,0.001852
533,-0.000317,0.000571,0.000558,0.001595,0.000321,0.000791,0.001178,0.00012,0.000211,-0.000326,0.001553,0.000411,0.001974
532.5,-0.00042,-0.000143,0.000211,0.001844,0.000223,0.000412,0.001277,0.000267,-0.000222,-0.001394,0.001061,0.000503,0.001765
532,-0.000116,-0.000072,-0.000031,0.000724,-0.00001,0.000276,0.001224,0.000087,0.000318,-0.000538,0.000901,0.000436,0.001932
531.5,-0.001209,-0.000495,-0.000301,0.000881,0.000323,0.000318,0.000951,0.000573,-0.000463,-0.001374,0.002024,0.000303,0.001969
531,-0.000364,0.000527,-0.000151,0.001615,0.000007,0.001084,0.001314,0.000607,-0.000345,-0.001422,0.001513,0.000336,0.002044
530.5,-0.000111,0.000252,-0.000453,0.001744,0.000684,0.000189,0.00168,0.000542,0.000222,-0.000547,0.00088,0.000375,0.001747
530,-0.000246,0.000168,-0.000222,0.001798,0.000385,0.000758,0.002065,0.000399,0.000036,-0.000514,0.000881,-0.000171,0.001591
529.5,-0.000349,0.000225,-0.000484,0.001216,-0.000134,0.000392,0.001553,0.000612,0.000235,-0.000311,0.00146,0.000621,0.002354
529,0.000077,0.00033,0.000223,0.001695,0.000443,0.00026,0.001207,0.000447,-0.000212,-0.000976,0.000813,0.000526,0.001468
528.5,0.000115,0.000491,0.000127,0.001111,0.000002,0.000086,0.001268,0.000069,0.000615,-0.000288,0.000657,0.000019,0.001693
528,0.000288,0.000702,0.000492,0.001506,0.000791,0.0007,0.001599,0.000786,0.00051,-0.000664,0.00105,0.000362,0.001873
527.5,-0.000224,0.000618,0.000192,0.001793,0.00047,0.000519,0.00183,0.00048,-0.000273,-0.000991,0.001192,0.000608,0.002443
527,0.000453,0.000608,0.000675,0.001677,-0.000072,0.000055,0.00147,0.000277,-0.00066,-0.001163,0.001365,0.000108,0.001759
526.5,0.000868,0.001194,0.000557,0.001588,0.000385,0.000402,0.001445,-0.000325,-0.000182,-0.001238,0.000563,-0.000111,0.001815
526,0.000315,0.000499,0.000726,0.001415,0.000651,0.000692,0.001729,-0.00011,0.000256,-0.00101,0.000279,0.000069,0.001648
525.5,-0.00008,-0.00004,-0.0001,0.001282,0.00044,0.000123,0.001221,0.000122,0.00015,-0.000715,0.001174,0.001078,0.002454
525,-0.000461,0.000296,0.000156,0.001757,0.000123,0.000338,0.00166,0.000273,-0.000497,-0.00149,0.000271,0.000165,0.001369
524.5,0.000004,0.000457,0.000481,0.001136,0.000207,0.000966,0.001698,0.000302,0.000185,-0.001332,0.00105,0.000504,0.001912
524,-0.000671,-0.000286,-0.000443,0.001056,-0.000242,0.000556,0.001635,0.000751,0.000725,-0.001332,0.000797,-0.000882,0.001405
523.5,-0.000574,0.000555,0.000485,0.002102,0.000741,0.000629,0.002171,0.000659,0.000879,-0.00043,0.001658,-0.000118,0.001644
523,0.000015,0.000022,-0.000354,0.001318,-0.000155,-0.000915,-0.000051,0.000428,0.000172,-0.000526,0.000379,0.00042,0.001922
522.5,-0.000472,0.000221,-0.001126,0.002022,0.000811,-0.000106,0.001601,-0.000648,-0.000464,-0.000766,0.00152,0.001517,0.00251
522,-0.000032,-0.000051,-0.000375,0.002511,0.000639,0.001177,0.001468,-0.000117,-0.000447,-0.000553,0.001608,0.001372,0.002829
521.5,-0.000132,0.000094,-0.000685,0.001147,-0.000123,0.000474,0.002165,-0.000702,0.000724,-0.000529,0.001079,-0.000076,0.001719
521,-0.000179,0.000257,-0.000009,0.001724,-0.000264,-0.00021,0.001728,-0.00011,-0.000218,-0.001492,0.001105,-0.000558,0.001359
520.5,0.000254,0.001044,0.000355,0.001839,0.000418,0.001417,0.002829,0.000002,-0.000025,-0.001292,0.001009,0.000317,0.002411
520,0.000033,0.00089,0.000054,0.00088,-0.000153,0.001657,0.001828,-0.000024,0.000227,-0.001014,0.001527,0.001424,0.003033
519.5,0.000098,0.000571,0.000698,0.002319,0.000577,0.000716,0.002104,0.000115,0.000401,-0.000488,0.001075,0.00054,0.001716
519,0.000464,0.00117,0.000689,0.001372,0.000271,0.000467,0.001922,-0.000106,0.000722,-0.000197,0.000752,0.000268,0.002092
518.5,0.000239,0.000569,0.000511,0.001533,0.00017,0.000152,0.000822,0.000824,0.000373,-0.000719,0.001461,0.000529,0.002555
518,-0.000191,0.00127,0.000532,0.001812,0.000375,0.000574,0.001609,0.00079,0.000515,-0.000614,0.000816,0.000707,0.00233
517.5,-0.000236,0.000494,0.000419,0.001818,0.000357,-0.000003,0.001238,0.001691,0.000786,0.000221,0.000632,0.00044,0.002047
517,0.000089,0.000645,0.000639,0.001461,0,0.00058,0.001318,-0.000002,0.000195,-0.000647,0.000551,-0.00004,0.001931
516.5,-0.000162,0.00014,-0.000008,0.001599,0.001042,0.000261,0.000238,0.000687,0.000984,-0.000703,0.000575,0.000028,0.001519
516,-0.000126,0.000658,0.000334,0.001129,-0.000072,-0.000812,0.001186,0.000234,0.000249,-0.001794,0.001339,0.000338,0.002545
515.5,0.000445,0.000309,0.000477,0.000296,-0.000265,0.000505,0.000878,0.000021,-0.000574,-0.000563,0.001762,0.000188,0.002122
515,-0.000328,0.000421,-0.000187,0.001129,-0.000365,-0.000129,0.001227,0.001229,0.000554,-0.000436,0.002455,0.001391,0.002073
514.5,0.00033,0.000786,0.000695,0.002605,0.000888,0.000699,0.002455,0.000252,-0.000041,-0.001439,0.000334,-0.000193,0.001559
