Wavelength (nm),Blank1,F532,F533,F526,F527,F538,F539,F534,F535,F540,F541,F528,F529,F610,F611,F536,F537,F554,F555,F556,F557
597,0.000224,-0.000022,-0.002928,-0.000569,0.000187,0.000925,-0.000088,0.000388,-0.000462,-0.000925,0.000113,-0.002021,0.003414,0.000903,-0.000831,0.000477,-0.00017,-0.000254,0.001329,-0.000246,0.030132
596.5,-0.000381,-0.000702,-0.003508,-0.00054,0.000678,0.000232,-0.000518,-0.000195,-0.00022,-0.001024,0.001095,-0.001959,0.003663,0.000001,-0.002844,0.002079,0.000737,-0.001244,0.000234,0.001395,0.030945
596,-0.000072,0.000112,-0.004227,-0.00138,0.000384,0.001107,-0.000023,0.000294,-0.000109,-0.001557,-0.000278,-0.001767,0.003301,-0.000683,-0.004058,0.000635,-0.000095,-0.001356,0.000139,-0.000657,0.029835
595.5,0.000068,0.00033,-0.002945,-0.000311,0.001011,0.000521,-0.000126,0.000163,0.000227,-0.000722,0.001112,-0.002485,0.002985,-0.000625,-0.0019,0.00134,0.001205,-0.000098,0.00112,-0.00015,0.030055
595,-0.000079,-0.000998,-0.004113,-0.000982,0.001175,0.00008,-0.000766,0.000935,-0.000185,-0.000534,0.000924,-0.0025,0.004358,-0.001463,-0.002625,0.000835,0.00109,-0.000703,0.000751,0.000466,0.030576
594.5,0.000799,-0.000571,-0.002883,-0.00054,0.000858,-0.000185,-0.000307,0.000711,-0.000553,-0.001278,-0.000789,-0.001186,0.004274,-0.000545,-0.001999,0.000486,0.00027,-0.001389,-0.00031,-0.000493,0.029645
594,0.0005,0.000298,-0.003649,0.000223,0.000179,-0.00047,-0.001715,0.000925,0.000052,-0.000857,0.000709,-0.002012,0.003658,0.000372,-0.00084,0.001311,0.000703,-0.001224,-0.000108,0.001136,0.031867
593.5,-0.000226,-0.001171,-0.004663,-0.000897,0.001142,-0.000451,-0.00163,0.000147,0.00003,0.001,0.000528,-0.001271,0.003578,-0.000708,-0.002886,0.002633,0.001643,-0.002119,-0.00066,-0.000498,0.029534
593,-0.000455,-0.000941,-0.004721,0.000677,0.002003,-0.000423,-0.000735,-0.001189,-0.001436,-0.000363,0.000764,-0.001008,0.003755,-0.001239,-0.002542,0.001451,-0.000931,-0.001773,-0.000581,-0.000873,0.029201
592.5,0.000767,0.00047,-0.003513,-0.001002,0.002004,0.001113,-0.002016,0.000981,-0.000352,-0.000823,-0.000178,-0.001391,0.003549,-0.000647,-0.002616,0.001767,0.000855,-0.000433,0.001622,0.000244,0.030384
592,0.000246,-0.000677,-0.004965,-0.00034,0.000746,0.000174,-0.001002,0.000103,0.00071,-0.000207,-0.000019,-0.001464,0.003999,-0.001956,-0.002743,0.000921,0.000028,-0.001251,0.00054,0.000026,0.030707
591.5,-0.001308,-0.00126,-0.003842,0.000089,0.001592,0.000174,-0.000322,-0.000675,-0.001433,-0.00158,-0.000512,-0.001499,0.003123,0.000156,-0.001954,0.001508,0.00078,-0.001533,-0.000063,0.000006,0.029805
591,-0.00074,-0.002402,-0.005983,0.000866,0.001601,0.000416,-0.00075,0.000402,-0.000429,0.000896,0.001893,-0.00226,0.00388,-0.00027,-0.002428,0.000485,-0.000003,-0.000456,-0.000168,0.000659,0.031055
590.5,0.000182,0.000084,-0.004688,-0.000048,0.000518,0.000528,0.000346,-0.000286,-0.000142,-0.00135,0.000556,-0.00249,0.002117,-0.000787,-0.00247,0.002155,0.001981,-0.001492,-0.000513,0.000774,0.031212
590,0.00129,0.001332,-0.002704,-0.000481,0.000733,-0.00103,-0.000076,0.001351,0.000605,-0.000421,0.000214,-0.001796,0.003548,-0.000619,-0.002486,0.001916,0.00035,-0.000771,0.001521,-0.000251,0.029967
589.5,-0.000575,-0.000235,-0.003677,-0.0002,0.002102,-0.000097,-0.000473,0.000023,0.000214,-0.002194,0.000029,-0.002463,0.003756,0.000355,-0.001653,0.001648,0.000239,0.000155,0.000948,0.001282,0.03031
589,0.001256,0.000753,-0.002535,-0.000123,0.000174,0.000188,-0.000043,-0.000583,-0.000165,-0.001993,0.000131,-0.001371,0.002796,-0.000453,-0.001153,0.000489,0.000362,-0.002141,0.000728,0.000586,0.030365
588.5,0.001709,0.001313,-0.001914,-0.000065,0.00061,0.001299,0.000852,0.000888,-0.001212,-0.000937,-0.000459,-0.002247,0.004779,0.000187,-0.002441,0.000249,0.000258,-0.000737,0.000665,-0.000199,0.029948
588,0.000157,0.000491,-0.003967,0.000035,0.002602,0.000804,0.000029,-0.000037,0.001212,-0.001358,-0.001293,-0.001892,0.003084,0.000222,-0.001636,0.000046,-0.000708,-0.000188,0.001453,0.000468,0.030791
587.5,0.000475,0.000296,-0.003371,0.000178,0.000055,0.000457,-0.001197,-0.000085,-0.001275,-0.001847,0.000051,-0.001392,0.004399,-0.000649,-0.002907,0.001634,0.001669,0.000517,0.001635,-0.00025,0.030923
587,-0.000605,-0.000216,-0.003254,-0.000363,0.000078,0.000598,-0.001295,-0.00022,0.000999,-0.001158,0.001513,-0.001966,0.003539,0.000872,-0.001261,0.00267,0.000717,-0.001287,0.000119,0.000468,0.030012
586.5,0.000622,0.001179,-0.007271,-0.000852,0.001404,-0.000195,-0.000559,0.001022,0.001235,-0.001475,0.000851,-0.000724,0.004591,0.000827,-0.001492,-0.000693,0.000058,-0.001442,0.000874,0.000445,0.029792
586,-0.001846,-0.00167,-0.004359,-0.002154,-0.00018,0.001135,-0.000091,0.000082,-0.000899,0.000052,0.001489,-0.000885,0.0036,-0.000597,-0.003333,-0.000331,-0.00121,-0.002066,0.000211,-0.000227,0.029999
585.5,0.000866,-0.00043,-0.003847,0.002013,0.002008,0.000059,-0.000273,-0.000643,0.000539,-0.001179,0.001152,-0.001784,0.002755,-0.00154,-0.002922,0.001709,0.002182,-0.000515,0.002068,-0.000395,0.029831
585,0.001399,0.000276,-0.002972,-0.000492,0.000451,0.000206,0.000681,0.000579,-0.000378,0.00022,-0.000301,-0.00053,0.005191,-0.001579,-0.00194,0.000455,0.001815,0.000235,0.002287,0.001716,0.030013
584.5,0.000913,-0.000096,-0.003844,0.000548,0.001068,0.000886,0.000601,0.000991,0.001192,-0.001848,-0.000816,-0.001847,0.003506,0.000849,-0.001329,0.00081,0.000664,-0.000934,0.000564,0.000349,0.033021
584,0.001943,0.000001,-0.003351,-0.001503,0.000758,0.001716,-0.000017,-0.00176,-0.001865,-0.001881,0.000368,-0.003648,0.00198,-0.000555,-0.002095,0.000794,0.000526,-0.002579,0.001121,-0.000684,0.031137
583.5,-0.000198,-0.001673,-0.00437,-0.001716,0.000509,-0.00037,0.000887,0.001391,-0.000256,-0.000927,0.001066,-0.003009,0.002231,0.000507,-0.002531,0.000549,0.000307,-0.001794,0.000532,-0.000047,0.029473
583,-0.000676,-0.000578,-0.004575,-0.001028,0.000021,0.001598,-0.000031,0.000964,0.000339,-0.001309,-0.00064,-0.001518,0.002908,0.000133,-0.002095,0.001845,0.001383,-0.000612,0.000886,-0.000799,0.030188
582.5,0.000449,0.000661,-0.004638,-0.000812,-0.001141,0.000819,-0.000181,0.000506,-0.000503,-0.000921,0.000115,-0.002664,0.003518,-0.000325,-0.001722,0.002073,0.000634,-0.001716,0.000944,0.001411,0.030942
582,-0.000642,-0.000825,-0.003563,-0.000591,0.001519,-0.000807,0.000415,0.001263,-0.000399,-0.001098,0.000896,-0.001012,0.003271,-0.000772,-0.001006,0.000753,0.000185,-0.000342,-0.000102,-0.000303,0.030785
581.5,-0.000708,0.001498,-0.003237,-0.000128,0.001277,0.000569,-0.000513,-0.000913,-0.001227,-0.000819,-0.00127,-0.002328,0.002453,0.000349,-0.002487,0.001772,-0.000256,-0.001627,0.000503,0.000752,0.031872
581,0.000275,0.000107,-0.004544,-0.000421,0.000559,0.000655,-0.000906,0.001046,-0.000264,0.000473,0.000406,-0.002958,0.002256,0.00003,-0.001642,0.001138,0.001988,-0.002067,-0.000353,-0.000259,0.030274
580.5,0.000866,0.001416,-0.002242,0.000775,0.001901,0.000155,0.000471,0.000141,-0.000928,-0.001311,0.00047,-0.001824,0.003757,-0.000116,-0.000385,0.00066,-0.000024,0.001078,0.002496,-0.000482,0.030993
580,-0.000686,-0.00107,-0.003949,-0.000123,-0.000849,0.000441,-0.000834,0.000321,0.000746,-0.002135,-0.001179,-0.002059,0.003249,-0.001104,-0.00185,0.001556,0.000421,0.000091,0.001307,0.000461,0.030679
579.5,0.00039,-0.000191,-0.00391,-0.000114,0.001408,0.000118,-0.000859,0.000902,0.002044,-0.00327,-0.002064,-0.002449,0.002176,-0.001364,-0.001862,-0.000307,-0.00134,0.000693,0.001326,0.000163,0.031353
579,0.00049,0.000717,-0.002177,-0.000644,0.000509,0.000509,-0.000329,-0.000667,-0.000886,0.000275,0.000985,-0.002315,0.003158,-0.000907,-0.003096,0.000112,0.000893,-0.001011,-0.000071,0.00142,0.032599
578.5,0.000475,0.000003,-0.003702,-0.000715,0.00124,0.000652,-0.000579,0.000236,-0.000056,-0.000476,0.001215,-0.001558,0.003269,-0.000049,-0.001735,0.002185,0.001613,-0.001341,0.000063,-0.00004,0.031117
578,-0.000575,-0.001013,-0.004333,-0.000844,0.000789,-0.000136,-0.002303,-0.000214,-0.000507,-0.002302,0.000323,-0.002882,0.002303,-0.000861,-0.001827,0.001812,0.00015,0.000129,0.001104,0.00172,0.031513
577.5,0.000541,0.000292,-0.002391,-0.000473,0.000855,-0.000617,-0.001298,0.00136,0.001667,-0.000776,0.00086,-0.003308,0.003065,-0.000145,-0.003061,0.000422,-0.000397,-0.001974,-0.000057,-0.000493,0.030382
577,-0.001516,-0.000773,-0.004591,0.000577,0.001305,-0.000858,-0.000777,0.00017,0.001114,0.000584,0.001336,-0.002679,0.002373,-0.00084,-0.002796,0.000288,-0.000429,-0.000222,0.001362,-0.000439,0.031422
576.5,0.000185,0.00075,-0.003823,-0.000539,-0.000036,0.001331,-0.000439,0.001151,0.00145,-0.002168,0.000367,-0.002233,0.003148,-0.000729,-0.003064,0.000983,0.0001,-0.001045,0.00061,0.000156,0.03181
576,-0.000006,0.000181,-0.00295,0.000526,0.002587,0.001589,0.000465,0.00079,-0.000509,-0.001871,-0.000091,-0.001882,0.003194,-0.000737,-0.001979,0.000674,0.000272,0.000005,0.001554,0.00078,0.031687
575.5,-0.000841,-0.000162,-0.003993,-0.000041,0.00188,0.000313,0.000235,0.000595,-0.000676,-0.000614,0.000189,-0.00192,0.003549,-0.000188,-0.000737,0.001312,-0.000152,-0.00108,0.000703,0.000052,0.030368
575,-0.000009,-0.000225,-0.002981,-0.000634,0.000749,0.001623,-0.000165,0.000298,0.000143,-0.001605,0.000528,-0.001856,0.003609,-0.00022,-0.001681,0.00096,0.00124,-0.000609,0.000515,0.000981,0.031439
574.5,-0.000923,-0.00057,-0.004581,-0.000988,0.000993,0.000317,-0.000358,0.000951,-0.000118,-0.001209,0.001307,-0.003195,0.002703,-0.000931,-0.001565,0.001161,-0.000193,-0.001266,0.000043,-0.000086,0.0318
574,-0.000355,-0.001103,-0.003644,-0.000488,0.001045,-0.000219,-0.000831,0.000906,0.000864,-0.0022,-0.000393,-0.002739,0.003784,0.000805,-0.001097,0.00112,0.000812,-0.000836,0.001204,-0.000574,0.030259
573.5,0.000647,0.001068,-0.003343,-0.000972,0.000353,0.001234,0.000747,0.001856,0.001318,0.000154,0.001463,-0.002536,0.002985,-0.000447,-0.001965,0.000243,-0.000595,-0.001024,0.001101,0.000806,0.031257
573,0.000465,0.000341,-0.002807,-0.000614,0.000641,-0.000003,0.000072,0.000477,-0.000467,-0.000949,0.000123,-0.002258,0.002775,0.000011,-0.001497,0.001218,0.000382,-0.000616,0.000009,-0.000307,0.031242
572.5,0.000471,-0.000665,-0.003782,-0.000874,0.000795,-0.000016,0,0.000458,0.000064,-0.002227,-0.000007,-0.003307,0.003521,-0.001186,-0.003029,0.001677,0.000416,-0.001644,-0.000958,0.000152,0.031905
572,-0.001021,-0.000692,-0.004026,-0.000621,0.000765,0.000636,-0.000182,-0.000189,-0.000537,-0.000713,-0.00081,-0.001028,0.004488,-0.000365,-0.002069,0.000637,0.000884,-0.000559,0.001164,0.000898,0.031474
571.5,-0.000154,-0.000016,-0.003727,-0.000785,0.000356,-0.000188,-0.000983,0.000311,-0.000411,-0.001561,-0.000418,-0.002466,0.003751,-0.000053,-0.002948,0.000921,0.000508,-0.000497,0.001364,-0.000199,0.030899
571,0.000432,-0.000174,-0.003248,0.000136,0.001649,0.000206,-0.000354,0.000142,-0.001187,-0.001419,-0.000914,-0.001579,0.004108,0.000071,-0.001461,-0.000153,0.000518,-0.000928,-0.000556,0.001067,0.031805
570.5,-0.000809,-0.000791,-0.003633,0.00053,0.001114,0.000994,0.000679,0.000417,-0.000201,-0.001502,0.000009,-0.002671,0.003566,-0.001284,-0.002126,0.000916,0.00029,-0.001482,0.000512,-0.00005,0.031555
570,-0.00051,-0.000956,-0.004235,0.000158,0.00192,0.000692,0.000101,0.001701,0.000199,-0.001696,-0.000434,-0.001798,0.003465,-0.001251,-0.001905,0.001447,0.000111,0.000205,0.000914,0.000052,0.030549
569.5,-0.001034,-0.000643,-0.004743,0.000022,0.001543,0.00148,-0.00009,0.000803,0.000719,-0.002225,-0.000622,-0.002053,0.003006,-0.000014,-0.001546,-0.000012,-0.000955,-0.000722,0.001256,0.000057,0.032031
569,0.000295,0.000779,-0.002527,-0.000276,0.00064,-0.000426,-0.000533,0.000893,-0.000235,-0.00152,-0.000346,-0.001105,0.003929,-0.000022,-0.001653,-0.000306,0.000098,-0.000138,0.002144,0.001496,0.032027
568.5,-0.000838,-0.000699,-0.003731,-0.00039,0.0007,-0.000233,-0.000961,0.002186,0.001586,-0.001769,-0.000249,-0.001772,0.004143,0.000411,-0.002084,0.000194,0.001427,-0.000658,0.000701,0.00046,0.031576
568,-0.000475,-0.000502,-0.003077,-0.001164,-0.00016,0.000321,-0.000994,0.000347,0.000668,-0.001877,-0.000317,-0.000648,0.003647,-0.00102,-0.002977,0.000507,0.000249,-0.000988,0.00105,0.000349,0.031132
567.5,0.000214,-0.000005,-0.003104,-0.001062,0.000753,0.000791,0.000368,-0.000566,-0.001365,-0.001525,-0.000028,-0.002058,0.003533,0.001535,-0.001179,0.001165,0.000614,-0.001629,0.00008,-0.000566,0.0307
567,0.000465,0.000297,-0.002697,-0.001006,-0.00001,0.000169,-0.000607,0.000042,-0.000862,-0.001925,0.00058,-0.000924,0.003497,0.00015,-0.001909,0.000093,0.000318,-0.001279,0.001036,0.000408,0.031427
566.5,-0.000644,-0.00025,-0.003627,-0.000823,0.001081,-0.000221,-0.001079,0.001103,0.001216,-0.000121,0.001152,-0.002059,0.004043,-0.000621,-0.001195,0.001264,0.000992,-0.00196,-0.000158,-0.000433,0.031281
566,0.000449,0.000054,-0.003852,-0.001341,0.000074,-0.000593,-0.001913,0.000466,-0.000537,-0.001279,-0.001172,-0.001558,0.003199,-0.001209,-0.002997,0.000437,0.000747,-0.000353,0.002016,0.000358,0.030553
565.5,-0.000634,-0.001161,-0.004108,-0.000972,0.001401,0.000953,-0.000336,0.000431,0.000219,-0.001583,-0.000219,-0.001798,0.002972,-0.000791,-0.002011,0.000671,0.001297,-0.001383,0.001284,0.000633,0.031096
565,-0.00028,-0.001036,-0.003745,-0.000601,0.001076,0.000423,-0.000348,0.001086,0.000273,-0.000185,0.001026,-0.001218,0.002891,0.000486,-0.001097,0.000303,-0.00007,-0.001196,0.000321,0.000565,0.032049
564.5,-0.000124,-0.000372,-0.004123,-0.00177,-0.000323,0.000255,-0.000209,0.001289,-0.000028,-0.000739,-0.001058,-0.002791,0.00131,-0.000592,-0.002086,0.001163,-0.000589,-0.001364,0.000629,0.0018,0.032207
564,0.000065,-0.000491,-0.003961,-0.001665,0.000313,-0.00017,-0.000604,0.000823,-0.000183,-0.000694,0.002321,-0.002274,0.0031,-0.001614,-0.002548,0.001526,0.001747,0.000226,0.000158,0.000127,0.031996
563.5,0.000162,-0.000236,-0.002302,-0.001482,0.000215,-0.000103,0.000175,-0.000701,-0.000929,-0.001785,-0.000458,-0.003064,0.002764,-0.000113,-0.002266,0.000708,0.00027,-0.003319,-0.001048,0.001192,0.0319
563,-0.000752,0.001041,-0.002447,-0.00109,0.00064,0.000575,-0.001683,0.000215,0.000428,-0.002004,0.000946,-0.000324,0.004086,-0.000148,-0.001635,0.00216,0.001276,-0.000367,0.000407,0.000212,0.032341
562.5,-0.000005,-0.000857,-0.003742,-0.000957,0.000587,-0.000084,0.000189,0.000545,-0.000255,-0.001114,0.000559,-0.001433,0.004156,-0.000729,-0.002236,0.000701,0.000317,-0.000603,-0.000042,0.000732,0.031572
562,0.000696,0.000776,-0.002709,0.000237,0.001734,0.000702,-0.001284,-0.000705,-0.001233,0.000115,0.001369,-0.001509,0.004649,-0.002173,-0.003417,0.000776,-0.000243,-0.000724,0.001795,0.00132,0.032214
561.5,0.000329,0.000202,-0.003131,0.000809,0.001298,-0.000373,-0.000656,0.000923,-0.000508,-0.001723,0.000186,-0.002884,0.002452,-0.000897,-0.002724,0.001118,-0.000156,-0.001262,0.000793,-0.000495,0.030967
561,0.000247,0.000557,-0.003352,0.000361,0.001884,0.000216,-0.000635,0.000627,-0.000014,-0.001534,-0.000551,-0.001539,0.003473,0.00163,-0.001561,0.001318,0.000332,-0.001465,0.001769,0.00107,0.032665
560.5,-0.000048,-0.000067,-0.003379,0.000006,0.000768,0.000137,-0.000379,0.001032,-0.000272,-0.001398,0.000238,-0.002787,0.004264,-0.00018,-0.002283,0.002047,0.001131,-0.001104,0.001079,0.000918,0.030387
560,0.000655,-0.000021,-0.003006,-0.001548,0.00065,-0.001215,-0.00165,0.000992,0.001127,0.000101,-0.000144,-0.002255,0.003191,-0.001587,-0.00302,0.000452,0.000836,-0.001311,0.001578,0.000285,0.031197
559.5,0.00144,0.000582,-0.00338,-0.000898,0.000721,-0.001412,-0.001816,0.001326,0.000484,-0.001748,-0.000341,-0.002328,0.002558,0.000564,-0.001974,0.001474,0.000173,-0.000935,0.00035,0.001297,0.03209
559,0.000028,-0.000733,-0.004392,-0.001251,0.000719,-0.001079,-0.000307,-0.000874,-0.000238,-0.00161,0.001142,-0.002777,0.00239,0.000163,-0.001154,0.000485,0.000075,-0.000969,0.000278,-0.000243,0.030446
558.5,0.000155,-0.000236,-0.003386,-0.000378,0.000886,0.000961,0.000738,-0.000413,-0.000084,-0.001692,-0.000094,-0.002644,0.004027,-0.00041,-0.001676,0.000983,0.000195,-0.000285,0.001332,-0.000928,0.030307
558,0.000239,0.000324,-0.004066,-0.000307,0.00097,0.000388,0.000181,0.001039,-0.000133,-0.00173,-0.001506,-0.002183,0.003584,-0.000154,-0.003176,0.000413,-0.000034,-0.000566,0.001288,0.000474,0.031645
557.5,0.000224,-0.000448,-0.002673,-0.000007,0.001269,0.000536,0.000848,0.000268,-0.000349,-0.001263,-0.000083,-0.002174,0.002874,-0.001426,-0.002825,0.001777,0.000684,-0.000505,0.000732,-0.000223,0.031329
557,0.000375,-0.000154,-0.004542,-0.000462,0.001254,-0.000044,-0.001605,0.001693,0.000885,-0.000821,-0.000017,-0.004063,0.002828,0.000393,-0.002952,0.001774,0.000751,0.000059,0.00132,0.000494,0.030419
556.5,0.000555,0.0007,-0.003068,0.000543,0.000965,0.000075,-0.000226,0.000802,-0.000172,-0.002262,-0.000506,-0.001187,0.003619,-0.001173,-0.003223,0.001072,0.000402,-0.001429,0.0007,-0.00038,0.031449
556,-0.00131,0.000837,-0.003885,-0.001478,0.000137,-0.000487,-0.0005,-0.000065,-0.000424,-0.002549,0.000139,-0.00195,0.002737,-0.000751,-0.002157,0.001218,0.001264,-0.001591,0.000924,-0.000026,0.031041
555.5,-0.000831,-0.00163,-0.00455,-0.000434,0.001409,0.001021,-0.001067,-0.000204,-0.000366,-0.001657,-0.000281,-0.001137,0.003423,0.000072,-0.003007,0.000179,0.000404,-0.002432,-0.000509,0.001008,0.031869
555,0.000057,0.000211,-0.004108,-0.000744,0.000851,0.001143,0.000062,0.001879,0.000542,-0.001299,-0.000002,-0.001658,0.003026,-0.001424,-0.001943,0.000367,0.000701,-0.000815,0.000493,0.002039,0.031254
554.5,-0.000673,-0.000579,-0.003747,-0.00134,0.000188,-0.000378,-0.000283,0.000546,-0.000062,-0.001304,-0.000145,-0.002326,0.002918,0.000172,-0.002255,0.002118,0.000479,-0.000964,0.001103,-0.000487,0.031767
554,0.000158,0.00067,-0.003822,-0.000455,0.001341,0.000448,-0.000026,0.000965,0.000268,-0.001743,-0.000499,-0.001712,0.00303,-0.000562,-0.002232,0.000361,0.000146,-0.001131,0.001372,0.002028,0.032863
553.5,-0.000434,-0.00055,-0.003975,-0.000619,0.000711,0.001454,-0.000768,0.001147,0.000902,-0.003041,-0.000285,-0.002139,0.003438,0.000151,-0.000594,0.001798,0.000047,-0.001023,0.000837,0.000973,0.032179
553,0.000022,0.00091,-0.003351,-0.000843,0.00094,0.000348,-0.000565,0.000542,-0.000652,-0.001148,0.000527,-0.001433,0.003394,-0.000691,-0.002649,0.001035,0.00069,-0.001743,0.000744,0.001181,0.031841
552.5,-0.000128,0.000026,-0.003357,-0.000989,0.002062,0.000133,-0.00055,-0.000014,-0.000283,-0.000978,0.000915,-0.002142,0.002763,-0.000301,-0.002145,0.000503,0.000286,-0.000683,0.001187,0.000067,0.031038
552,0.000592,-0.000264,-0.003764,-0.00139,-0.000386,0.000229,-0.000903,0.000878,-0.001031,-0.000648,0.001254,-0.001293,0.003099,0.000189,-0.001648,0.001241,0.000637,-0.001646,0.000318,0.001041,0.031838
551.5,-0.000563,-0.001158,-0.004059,-0.000839,0.000016,0.000517,-0.000478,0.00054,0.000246,0.000001,0.000577,-0.001184,0.003685,0.000509,-0.001898,0.002151,0.001117,-0.001738,-0.000293,0.000642,0.031094
551,0.00095,0.00015,-0.003101,-0.000217,0.001099,0.002278,0.000589,0.00075,-0.000564,-0.001637,0.000705,-0.002162,0.004035,0.00096,-0.001322,0.000807,0.000866,-0.0023,0.000371,0.000603,0.031133
550.5,-0.000201,-0.0001,-0.004062,-0.000427,-0.000291,0.000369,-0.000441,0.00075,-0.000031,-0.001471,-0.000391,-0.002171,0.003123,0.000563,-0.001925,0.001039,0.000185,-0.001184,0.001591,0.000571,0.031742
550,-0.001167,-0.00056,-0.003583,-0.001783,0.000565,0.000887,-0.000438,0.000726,0.000514,-0.001601,-0.000182,-0.001697,0.002585,0.000283,-0.002366,0.000346,0.00008,-0.000175,0.001267,0.000535,0.03101
549.5,-0.000009,-0.000304,-0.003097,0.00033,0.001718,-0.000327,-0.001293,-0.000222,-0.000233,-0.002612,-0.000932,-0.002547,0.00293,-0.000599,-0.002297,-0.000255,0.000163,-0.001729,0.000003,0.000506,0.031337
549,0.000165,0.000536,-0.00336,-0.000957,0.000498,0.001394,0.00022,0.0012,0.000019,-0.00234,-0.000516,-0.001154,0.003347,-0.000419,-0.000934,0.001205,0.000109,-0.000289,0.00057,0.002116,0.032445
548.5,-0.0003,-0.00132,-0.003683,-0.000587,0.000394,0.000875,-0.001258,0.000683,0.000428,-0.001151,0.000232,-0.00218,0.003737,0.001936,-0.001077,0.000518,0.000612,-0.001333,0.000553,0.000021,0.031332
548,-0.000255,-0.00004,-0.003195,-0.001115,0.001253,0.000508,0.000073,0.000623,0.000093,-0.000754,0.001002,-0.002333,0.002848,-0.000527,-0.002963,0.000738,0.000349,-0.001169,0.000158,0.000263,0.031019
547.5,0.000779,-0.000448,-0.003526,-0.000914,-0.000041,0.000531,-0.000666,0.00025,-0.000097,-0.001654,-0.000144,-0.001831,0.002909,0.000354,-0.001611,0.000644,-0.000101,-0.001094,0.000776,0.000466,0.032611
547,0.000002,-0.00067,-0.004156,-0.000234,0.000641,-0.000439,-0.001216,0.000757,0.000064,-0.001968,-0.000191,-0.001218,0.003746,0.000383,-0.001664,0.000922,0.000278,-0.001329,0.00051,0.000841,0.031737
546.5,0.000149,0.000108,-0.003701,-0.000838,0.000716,0.000372,-0.000056,0.000382,-0.000207,-0.001529,0.000074,-0.001736,0.004155,-0.000738,-0.002261,0.000853,0.000675,-0.001125,0.000871,0.000988,0.032093
546,-0.000532,-0.000214,-0.003794,-0.00055,0.000783,-0.001011,-0.000523,0.00017,-0.000579,-0.001242,-0.000202,-0.002173,0.002568,-0.000705,-0.002412,0.001249,0.000641,-0.001256,0.001033,0.000375,0.031464
545.5,0.000386,0.000125,-0.003855,0.000077,0.000771,0.000121,-0.000115,0.00059,0.000431,-0.001557,-0.000125,-0.001963,0.002755,-0.000136,-0.002509,0.001052,0.001057,-0.001232,0.000104,0.000013,0.031571
545,-0.000737,-0.000642,-0.003703,-0.000561,0.000746,0.000237,-0.001171,0.000557,-0.000284,-0.001219,0.000127,-0.001965,0.00341,-0.001306,-0.003448,0.001679,0.000375,-0.001164,0.000153,0.000959,0.032251
544.5,0.000293,-0.000003,-0.003683,-0.000938,0.000204,0.001458,0.000311,0.00125,-0.000303,-0.001351,0.000217,-0.001559,0.004258,-0.000153,-0.001876,0.001008,0.000102,-0.000545,0.000458,-0.00007,0.03174
