Wavelength (nm),Blank1,F532,F533,F526,F527,F538,F539,F534,F535,F540,F541,F528,F529,F610,F611,F536,F537,F554,F555,F556,F557
520,-0.000004,0.000157,-0.003874,-0.001158,0.000906,0.000931,0.000245,0.001595,0.000806,-0.001997,0.00078,-0.001344,0.004782,0.00001,-0.002528,0.001313,0.000805,-0.000267,0.000992,0.000552,0.032048
519.5,0.000281,0.00022,-0.00359,-0.000004,0.001301,-0.000093,-0.000667,-0.000088,-0.000559,-0.001364,-0.000006,-0.002089,0.003467,-0.000304,-0.002158,0.00048,0.000702,-0.001892,0.000562,0.000933,0.033068
519,-0.000392,-0.00053,-0.003598,-0.000407,0.000713,-0.000303,-0.000014,0.000094,0.000196,-0.000803,0.000446,-0.002114,0.003214,-0.000249,-0.002041,0.000955,-0.000095,-0.000638,0.000814,0.000072,0.032071
518.5,-0.000126,0.000025,-0.004309,-0.000941,0.00025,0.000515,-0.000252,0.000952,0.000503,-0.001439,0.000007,-0.001976,0.004059,-0.000506,-0.002427,0.001448,0.000548,-0.000413,0.001451,0.000002,0.032718
518,-0.000529,-0.001474,-0.004543,-0.000717,0.000788,-0.000161,-0.000846,0.000442,-0.000294,-0.002251,-0.000692,-0.001727,0.003965,0.000642,-0.00212,0.000713,-0.000278,-0.001672,0.00066,0.000041,0.032636
517.5,0.000198,-0.000527,-0.003824,-0.001204,0.000542,-0.000277,-0.000771,0.000386,-0.000665,-0.000943,-0.000795,-0.002463,0.003379,-0.000714,-0.003079,0.000721,0.000358,-0.001132,0.000516,-0.000578,0.031889
517,0.000109,0.000297,-0.003181,-0.001244,0.001191,-0.000236,-0.001008,0.000328,-0.000688,-0.000524,0.000768,-0.001479,0.004074,0.000653,-0.001917,0.001002,-0.000346,-0.000966,0.001218,-0.000264,0.032152
516.5,-0.000318,-0.000369,-0.005036,-0.000869,0.000224,-0.00023,-0.001095,0.000228,0.000362,-0.002536,-0.001209,-0.002352,0.003595,-0.000292,-0.003247,0.001414,0.000638,-0.000818,0.000909,0.000825,0.032614
516,0.00023,0.000055,-0.003427,-0.000223,0.001277,0.00109,-0.000331,-0.000187,0.000261,-0.002461,0.000069,-0.002014,0.002881,-0.000165,-0.001393,0.001729,0.000979,-0.000317,0.00194,0.000328,0.032984
515.5,-0.000539,-0.000403,-0.004307,-0.00141,0.000229,-0.000227,-0.000593,0.001009,0.000028,-0.002162,-0.000025,-0.00282,0.003633,0.000077,-0.001502,0.001119,-0.000056,-0.001565,0.0011,0.00025,0.032945
515,-0.000776,-0.00046,-0.003924,-0.000369,0.000495,0.000135,-0.001178,0.000498,0.000021,-0.001471,0.001048,-0.002549,0.003404,-0.000551,-0.002026,0.000933,0.000648,-0.000691,0.001334,-0.000715,0.032135
514.5,0.000517,0.000505,-0.003641,-0.000349,0.000562,0.001491,0.000669,0.000911,0.000103,-0.00135,-0.000012,-0.002289,0.003038,-0.000681,-0.002923,0.001299,-0.000128,-0.001238,0.000836,-0.000264,0.032539
514,0.000305,0.000111,-0.003196,-0.001506,0.000169,0.000386,-0.000236,0.000471,0.000405,-0.001544,0.000341,-0.001928,0.004022,-0.000533,-0.002275,0.001691,0.001447,-0.001491,0.000549,0.001361,0.033901
513.5,-0.000311,-0.000677,-0.003622,-0.00063,0.001055,0.000798,-0.000044,0.000887,0.000509,-0.001867,-0.000038,-0.001628,0.003402,-0.000352,-0.002648,0.000997,0.000915,-0.001824,0.001061,0.000489,0.033521
513,0.001215,0.000391,-0.003434,-0.000748,0.001172,0.000338,-0.000738,0.001191,0.000676,-0.001745,-0.000431,-0.002568,0.003175,0.000357,-0.002546,0.001713,0.00022,-0.000952,0.001031,0.000218,0.032968
512.5,0.000539,-0.000333,-0.003198,-0.000947,0.000898,-0.000736,-0.000198,0.000694,0.000852,-0.002323,-0.000111,-0.001192,0.004082,-0.000609,-0.00268,0.000833,0.00099,-0.001595,0.000747,0.001135,0.03267
512,0.000111,-0.000121,-0.004357,-0.000391,0.000626,-0.000038,-0.000429,0.000783,-0.000471,-0.001835,-0.000309,-0.002007,0.00392,-0.000217,-0.003527,0.000393,-0.000569,-0.001495,0.000152,0.001572,0.033181
511.5,-0.000171,-0.000037,-0.003939,-0.0006,0.000814,0.000271,-0.000154,0.000516,-0.000102,-0.001763,0.00023,-0.00196,0.003605,0.000024,-0.002211,0.001608,0.000934,-0.001441,0.000842,0.000394,0.032412
511,0.000507,0.000154,-0.00339,-0.000061,0.001158,0.000439,-0.000513,0.001145,-0.000088,-0.001886,-0.000379,-0.001533,0.004161,0.000259,-0.002538,0.001606,0.000253,-0.001495,0.000918,0.000491,0.033058
510.5,0.000206,-0.000078,-0.00415,-0.000157,0.000814,0.000041,-0.000439,0.000606,0.000487,-0.000731,0.000297,-0.00089,0.004554,-0.00041,-0.002521,0.00118,0.000341,-0.001071,0.00178,0.000976,0.032685
510,-0.000135,0.000346,-0.003297,0.000141,0.001482,0.000771,0.000254,0.000844,-0.000655,-0.00159,-0.000344,-0.002458,0.004012,0.00011,-0.001786,0.00137,0.000222,-0.001031,0.001468,0.000848,0.033418
509.5,-0.000007,-0.000058,-0.003704,-0.00097,0.001116,0.000794,-0.001022,0.000893,0.000092,-0.001682,0.0008,-0.002203,0.00303,-0.000914,-0.002848,0.000179,-0.000747,-0.000852,0.00078,0.001381,0.033952
509,-0.000743,-0.00062,-0.004293,-0.000124,0.001771,0.000304,0.000095,0.000187,-0.000285,-0.000885,0.000911,-0.002633,0.002956,0.00023,-0.001656,0.001292,0.000101,-0.000874,0.000209,-0.000111,0.032683
508.5,-0.000209,-0.000817,-0.002947,-0.000324,0.001979,0.001166,-0.00047,-0.000137,-0.000001,-0.002678,-0.000972,-0.003111,0.003783,0.00026,-0.002138,0.001552,0.000615,-0.000888,0.000595,0.000197,0.031964
508,-0.000464,-0.000847,-0.004158,-0.000643,0.000377,0.000762,-0.00044,0.002051,0.000307,-0.002365,0.000075,-0.001832,0.003782,-0.00043,-0.002243,0.001355,0.001051,-0.001981,0.000414,0.000564,0.033182
507.5,0.000409,-0.000028,-0.003943,0.000389,0.000562,0.000249,-0.000766,0.001696,0.000072,-0.002677,-0.000227,-0.002448,0.003883,-0.000624,-0.003057,0.000282,-0.000148,0.00002,0.001042,-0.00023,0.032706
507,-0.000155,-0.000737,-0.004259,-0.001317,0.00053,-0.000057,-0.00045,0.000879,0.000399,-0.001794,0.000234,-0.001432,0.004603,-0.000159,-0.001779,0.001036,0.00117,-0.002253,0.00009,0.000482,0.034028
506.5,-0.000038,-0.000039,-0.004068,-0.001384,-0.000071,-0.000634,-0.001218,0.000882,0.000194,-0.001477,-0.000364,-0.001615,0.003743,-0.000897,-0.002806,0.000603,0.000547,-0.000947,-0.000005,-0.000447,0.031356
506,-0.000193,-0.000099,-0.00322,-0.000642,0.001391,0.000435,-0.000916,0.000922,0.000354,-0.001123,-0.000961,-0.001717,0.003883,0.000262,-0.002957,0.002055,0.00108,-0.00142,0.000517,0.000695,0.033094
505.5,-0.000446,-0.000009,-0.003942,-0.000892,0.000214,0.000288,-0.000005,0.001362,-0.000045,-0.000587,0.000684,-0.002433,0.003513,0.001104,-0.001815,0.001283,0.000523,-0.000638,0.001073,0.000354,0.031719
505,-0.000123,-0.000578,-0.003745,-0.000662,0.000717,0.000601,0.000073,0.00037,-0.000133,-0.00221,-0.000296,-0.001524,0.003203,0.000101,-0.002128,0.000628,0.000676,-0.001737,0.000755,0.00141,0.032581
504.5,-0.000107,0.000056,-0.003023,-0.001139,0.001137,0.000215,0.000035,0.000256,-0.000255,-0.001174,0.001208,-0.001904,0.003785,0.000343,-0.00244,0.001921,0.000601,-0.001586,0.000908,0.000209,0.032882
504,-0.000588,-0.000753,-0.004817,-0.000766,0.000646,0.000958,-0.000137,0.000519,0.000394,-0.001254,0.000232,-0.002512,0.002668,-0.000295,-0.002583,0.00042,0.000499,-0.00109,0.000936,0.000213,0.032112
503.5,0.000411,0.000296,-0.003135,-0.000167,0.000257,0.00031,-0.000479,0.000334,0.000365,-0.001489,0.000847,-0.002415,0.004634,0.000437,-0.00249,0.002048,0.001497,-0.001755,0.000965,0.000961,0.033001
503,-0.001242,-0.001143,-0.004272,-0.00088,0.000523,0.000072,-0.000593,0.000651,0.000141,-0.001516,0.000285,-0.00252,0.00329,0.000513,-0.00285,0.001286,-0.00051,0.00002,0.001771,0.00043,0.033177
502.5,0.000441,-0.000837,-0.00425,-0.001318,-0.000371,0.000675,-0.000825,0.000189,-0.000508,-0.002044,-0.000297,-0.002943,0.003134,0.000078,-0.002452,0.000027,0.000941,-0.000661,0.001345,-0.000804,0.033476
502,0.000132,-0.000162,-0.004292,-0.000121,0.000757,0.000039,-0.000617,0.000635,-0.000416,-0.001131,0.000873,-0.002323,0.004353,0.000064,-0.001896,0.00172,0.001095,-0.000476,0.000404,0.000099,0.032982
501.5,-0.000415,-0.000513,-0.005373,-0.000119,0.000492,0.000835,-0.000326,0.00066,-0.000603,-0.001321,0.000674,-0.002985,0.004053,-0.000255,-0.002004,0.000478,-0.000361,-0.00139,0.000285,0.000129,0.032326
501,0.000064,-0.000512,-0.004497,-0.000747,0.000834,0.000718,0.000215,0.000311,0.000097,-0.002553,-0.000522,-0.001473,0.004477,-0.000426,-0.002196,0.000593,0.000681,-0.001481,0.000449,0.00018,0.033343
500.5,0.000219,0.000375,-0.003036,-0.000168,0.001458,0.000546,-0.000511,0.000634,-0.000789,-0.00203,-0.000017,-0.002318,0.003658,-0.000204,-0.002797,0.000861,0.001355,-0.000856,0.000424,0.000607,0.033557
500,-0.000623,-0.001524,-0.005003,-0.001487,-0.000106,0.00073,-0.00009,0.000991,0.000564,-0.001703,0.000436,-0.001869,0.004149,-0.000118,-0.002642,0.000638,-0.00005,-0.000695,0.000568,0.000436,0.033444
499.5,0.000626,-0.000074,-0.004536,-0.000238,0.000483,0.000235,-0.000284,0.001191,-0.000817,-0.001505,0.000023,-0.003181,0.003818,-0.000187,-0.002443,0.001176,0.001026,-0.001476,0.001129,0.001054,0.033453
499,-0.000154,0.000115,-0.003792,-0.000681,0.001071,-0.000298,-0.000659,0.000537,-0.000064,-0.001075,0.000602,-0.002127,0.003847,-0.000232,-0.002501,0.000542,-0.000183,-0.001881,-0.000253,-0.000109,0.033345
498.5,0.000533,-0.000051,-0.002882,-0.000697,0.000802,0.00038,0.000457,0.000655,-0.000329,-0.001641,-0.00001,-0.002152,0.003311,0.000311,-0.002115,0.001387,-0.000172,-0.0013,0.001053,0.001085,0.033234
498,0.000307,0.000014,-0.003392,-0.000808,0.000953,0.000682,0.00004,0.00071,0.000491,-0.001573,-0.000256,-0.002326,0.003443,0.000069,-0.002334,0.00136,0.000128,-0.001098,0.00116,0.000735,0.033543
497.5,0.000919,-0.000162,-0.003549,-0.000055,0.000944,0.000574,-0.000314,0.000583,-0.000488,-0.001248,-0.00038,-0.002269,0.003852,-0.000147,-0.002835,0.001103,0.000302,-0.001549,0.000446,0.000326,0.032979
497,-0.000424,-0.000324,-0.003712,-0.000126,0.000884,0.000696,-0.000308,0.001047,-0.000456,-0.001493,-0.000163,-0.001705,0.00383,-0.000013,-0.001945,0.000913,0.000656,-0.001268,0.000495,0.000301,0.032739
496.5,-0.000199,-0.00009,-0.004173,-0.000669,0.000614,0.000471,-0.00026,0.0006,0.000268,-0.001179,0.000182,-0.002179,0.00403,-0.000179,-0.002339,0.001427,0.000427,-0.001419,0.000334,0.000182,0.033239
496,0.000485,0.00014,-0.004152,-0.000887,0.000833,-0.000275,-0.000243,0.000308,-0.00004,-0.0014,0.000135,-0.001407,0.004197,-0.000371,-0.003083,0.002188,0.000267,-0.000427,0.001305,0.000271,0.033067
495.5,-0.000703,-0.00103,-0.00429,-0.000074,0.001283,-0.000084,0.000121,0.000199,-0.000363,-0.001105,0.0004,-0.002247,0.004183,-0.000312,-0.002433,0.001188,0.000888,-0.001229,0.000456,0.00005,0.032922
495,-0.000135,0.000386,-0.003888,-0.000977,0.00049,-0.00042,-0.00029,0.00025,-0.000122,-0.001393,0.000333,-0.001529,0.003608,-0.000542,-0.002313,0.001364,0.000204,-0.000579,0.000607,0.000794,0.033683
494.5,-0.000033,-0.000168,-0.003438,-0.000267,0.001165,0.000109,-0.000108,0.000322,-0.000433,-0.001911,0.000107,-0.002191,0.003743,-0.000253,-0.002635,0.001277,0.001139,-0.000587,0.001418,0.000066,0.032897
494,-0.000044,-0.000068,-0.003834,-0.000326,0.000979,0.000395,-0.000135,0.000561,0.00009,-0.00109,0.000401,-0.002563,0.003216,-0.000299,-0.002351,0.0016,0.000298,-0.001366,0.000668,0.000526,0.033311
493.5,-0.000242,-0.000435,-0.00403,-0.000467,0.0007,0.000867,-0.000258,0.000901,-0.000237,-0.001683,0.000345,-0.002525,0.003515,0.000795,-0.00184,0.001624,0.000587,-0.001217,0.000965,0.000394,0.033503
493,0.000041,-0.000432,-0.003897,-0.000211,0.00109,-0.000049,-0.000597,0.000854,0.000208,-0.001524,-0.000503,-0.001371,0.004481,-0.000349,-0.002341,0.001498,0.000741,-0.00087,0.000966,0.000314,0.033373
492.5,0.000075,-0.000174,-0.003319,-0.000806,0.000849,0.000738,-0.000031,0.000514,0.000164,-0.001569,-0.00001,-0.001735,0.004171,-0.000232,-0.002253,0.001101,0.000291,-0.000769,0.001031,0.00025,0.03307
492,-0.000107,-0.000469,-0.004163,-0.000556,0.000818,0.000882,0.000333,0.000543,-0.000314,-0.001246,0.000419,-0.001636,0.004406,0.000395,-0.001969,0.001553,0.000605,-0.000978,0.000955,0.000214,0.032924
491.5,-0.000076,-0.000427,-0.003809,-0.000491,0.000731,0.000094,-0.000263,0.000593,-0.00006,-0.001449,0.000446,-0.001932,0.004059,0.000048,-0.002393,0.001357,0.000442,-0.000913,0.00088,0.000702,0.033167
491,0.000125,-0.000323,-0.003976,-0.00066,0.001077,0.000732,-0.000271,0.000909,0.000464,-0.001666,0.000058,-0.002372,0.003728,-0.000364,-0.00232,0.001105,0.000564,-0.001211,0.00082,0.000526,0.033327
490.5,0.000215,-0.000516,-0.003852,-0.000527,0.000771,0.00008,-0.000492,0.000713,-0.000098,-0.001673,0.000219,-0.001877,0.004036,-0.000482,-0.002847,0.001188,0.000554,-0.001211,0.000716,0.000724,0.033559
490,-0.000192,0.000086,-0.003834,-0.000515,0.001166,0.000446,-0.000416,0.00061,0.000012,-0.0017,0.000434,-0.002221,0.003948,-0.000033,-0.002258,0.000791,-0.000075,-0.00129,0.001175,0.000232,0.033499
489.5,-0.000243,-0.00056,-0.003989,-0.000098,0.001053,0.000731,-0.00036,0.00094,-0.000023,-0.001926,-0.00016,-0.001862,0.003823,-0.000035,-0.002319,0.001399,0.000858,-0.001444,0.000498,0.000584,0.033351
489,-0.000407,-0.000399,-0.003877,-0.000806,0.000486,0.000489,0.000172,0.000564,0.000118,-0.001753,-0.000023,-0.002046,0.003914,-0.000282,-0.00241,0.001951,0.000712,-0.000845,0.001133,0.000185,0.032921
488.5,0.000322,0.000107,-0.003667,-0.000373,0.000921,0.000477,-0.000215,0.000842,0.000024,-0.001415,0.000223,-0.002332,0.003732,-0.000003,-0.002272,0.000933,0.000667,-0.001229,0.000931,0.000575,0.033217
488,0.000016,-0.000044,-0.003676,-0.000604,0.000991,0.000683,-0.000061,0.000483,-0.000045,-0.001457,0.000252,-0.002173,0.004011,-0.000334,-0.002547,0.001403,0.000599,-0.001092,0.000933,0.000492,0.033551
487.5,0.00021,0.00009,-0.003466,-0.000803,0.001099,0.000333,-0.000593,0.001138,0.000494,-0.001455,0.000693,-0.002144,0.004166,-0.000125,-0.002332,0.001159,0.000571,-0.000976,0.00084,0.000544,0.033679
487,0.0001,-0.000197,-0.003844,-0.000516,0.000769,0.000191,-0.000274,0.000665,0.000193,-0.001684,0.000046,-0.002314,0.003903,0.000144,-0.002362,0.000708,0.000295,-0.001335,0.000953,0.000134,0.033317
486.5,-0.000369,-0.000322,-0.003665,-0.000513,0.000656,0.000572,-0.000437,0.000836,0.000118,-0.00125,0.000753,-0.001667,0.003932,0.00006,-0.002116,0.001445,0.001131,-0.001154,0.001052,0.000191,0.033026
486,0.000274,-0.000092,-0.003637,-0.000127,0.0011,0.000389,-0.000444,0.000484,-0.000097,-0.001294,0.000107,-0.00195,0.004113,-0.0001,-0.002069,0.00118,0.001066,-0.001032,0.000673,0.000568,0.033407
485.5,0.000187,-0.000393,-0.00362,-0.00037,0.000968,-0.000019,-0.000489,0.000504,-0.000317,-0.001355,0.000283,-0.002158,0.003682,0.000185,-0.001961,0.001057,0.000701,-0.001322,0.000523,0.000507,0.033589
485,-0.000107,-0.00036,-0.003562,-0.000614,0.0009,0.00066,-0.000266,0.00068,-0.000158,-0.001386,0.000267,-0.002271,0.003722,0.000092,-0.00249,0.000847,0.000558,-0.000926,0.001035,0.000364,0.032958
484.5,-0.000382,-0.000178,-0.003796,-0.000645,0.000756,0.000419,-0.000286,0.00083,0.000166,-0.001432,0.000391,-0.002119,0.004026,-0.000204,-0.002232,0.001368,0.000554,-0.00125,0.000644,0.000359,0.033377
484,0.000015,0.000107,-0.003559,-0.000645,0.000621,0.000495,-0.00046,0.00059,-0.000135,-0.001674,0.00032,-0.002383,0.003867,-0.000006,-0.001927,0.001148,0.000672,-0.001042,0.001011,0.00053,0.033693
483.5,0.000026,-0.000336,-0.003861,-0.000271,0.001019,0.000029,-0.000278,0.000631,0.000091,-0.001119,0.000305,-0.002464,0.003673,0.00028,-0.002296,0.000995,0.000613,-0.000993,0.001083,0.000591,0.033836
483,-0.00019,-0.000208,-0.003818,-0.000489,0.000815,0.000913,-0.000072,0.000367,-0.000039,-0.001049,0.000692,-0.002407,0.003427,0.000293,-0.002248,0.000873,0.000688,-0.001251,0.001052,0.000749,0.033986
482.5,0.000045,-0.000368,-0.00362,-0.000357,0.000726,0.000175,-0.000324,0.000082,-0.000267,-0.001625,0.00012,-0.002467,0.003417,-0.000091,-0.002433,0.001,0.000329,-0.001017,0.000711,0.000119,0.03365
482,-0.000324,-0.000481,-0.003872,-0.000342,0.000774,0.000386,-0.000507,0.000999,0.000336,-0.001332,0.000439,-0.002507,0.003725,-0.000074,-0.002589,0.001282,0.000279,-0.001471,0.000787,0.000832,0.034048
481.5,0.000143,-0.000474,-0.004076,-0.000307,0.000979,0.000535,-0.000557,0.000959,0.000068,-0.001375,0.000163,-0.002251,0.003806,-0.000227,-0.002648,0.001511,0.000877,-0.001289,0.000976,0.000176,0.033591
481,0.000214,-0.000298,-0.003764,-0.000774,0.000866,0.000284,-0.000071,0.000549,-0.000252,-0.001081,0.00069,-0.002087,0.003987,-0.000023,-0.002328,0.000864,0.00025,-0.000881,0.001203,0.000225,0.033309
480.5,0.000205,-0.000389,-0.003663,0.000177,0.000737,0.000093,-0.000557,0.000395,-0.000351,-0.001508,0.000505,-0.002068,0.004079,0.000003,-0.002221,0.001311,0.000727,-0.000698,0.001471,0.000922,0.034096
480,0.000265,-0.000771,-0.003476,-0.000658,0.000475,0.000459,0.000001,0.000953,0.000455,-0.000925,0.000429,-0.002006,0.004172,0.000195,-0.002196,0.000939,0.000235,-0.001251,0.000613,0.000367,0.033815
479.5,0.000291,0.000021,-0.003552,-0.000458,0.001077,0.000371,-0.000124,0.001297,0.000617,-0.001307,0.000247,-0.002466,0.003278,-0.000588,-0.002421,0.000553,0.000037,-0.001342,0.001093,0.000469,0.033935
479,0.000366,-0.000166,-0.004348,-0.000338,0.00129,0.000524,-0.000581,0.000964,-0.00005,-0.001313,0.000145,-0.002169,0.003979,-0.000377,-0.002598,0.001304,0.000015,-0.000758,0.001418,0.000545,0.033322
478.5,-0.000003,-0.000118,-0.004069,-0.000643,0.00066,0.000586,-0.000491,0.000738,0.000317,-0.001575,0.000066,-0.002129,0.003727,0.000176,-0.002562,0.000861,0.000222,-0.001293,0.000772,0.00022,0.033746
478,-0.000281,-0.000531,-0.004167,-0.001082,0.000541,0.000055,-0.000076,0.000563,-0.000024,-0.001615,-0.00007,-0.001863,0.003859,0.000108,-0.002439,0.000821,0.000054,-0.000594,0.000955,0.000124,0.033597
477.5,-0.000539,-0.000882,-0.004229,-0.000377,0.001354,0.000372,-0.000499,0.000201,0.000076,-0.001812,0.000429,-0.002199,0.003912,0.000015,-0.002184,0.001289,0.000273,-0.001537,0.000726,0.000501,0.033786
477,0.000044,-0.000618,-0.003923,-0.000402,0.001024,0.000465,-0.000129,0.000678,0.000014,-0.001307,0.000569,-0.002028,0.003891,-0.000311,-0.002481,0.00076,0.00077,-0.000276,0.001478,0.000416,0.033823
476.5,-0.000045,-0.000355,-0.004163,-0.000715,0.000801,0.000609,-0.000138,0.00053,-0.000216,-0.001621,0.000205,-0.002181,0.004037,-0.000273,-0.002885,0.001194,0.00119,-0.001284,0.00114,0.000823,0.034642
476,0.000043,-0.000847,-0.003769,-0.000346,0.001131,0.000942,0.000108,0.000728,-0.000506,-0.00132,0.000448,-0.002037,0.004132,0.000032,-0.00269,0.001423,0.001169,-0.000985,0.000895,0.000311,0.033544
475.5,0.000164,-0.000236,-0.004249,-0.001161,0.000174,0.001298,-0.000136,0.000744,0.000084,-0.001441,0.000607,-0.002459,0.004089,-0.000043,-0.002738,0.000912,0.000528,-0.000917,0.000651,-0.000355,0.033629
475,0.000158,-0.000154,-0.003899,-0.000691,0.00093,0.000887,0.00025,0.000767,0.000185,-0.0016,0.000137,-0.002663,0.003865,0.00005,-0.002663,0.001293,0.000541,-0.001086,0.000571,0.000306,0.032866
474.5,0.000056,-0.00052,-0.004007,-0.000082,0.000652,0.000252,-0.000383,0.000596,0.00021,-0.001533,0.000201,-0.002244,0.00376,0.000671,-0.002218,0.00122,0.000286,-0.001449,0.001233,0.000469,0.033674
474,0.000197,-0.000388,-0.004087,-0.001139,0.000576,0.00062,-0.000508,0.000865,-0.000155,-0.001425,0.000295,-0.002344,0.003601,-0.000526,-0.002367,0.001087,0.000029,-0.001291,0.001057,0.000353,0.033955
473.5,0.000614,0.000136,-0.003231,-0.000308,0.001344,0.000299,-0.000324,0.000744,0.000315,-0.001472,0.000025,-0.002343,0.003676,0.000248,-0.002559,0.000783,0.000104,-0.001273,0.000419,0.001139,0.034499
473,-0.000293,-0.000393,-0.004262,-0.000359,0.000877,0.000551,-0.000316,0.000775,-0.000048,-0.001739,0.000206,-0.002409,0.003945,-0.000061,-0.00271,0.001334,0.000519,-0.000594,0.001167,0.000529,0.033832
472.5,-0.000068,-0.00065,-0.004041,-0.000486,0.001172,0.000197,-0.000786,0.0006,0.000053,-0.001348,-0.00014,-0.002855,0.003793,-0.00097,-0.002942,0.001395,0.000888,-0.000923,0.000589,0.000339,0.034245
472,-0.000002,0.000079,-0.003911,-0.000649,0.001294,0.00009,0.0001,0.000878,0.000351,-0.001137,-0.000179,-0.002337,0.004139,-0.000097,-0.002476,0.002054,0.001467,-0.000573,0.001221,0.000266,0.033637
471.5,-0.000072,-0.000479,-0.004389,0.000181,0.001286,0.000905,-0.000274,0.00045,-0.000206,-0.001637,0.00021,-0.001851,0.004309,0.000212,-0.002437,0.000595,0.0002,-0.001059,0.000882,0.000411,0.033974
471,-0.000047,-0.000477,-0.004126,-0.000892,0.000961,0.000288,-0.000837,0.001127,-0.000138,-0.00129,0.000565,-0.002713,0.004193,0.000217,-0.002014,0.000626,-0.000132,-0.000647,0.001454,0.000719,0.033503
470.5,0.000226,0.000022,-0.003265,-0.000572,0.001033,0.000584,0.000099,0.000502,0.000164,-0.001683,0.000202,-0.00188,0.003726,-0.000099,-0.002277,0.001285,0.000442,-0.001107,0.000758,0.000173,0.033835
470,0.000108,0.000078,-0.00384,-0.000483,0.000769,0.001229,0.000196,0.000569,0.000651,-0.001194,0.000331,-0.001432,0.004353,0.000563,-0.002269,0.000963,-0.000031,-0.000202,0.001461,0.000647,0.034011
469.5,0.00047,-0.000226,-0.003777,-0.000792,0.000777,0.00064,-0.000117,0.000753,-0.000089,-0.001342,0.000401,-0.002823,0.003735,0.000234,-0.002313,0.000882,-0.00004,-0.001627,0.001058,0.000634,0.033551
469,-0.000376,-0.000412,-0.003985,-0.000343,0.001402,0.00068,-0.000006,0.000432,-0.000195,-0.001768,0.000281,-0.002158,0.004151,0.000156,-0.00233,0.00157,0.000749,-0.000819,0.001063,0.000146,0.033715
468.5,0.000078,0.000228,-0.003785,-0.000554,0.000782,0.001049,-0.000287,0.000369,-0.000016,-0.001251,0.000885,-0.002092,0.003693,0.000031,-0.002797,0.000991,0.000341,-0.001141,0.001257,0.000441,0.034157
468,-0.000044,-0.000336,-0.003294,-0.000501,0.001431,0.000639,-0.000244,0.000534,0.000104,-0.001912,0.000263,-0.001845,0.003991,0.000238,-0.002417,0.001007,0.000685,-0.001512,0.000905,0.000615,0.034177
467.5,-0.00037,-0.000354,-0.003787,-0.00055,0.000761,0.000666,0.000129,0.001103,0.00021,-0.001362,0.000431,-0.001536,0.003938,-0.000478,-0.002868,0.001484,0.000531,-0.000796,0.00109,0.000716,0.03462
467,0.0005,-0.000185,-0.004338,-0.000906,0.000489,0.000954,0.000205,0.000225,-0.000002,-0.001375,-0.000023,-0.002557,0.003704,0.000405,-0.00214,0.000891,0.000672,-0.001066,0.000879,0.000897,0.033991
466.5,0.000306,-0.00029,-0.003833,-0.000608,0.000838,0.000652,0.00019,0.000984,0.000018,-0.001608,0.000087,-0.002687,0.004003,0.000298,-0.0022,0.001441,0.000857,-0.001394,0.000893,0.000509,0.033544
466,0.000145,-0.000453,-0.003976,-0.000823,0.000572,0.000328,0.000035,0.000543,-0.000018,-0.001438,0.000511,-0.002147,0.003983,0.000274,-0.002122,0.001089,0.000134,-0.001328,0.001393,0.000343,0.033806
465.5,-0.000008,-0.000243,-0.00364,-0.000605,0.001079,0.000277,-0.00075,0.000486,-0.000187,-0.001154,0.000775,-0.002472,0.003833,0.000554,-0.001835,0.00085,0.00034,-0.001059,0.001166,0.000781,0.033963
465,0.000409,-0.000133,-0.003813,-0.000634,0.000922,0.000439,0.000055,0.001014,-0.000081,-0.001942,0.000387,-0.001994,0.004364,-0.000105,-0.002804,0.001648,0.000734,-0.00115,0.000807,0.000544,0.033803
464.5,0.00061,-0.000027,-0.003345,-0.000535,0.001119,0.000672,-0.000236,0.000433,-0.000641,-0.00153,0.000339,-0.002599,0.004298,0.000379,-0.002573,0.001133,0.000486,-0.001051,0.000832,0.000598,0.033939
464,0.000231,-0.000071,-0.003702,-0.001065,0.00048,0.000529,-0.00089,0.000746,-0.000058,-0.001521,0.000473,-0.002016,0.003812,0.000357,-0.002314,0.000716,0.000281,-0.001295,0.000539,-0.000106,0.034014
463.5,0.000289,-0.00003,-0.003726,-0.000532,0.000557,0.000748,-0.000295,0.00042,0.000083,-0.001399,0.000734,-0.002555,0.003618,0.000618,-0.001893,0.001325,0.000797,-0.001204,0.00048,-0.00019,0.033414
463,0.000176,-0.000271,-0.00348,-0.001103,0.000485,0.000223,-0.000159,0.000071,-0.001072,-0.001468,0.000346,-0.002511,0.004098,0.000179,-0.002767,0.001516,0.000768,-0.000842,0.000601,0.000432,0.034362
462.5,-0.000543,-0.00043,-0.004135,-0.000542,0.001008,0.000981,-0.000039,0.000888,-0.000216,-0.000752,0.000428,-0.002467,0.00355,-0.000005,-0.002631,0.000951,0.00043,-0.001039,0.000951,0.000828,0.034519
462,-0.000371,-0.000003,-0.003806,-0.000926,0.000884,0.000504,-0.000388,0.000806,0.000401,-0.001106,0.000461,-0.002441,0.003594,0.000401,-0.002521,0.001429,0.000426,-0.000855,0.000956,0.000746,0.03418
461.5,0.00016,-0.000496,-0.003798,-0.000894,0.000496,0.000538,-0.000171,0.000692,-0.000064,-0.001405,0.000422,-0.002276,0.003865,0.000052,-0.002197,0.001138,0.000278,-0.000983,0.00103,0.000676,0.034244
