Wavelength (nm),Blank1,F503,F502,F510,F511,F506,F507,F518,F519,F514,F515,F521,F520,F517,F516
637.5,-0.001178,-0.001043,-0.003337,-0.000454,0.002874,0.006288,-0.000362,-0.000932,-0.001139,0.000972,0.000787,0.00038,-0.000359,-0.000578,-0.000683
637,-0.000938,-0.001355,-0.002059,-0.001398,0.002728,0.002966,0.001332,0.000464,0.000607,0.000272,-0.000531,0.000428,-0.00059,0.000477,0.002141
636.5,0.001658,0.000104,-0.000389,-0.00161,0.001897,0.004839,-0.000037,-0.001142,-0.000422,0.000294,0.000207,-0.00152,-0.001315,0.000043,0.001162
636,-0.001191,0.001753,-0.001153,0.000274,0.0026,0.003852,-0.000089,0.000335,-0.000065,-0.000159,-0.001578,0.00088,-0.000367,0.000266,-0.000545
635.5,0.000248,0.001759,-0.001127,-0.001543,0.003149,0.004882,0.000593,0.000355,0.000668,0.001231,-0.000545,0.000812,0.000093,0.001595,0.002741
635,0.000451,0.000251,0.000258,-0.001935,0.003083,0.002905,-0.001514,-0.001412,-0.000525,-0.000586,-0.000632,-0.000743,-0.001478,-0.00016,0.001562
634.5,-0.000393,-0.000419,0.000141,-0.001584,0.003038,0.003131,-0.000996,-0.000965,-0.001681,0.000429,-0.001076,0.000865,0.0015,-0.000047,0.000416
634,0.000315,-0.000185,0.000209,-0.000473,0.003207,0.003002,-0.002258,0.000303,0.001547,0.000062,0,0.001529,0.00071,0.000851,0.002227
633.5,0.000185,0.000591,-0.001469,-0.000177,0.001777,0.002224,-0.000124,-0.001504,-0.001076,-0.000593,-0.000832,0.000649,0.000461,-0.000105,0.001007
633,-0.001711,-0.000916,-0.000399,-0.002181,0.00164,0.003754,0.000322,0.001169,0.00202,-0.000314,-0.000399,-0.000687,-0.000353,-0.000381,0.000807
632.5,-0.000501,0.00024,0.000338,-0.000658,0.003089,0.002529,-0.000552,0.000687,0.000326,0.000322,-0.000779,-0.001273,0.000846,0.00017,0.002127
632,0.000556,-0.000821,0.000295,-0.002669,0.002081,0.003746,0.000138,-0.001134,0.000111,-0.000352,-0.001021,-0.000238,0.000169,-0.001251,-0.000996
631.5,0.001375,0.000729,-0.000383,-0.000387,0.003462,0.004946,0.000255,-0.000408,-0.002027,-0.000748,0.001073,0.000535,-0.000172,-0.001258,0.000427
631,0.00282,0.002851,-0.000778,-0.000141,0.002891,0.003181,0.000144,0.000228,-0.001643,0.000712,-0.000191,-0.000965,-0.000878,-0.000993,-0.000853
630.5,-0.00149,-0.000865,-0.000144,0.001284,0.004706,0.003124,-0.000673,0.000057,-0.000563,-0.00233,-0.001428,-0.000597,0.000413,-0.001271,-0.001236
630,0.001128,0.001306,-0.000884,-0.000923,0.002453,0.00421,0.000926,0.000075,0.00027,-0.000142,0.000027,-0.000342,0.000714,-0.000464,-0.000185
629.5,0.000619,0.001073,0.000227,-0.001636,0.002747,0.005301,0.002121,-0.001021,-0.003495,0.001485,0.000003,-0.00023,-0.000444,-0.000226,0.001882
629,0.000979,0.001109,0.000669,-0.000976,0.001553,0.005598,0.000605,0.000072,-0.000542,0.00197,0.002386,-0.001954,-0.001496,-0.000551,0.000995
628.5,0.000927,0.00068,0.000446,-0.001415,0.002765,0.005241,0.000608,-0.000973,0.000353,-0.001029,-0.000018,-0.001124,0.000066,-0.00092,0.000526
628,-0.000788,0,0.000319,0.000651,0.00325,0.003901,0.000424,-0.001304,-0.00083,-0.000593,-0.000628,-0.000268,-0.001087,-0.000502,-0.000106
627.5,0.001541,0.000475,0.000118,-0.000897,0.002806,0.005013,0.000314,0.001688,-0.001173,0.000169,-0.000243,0.001337,0.000001,-0.001033,0.001103
627,0.00211,0.001307,-0.000626,-0.000114,0.003333,0.003905,-0.000475,0.002254,-0.000297,0.001385,0.000819,-0.000995,-0.000482,-0.001034,0.000416
626.5,-0.001125,-0.00127,-0.001315,-0.001242,0.002982,0.004824,0.001006,-0.000786,-0.001552,0.00067,0.000584,0.000077,0.001418,0.000054,0.002256
626,0.000146,0.000973,0.000437,-0.001869,0.002123,0.004552,0.000781,0.000933,-0.000513,0.002087,0.001175,-0.000535,0.000384,-0.000757,0.000015
625.5,0.00009,-0.000306,-0.000339,-0.002246,0.002167,0.004198,-0.000067,0.000253,-0.00045,0.000041,-0.000391,0.000658,-0.000114,0.000142,0.000889
625,0.000093,-0.000403,-0.001199,0.000666,0.003063,0.003992,-0.000116,0.000002,0.000124,0.000282,0.000586,-0.000024,0.000516,-0.00069,0.001369
624.5,0.000448,-0.001192,-0.000563,0.00071,0.002952,0.003217,-0.001457,-0.000408,-0.001749,0.001408,0.000331,-0.002463,-0.001505,-0.001369,0.001257
624,0.0013,0.000841,0.000584,-0.00125,0.003213,0.005014,-0.001349,0.000987,0.000227,0.000571,-0.001264,0.001728,0.001185,-0.002505,-0.001794
623.5,0.000601,0.000061,-0.001389,-0.001338,0.002808,0.002785,0.000254,0.000283,-0.001347,0.00073,0.001645,0.000813,-0.000046,0.001178,0.002406
623,0.00021,-0.000088,-0.00037,0.00028,0.004041,0.002066,-0.000189,-0.001268,-0.001148,-0.000438,-0.001039,0.000678,-0.000036,0.00018,0.000721
622.5,0.000493,-0.000136,-0.001599,-0.000425,0.002022,0.004007,-0.00066,0.000978,-0.000396,0.000179,0.000275,0.000567,0.00157,-0.001142,-0.000116
622,0.000554,-0.00058,0.001171,-0.000395,0.002617,0.004138,0.000707,0.001284,-0.000888,0.000742,-0.000796,0.000911,0.000003,-0.002324,-0.00053
621.5,0.003597,0.001987,0.000157,-0.000423,0.005747,0.002023,-0.00256,-0.000809,0.000046,-0.00042,0.000563,0.000229,-0.001128,-0.000992,-0.001621
621,-0.000602,0.000275,-0.001018,-0.000417,0.003562,0.005556,-0.000597,-0.000135,0.000614,-0.000226,-0.000929,0.000501,-0.000098,-0.000489,0.00012
620.5,0.000853,-0.001095,-0.001764,-0.000757,0.003206,0.00161,-0.001822,0.000499,0.001663,0.001092,-0.000981,-0.001356,-0.000433,0,0.001166
620,0.000316,-0.000294,-0.000724,-0.001599,0.001458,0.00546,0.001748,0.000383,0.000611,0.000431,-0.000201,0.000881,0.000159,0.001054,0.002902
619.5,0.001247,0.0018,-0.000537,-0.001604,0.002312,0.002159,-0.002861,0.000278,-0.001507,-0.001669,-0.001642,-0.000859,0.000188,-0.000319,0.00138
619,0.000283,-0.000803,-0.00019,0.000528,0.003506,0.003438,-0.000381,0.000064,-0.000629,-0.000342,0.000622,0.000757,0.000939,-0.000754,0.000509
618.5,-0.00006,0.000244,0.00063,0.000928,0.004342,0.004053,0.000787,-0.000498,-0.001065,0.000205,0.000373,0.000421,0.000044,-0.001217,0.00035
618,0.001569,0.001437,-0.001038,-0.001473,0.002073,0.002657,-0.000815,-0.000814,-0.001579,0.000735,0.001506,0.000964,0.000149,-0.000596,0.000203
617.5,-0.000105,0.000351,0.000334,-0.00088,0.001327,0.003554,0.000684,-0.000998,-0.001668,-0.000905,-0.000041,0.000232,0.000909,0.000336,0.002388
617,0.000671,0.00059,-0.002098,-0.001574,0.002271,0.003231,-0.000791,-0.00087,-0.001779,0.000267,-0.000009,0.000927,0.000276,0.00104,0.001863
616.5,0.000235,0.000503,-0.000177,-0.002263,0.001458,0.004012,0.001197,-0.000115,-0.001348,-0.000369,-0.001149,-0.000308,-0.000312,-0.000353,0.001059
616,-0.000443,0.000434,-0.001437,-0.001387,0.002039,0.00485,0.000897,0.000125,-0.000841,-0.001425,-0.002057,-0.000123,0.000653,0.000049,0.000867
615.5,-0.001543,-0.001057,0.000509,-0.001287,0.001787,0.002743,-0.000452,-0.000885,-0.000593,-0.00095,-0.000527,-0.000392,0.001408,-0.001015,0.000283
615,-0.002701,-0.000583,-0.000813,-0.001186,0.002914,0.004349,-0.000826,0.000778,-0.000737,0.001115,-0.000331,-0.000538,-0.000671,-0.00101,0.00021
614.5,-0.000354,-0.000989,-0.0009,-0.000604,0.002597,0.003979,-0.000204,0.000934,-0.000949,0.000047,0.001424,0.000627,0.000086,-0.000482,0.001454
614,0.000618,0.001223,-0.002569,-0.000539,0.002929,0.003983,0.000964,-0.001214,-0.001516,0.000396,0.000019,0.000859,0.000688,-0.000555,0.000818
613.5,-0.000626,0.000806,-0.000923,-0.000828,0.002757,0.003881,0.000998,-0.000292,-0.000249,0.00046,-0.00033,0.000463,-0.000194,0.000364,0.001424
613,-0.000227,0.000833,-0.001483,-0.000713,0.003119,0.003035,-0.000947,-0.000603,-0.000177,0.001169,0.001851,0.000819,0.000089,-0.000659,-0.000571
612.5,0.000581,-0.000411,-0.00062,-0.000149,0.003157,0.002233,-0.00198,-0.000406,-0.000453,0.000016,-0.000749,0.000581,0.000279,-0.001342,0.001133
612,-0.001501,-0.000167,0.001584,-0.001788,0.001802,0.004349,-0.000801,0.000664,0.000104,0.000572,-0.000387,0.000302,0.001453,-0.000979,-0.000046
611.5,0.000932,0.000269,-0.001671,-0.000512,0.002101,0.003975,0.000576,0.000071,-0.000341,-0.000668,0.000218,0.000234,0.000602,-0.000709,0.000471
611,0.000478,0.001274,0.000382,-0.000124,0.002329,0.003341,-0.000039,-0.00151,-0.000616,-0.00092,-0.000809,0.000641,-0.000175,-0.000017,0.000033
610.5,0.000456,-0.000006,0.000367,-0.001202,0.001902,0.004259,0.001217,-0.000126,0.000191,-0.000176,-0.000229,0.000431,0.001517,0.000122,0.000966
610,0.00115,0.000603,-0.001388,-0.001195,0.002224,0.003716,0.00021,-0.000048,0.000038,0.000006,0.00053,0.000857,0.000365,-0.000306,0.001332
609.5,0.00018,0.000079,-0.000002,-0.001096,0.001532,0.004097,0.000783,-0.000866,-0.001911,0.001679,0.000786,0.00134,0.00032,0.000487,0.001125
609,0.000962,0.000131,-0.000032,-0.000329,0.00344,0.002804,-0.001509,0.000836,0.000587,0.000833,0.000171,0.00052,0.000235,-0.001299,0.000394
608.5,0.00016,0.000162,-0.000748,-0.00026,0.002768,0.003761,-0.000053,0.001258,0.000686,0.000632,-0.000384,0.000161,0.00156,-0.001007,0.001547
608,0.000722,0.001004,-0.000677,-0.001516,0.002675,0.003929,-0.000057,0.000222,-0.000524,0.000212,-0.000774,0.000347,-0.000734,0.000357,0.000059
607.5,-0.000415,-0.001032,-0.000307,-0.001304,0.001762,0.003427,0.001521,-0.00037,-0.000316,0.000098,-0.001496,0.001111,0.000704,-0.00002,0.001053
607,-0.000018,0.000229,0.000163,-0.002718,0.003102,0.004361,-0.000529,-0.000788,-0.000499,-0.000035,-0.000126,-0.000355,-0.000422,-0.000245,0.001414
606.5,-0.000301,0.000368,0.000404,-0.001847,0.002049,0.002531,-0.000078,0.000573,-0.000075,-0.000017,-0.000633,0.000583,-0.000045,0.00019,0.001085
606,0.000312,0.000723,-0.000608,-0.001085,0.002574,0.003936,-0.001252,0.001421,-0.000357,0.000621,0.000064,-0.000808,-0.000059,-0.000603,0.002039
605.5,0.000323,0.000659,-0.000677,-0.001292,0.002765,0.003811,-0.000516,0.001194,-0.000713,-0.000245,0.000168,0.000392,-0.000598,-0.00032,0.001035
605,-0.000596,-0.000225,-0.000228,-0.000504,0.003353,0.004027,-0.000055,-0.000185,-0.000984,0.001113,0.000419,0.000867,0.000052,-0.000691,0.000365
604.5,-0.000472,0.000011,0.00012,-0.001262,0.00236,0.003144,-0.000407,0.0006,-0.000555,-0.000465,-0.000578,0.000299,0.000492,0.00017,0.0011
604,-0.000086,0.000106,0.000453,-0.000611,0.002762,0.004451,0.000361,0.000078,-0.000398,0.000022,-0.000351,0.000098,-0.00018,0.000117,0.000961
603.5,-0.000148,0.000691,0.000146,-0.001081,0.002501,0.002882,-0.000275,-0.000016,-0.000567,0.000754,0.001036,-0.000089,0.000379,0.000345,0.001769
603,-0.000852,0.000068,0.000316,-0.000359,0.002454,0.003375,0.000082,0.00058,-0.000505,-0.000093,-0.00032,-0.000278,0.000095,-0.001085,0.001047
602.5,0.000532,0.000708,-0.000818,-0.001589,0.001582,0.003519,-0.000217,-0.000165,-0.000639,0.00001,-0.000092,0.000706,0.000081,0.000284,-0.000254
602,-0.000319,0.000754,-0.000473,-0.001553,0.002805,0.0041,0.000005,-0.00064,-0.001106,0.001293,0.000667,0.001833,0.001349,-0.00134,0.000911
601.5,0.000617,0.000575,-0.000768,-0.000806,0.001982,0.002817,-0.001317,-0.000657,-0.001268,-0.000131,-0.00007,0.001541,0.000316,-0.000579,-0.000569
601,0.000003,0.00069,-0.000904,-0.001046,0.002068,0.003998,0.00034,0.00037,-0.000908,0.000477,0.000631,-0.000196,-0.000641,-0.000414,0.001345
600.5,-0.001116,0.00002,-0.001332,-0.001834,0.001277,0.003326,0.000151,0.000299,-0.002194,0.000633,-0.000548,0.00053,0.00087,0.000897,0.002358
600,-0.00079,0.000475,-0.001243,-0.000966,0.002649,0.004638,0.001309,0.000488,-0.00031,-0.000321,-0.000248,-0.000017,-0.000344,0.000303,0.0003
599.5,0.000297,0.00099,-0.000393,-0.000907,0.003037,0.003169,-0.000601,0.000237,-0.001115,-0.000502,-0.001642,-0.000301,0.00001,-0.001352,0.00035
599,0.000399,0.001194,-0.001298,-0.000209,0.001891,0.003656,-0.000027,-0.000746,-0.00025,0.000414,-0.000422,0.000055,0.000394,0.000054,0.001727
598.5,-0.000365,-0.000035,-0.000778,-0.000451,0.002852,0.003649,-0.00063,-0.000573,0.000025,-0.000041,-0.000811,-0.000153,-0.000256,-0.000948,0.001064
598,0.000212,0.0003,-0.00031,-0.000481,0.003999,0.004763,0.000733,-0.000915,-0.001483,-0.000892,-0.001654,0.000231,0.00059,-0.000138,0.001167
597.5,0.000746,0.001336,0.000023,-0.001354,0.001843,0.003515,-0.000044,0.000115,-0.000374,0.000313,-0.000715,0.000382,-0.000369,0.000605,0.000885
597,0.000398,0.000434,0.000608,0.000083,0.002242,0.003606,0.000883,0.000611,-0.0008,0.000825,0.000696,0.001406,0.001559,-0.000229,0.001205
596.5,0.000022,0.000333,-0.001334,-0.000372,0.003889,0.003857,-0.000119,0.000443,-0.00041,0.000091,-0.000402,-0.000478,0.000355,0.000178,0.000799
596,-0.00016,0.000567,-0.001045,-0.001721,0.002068,0.003686,-0.00049,0.000398,0.000144,0.000688,0.000478,-0.000686,-0.000054,-0.000518,0.002015
595.5,0.001355,0.000866,-0.00034,-0.00087,0.003078,0.003355,-0.000134,-0.000066,-0.000816,0.000508,0.000731,0.000415,0.000681,-0.000521,0.000424
595,0.001069,0.001311,-0.000803,-0.001904,0.002468,0.004047,0.000566,-0.000451,-0.001647,0.00067,-0.000471,-0.000403,0.000267,0.000794,0.000822
594.5,-0.00071,-0.0012,-0.000945,-0.001069,0.003449,0.00436,0.00018,0.000186,-0.000327,0.001131,0.000554,-0.000025,-0.000412,-0.000657,0.000447
594,0.00071,0.000621,-0.00065,-0.001025,0.004142,0.005064,0.000165,-0.000653,-0.001105,0.001367,0.000324,-0.000238,-0.000812,-0.000167,0.001862
593.5,0.000201,0.000984,-0.001306,-0.001105,0.004025,0.002576,-0.001048,-0.000186,-0.001167,0.0008,-0.000553,0.000114,0.000383,-0.000152,0.001473
593,0.000569,0.00084,-0.000823,-0.001062,0.002821,0.004228,0.001127,-0.000275,-0.000224,-0.000492,-0.000146,-0.000244,-0.000325,-0.000774,0.000574
592.5,-0.00043,-0.000336,-0.001073,-0.001016,0.002942,0.004101,0.000159,0.000373,-0.001369,0.001865,-0.00013,0.000933,0.000723,-0.000131,0.000939
592,0.000519,0.001385,-0.000029,-0.000391,0.001774,0.004294,0.000201,-0.000366,-0.000652,-0.001077,0.00002,-0.000309,-0.000031,-0.000155,0.001151
591.5,-0.002042,-0.000684,-0.000106,-0.000572,0.002942,0.004289,-0.000008,-0.000556,-0.001416,-0.00034,-0.000088,-0.000402,-0.000273,-0.000488,0.000842
591,-0.001403,-0.00075,-0.00081,-0.001176,0.003173,0.004015,0.000686,0.000025,-0.000481,-0.000211,-0.000047,-0.000282,0.000172,-0.000699,0.001104
590.5,-0.000157,0.000328,-0.000904,0,0.004645,0.003662,0.000069,-0.000514,-0.000311,0.002088,0.001056,0.000865,-0.000289,0.000097,0.001091
590,0.000458,0.002014,-0.000394,-0.001222,0.002441,0.004323,0.000047,-0.000111,0.000273,-0.000814,-0.00068,-0.000297,-0.000341,0.000664,0.001802
589.5,-0.001242,0.000158,-0.001039,-0.002128,0.001797,0.004795,0.000615,0.001156,0.000232,0.000973,0.000567,0.001144,0.000751,0.000279,0.001602
589,0.000376,0.000775,-0.000589,-0.000938,0.003421,0.003225,-0.000408,-0.000604,-0.000157,-0.000904,-0.001571,-0.000204,0.0011,-0.001125,-0.000042
588.5,0.000867,0.000329,-0.000767,-0.000548,0.003045,0.003616,-0.000497,-0.000613,-0.001024,0.00057,-0.000585,0.000361,0.000754,0.000101,0.001687
588,-0.000039,0.000339,-0.000183,0.000257,0.003679,0.002054,-0.001102,0.000246,-0.000258,-0.001264,-0.001168,0.000287,-0.000259,-0.000059,0.001534
587.5,0.00067,0.000732,-0.00104,-0.001423,0.002986,0.004252,0.000437,0.000173,0.000146,-0.000181,-0.001057,0.000285,0.00092,-0.000442,0.001507
587,-0.000902,-0.000605,-0.001035,-0.000439,0.00326,0.003489,-0.000103,-0.000559,-0.000524,0.001127,-0.000476,0.001282,0.000624,0.000262,0.001191
586.5,-0.00083,-0.00115,-0.000247,-0.000264,0.003536,0.002701,-0.0016,-0.001501,-0.001137,-0.000512,-0.000976,-0.000379,0.000918,-0.000536,-0.000126
586,0.000707,0.000993,-0.001247,0.000635,0.002584,0.003622,-0.000637,-0.000101,-0.000782,-0.001233,-0.001678,-0.000063,0.000159,-0.001076,0.001094
585.5,0,-0.001421,-0.00063,-0.000191,0.001923,0.004243,0.000725,0.000174,-0.000601,-0.000696,-0.000487,0.000482,0.00098,-0.000144,0.001264
585,-0.000108,-0.000058,-0.001097,-0.001044,0.002848,0.005249,0.000541,0.000397,-0.00204,0.000187,0.000139,0.000579,-0.000412,-0.000554,0.000317
584.5,-0.000521,-0.000146,0.001197,-0.000834,0.004102,0.00324,-0.000134,0.000269,-0.00085,0.000499,0.000203,0.000753,-0.000683,-0.000855,0.000519
584,0.000589,-0.000497,0.001161,-0.000528,0.00346,0.001955,-0.000482,-0.000428,-0.000618,0.000133,0.000114,0.002141,0.000586,-0.000796,0.000437
583.5,0.00084,-0.000928,0.000455,-0.00004,0.002389,0.003822,0.001065,-0.000194,-0.000769,0.000418,-0.000843,0.000961,0.001202,0.000072,0.000843
583,-0.000532,-0.000257,0.000197,-0.001463,0.002015,0.002095,0.000151,-0.000231,-0.001165,-0.00045,-0.001624,0.000322,0.000595,-0.001675,0.000889
582.5,0.000033,0.001702,0.000574,-0.001034,0.002795,0.004956,0.000298,-0.000725,-0.000962,0.001245,0.000366,-0.000521,0.000162,-0.000022,0.000865
582,0.000795,0.000338,0.000113,-0.001165,0.002794,0.003973,-0.000298,-0.002263,-0.002149,-0.000801,0.000524,-0.000986,0.000399,-0.000562,0.00098
581.5,-0.000645,-0.00015,-0.001345,-0.000806,0.002446,0.005536,0.000219,-0.000769,-0.000065,0.000623,-0.001379,-0.000225,0.000272,-0.000777,0.001268
581,0.000606,0.001362,-0.000714,0.00023,0.003069,0.004099,0.000503,0.000142,-0.000481,0.001271,0.000606,0.000541,-0.000673,0.00015,0.000512
580.5,0.000008,-0.001092,-0.000011,-0.000095,0.001813,0.004733,-0.000517,0.000426,0.000052,-0.000252,-0.001605,-0.000439,0.000476,0.000003,0.001343
580,0.000458,-0.000385,-0.000201,-0.00107,0.00175,0.003065,-0.000398,0.000989,-0.000391,0.001425,0.000081,0.002144,0.001048,-0.000698,0.00052
579.5,-0.000679,0.000522,-0.000139,-0.002025,0.002296,0.002669,-0.001488,-0.000217,-0.001252,-0.000177,-0.001366,-0.000685,0.000509,0.000512,0.000334
579,0.000059,0.000303,-0.001103,-0.001134,0.002407,0.003998,0.000089,0.000377,-0.000203,-0.001091,0.000357,-0.00028,0.00055,-0.001022,0.001154
578.5,0.00078,0.001164,0.000578,-0.000813,0.002757,0.004644,0.001223,0.000786,-0.000101,0.000092,-0.000685,0.000862,0.000166,-0.001492,0.000874
578,0.000753,0.000984,-0.00119,-0.001222,0.001886,0.004318,0.000195,0.00006,-0.000136,0.000404,0.000714,0.000286,-0.000007,0.001148,0.001849
577.5,-0.0014,-0.000841,-0.000032,-0.001084,0.00198,0.003651,0.000468,0.000043,-0.000676,0.000733,-0.00132,-0.000332,-0.000693,-0.000358,0.001927
577,0.001151,0.000763,-0.000609,-0.000264,0.002496,0.003622,-0.000744,-0.001113,-0.000816,-0.000389,-0.000296,-0.00018,-0.000153,-0.00096,0.000386
576.5,0.000075,-0.000004,-0.000199,-0.001976,0.002181,0.004008,0.000685,0.000176,0.000214,0.000567,-0.000075,0.000595,0.000264,0.000465,0.000915
576,0.000453,0.001432,-0.001329,0.000407,0.003304,0.003473,0.000042,-0.000694,-0.000778,-0.0005,-0.000746,-0.000917,-0.000698,0.000157,0.001825
575.5,-0.00019,-0.000339,-0.00119,-0.001704,0.002048,0.00364,0.000119,0.000491,-0.001332,0.000232,-0.000148,0.0005,0.000482,0.000171,0.000835
575,-0.000119,0.001395,-0.001038,-0.000424,0.002633,0.004428,0.000964,0.000348,-0.000593,0.00138,0.00036,-0.000666,-0.000352,-0.001125,0.000394
574.5,0.000132,0.000497,-0.000568,-0.000379,0.002319,0.004891,0.0004,-0.000123,-0.000926,0.00018,0.000136,0.000288,-0.000774,0.000663,0.001514
574,-0.000328,-0.000759,-0.001327,-0.002017,0.002831,0.004706,-0.000113,0.000289,-0.001417,0.000132,-0.000379,0.000549,0.000061,-0.001102,0.000181
573.5,0.000096,0.001095,-0.001265,-0.001528,0.003046,0.003364,-0.000347,-0.000233,-0.00111,-0.000249,0.000313,0.00005,0.000586,-0.001565,0.001707
573,0.00056,0.000706,-0.0005,-0.00031,0.002614,0.004168,-0.000351,0.000174,-0.000909,-0.000085,-0.000004,0.000609,-0.000321,0.000181,0.001976
572.5,-0.000272,-0.000544,-0.001124,0.000377,0.002986,0.005515,-0.000047,-0.000257,0.000061,0.000102,-0.000408,-0.000288,-0.000376,-0.000315,0.000781
572,-0.000878,-0.000033,-0.000338,-0.001939,0.001804,0.003307,-0.000357,0.000413,0.000289,0.000353,-0.000173,0.000113,0.000125,0.000046,0.000767
571.5,-0.000014,0.000784,0.000066,-0.001406,0.002665,0.004144,-0.000016,0.000287,-0.001442,-0.000299,-0.000896,-0.000006,0.000284,0.000612,0.001497
571,-0.000198,0.001459,-0.000763,-0.001053,0.002907,0.004177,-0.000033,-0.000823,-0.001775,0.000885,0.000289,-0.000797,0.000031,0.0003,0.001188
570.5,-0.000651,0.001315,-0.00047,-0.001559,0.003151,0.004231,-0.000063,-0.000478,-0.001076,-0.00035,-0.000358,-0.000536,-0.000224,-0.00092,0.000596
570,-0.000743,-0.000331,-0.000494,-0.00106,0.003374,0.004584,0.000622,0.000087,-0.001509,-0.000173,-0.00158,0.000638,0.001652,-0.000259,0.001127
569.5,0.000973,0.00067,0.000257,-0.000408,0.002973,0.003603,-0.000806,-0.000796,-0.000957,-0.000233,-0.00074,0.000628,0.0004,0.000263,0.001717
569,-0.000394,-0.000446,0.000263,-0.000656,0.004002,0.003942,-0.000238,-0.000872,-0.001237,-0.00114,0.000024,0.00034,0.000653,-0.000919,0.001168
568.5,0.000348,-0.000044,0.001111,-0.001388,0.002853,0.004328,0.000578,0.000109,-0.000956,0.00082,-0.000126,-0.000918,-0.000361,0.000183,0.000421
568,0.001184,0.000317,0.000036,-0.00038,0.003216,0.003348,-0.001629,0.000576,-0.001718,0.000174,-0.000318,0.000279,-0.000874,-0.000318,0.001144
567.5,0.000009,-0.000749,-0.000581,-0.000391,0.003065,0.004521,0.000152,-0.000197,-0.001392,0.000391,-0.000554,0.001001,0.00136,-0.000451,-0.000248
567,-0.000259,-0.000102,-0.001596,-0.000459,0.003299,0.00403,0.000124,-0.000487,-0.001493,-0.000506,-0.001545,0.000763,0.000381,-0.001014,0.000854
566.5,0.000217,0.000019,-0.000536,-0.000885,0.002797,0.004804,-0.000074,0.000487,-0.001313,-0.00056,-0.000101,0.001196,0.000554,-0.000726,0.00051
566,-0.000229,0.000052,-0.000417,-0.000513,0.003408,0.00484,0.000454,0.000635,-0.000223,0.000584,0.000354,-0.000467,-0.000005,0.000052,0.000727
565.5,-0.000478,0.000883,-0.000088,-0.000297,0.004059,0.003361,0.000318,-0.001076,-0.000417,-0.000399,-0.000398,-0.000164,0.000642,0.00076,0.000493
565,0.000456,0.000856,-0.00143,0.000339,0.002881,0.003853,-0.000448,0.000422,-0.000794,-0.000206,-0.000428,-0.000263,0.000385,-0.000239,0.00064
564.5,-0.000702,0.001041,-0.001965,-0.001536,0.002612,0.003223,-0.00078,0.00087,-0.000845,-0.000273,-0.001079,-0.00015,-0.000246,-0.000733,0.000054
564,0.000805,0.000537,0.000233,-0.000879,0.003298,0.003961,-0.000307,-0.000173,-0.000812,0.000594,-0.000753,0.000241,0.001077,0.000067,0.000326
563.5,0.000895,0.000753,-0.000406,-0.00078,0.001945,0.003074,-0.000961,0.000446,0.000697,-0.000691,-0.000802,0.000628,0.000503,-0.00094,-0.000309
563,-0.000673,0.000582,-0.001005,-0.000295,0.00322,0.004237,-0.00011,-0.001986,-0.001753,-0.000032,-0.00035,0.001151,0.000335,-0.000378,0.002251
562.5,-0.000051,0.000343,-0.00062,-0.000616,0.00236,0.00342,-0.000699,0.000041,-0.000325,0.000438,-0.000751,0.000259,0.000147,0.000013,0.001439
562,-0.000723,-0.000364,-0.001755,-0.001366,0.00292,0.002702,-0.00005,0.000272,-0.000117,0.001257,0.000567,0.000902,0.000443,-0.001576,-0.000892
561.5,0.000545,0.000178,-0.000575,-0.000039,0.002894,0.004372,0.000502,0.000608,-0.000721,0.000389,-0.000776,0.001253,0.000624,0.000312,0.001915
561,0.001094,0.001527,0.000082,-0.001225,0.003366,0.00399,-0.000294,0.001603,0.000377,-0.001163,-0.000354,0.001111,0.000442,0.000206,0.000532
560.5,-0.000334,0.000969,-0.001086,-0.000278,0.002582,0.003447,-0.000765,-0.000391,-0.001063,-0.00071,-0.000396,-0.000196,0.001139,-0.000219,0.001292
560,0.001074,0.001028,-0.000573,-0.00076,0.0021,0.00428,0.000453,-0.000052,-0.000775,0.000723,0.001026,0.000634,0.000492,-0.002385,-0.000858
559.5,0.000686,0.000262,-0.000296,-0.000883,0.002254,0.004745,0.000746,0.00052,-0.001085,0.000677,-0.000007,0.001257,-0.0005,0.001314,0.00163
559,0.000116,-0.000193,0.000158,-0.000409,0.002534,0.004188,0.000376,0.000069,-0.000357,0.000397,-0.000646,0.000034,0.001155,-0.000506,0.000282
558.5,0.000859,0.000672,-0.000575,-0.000968,0.002576,0.004301,0.00115,-0.000809,-0.001501,0.001863,0.000816,0.000614,0.000115,0.000341,0.000662
558,0.000828,0.001146,-0.000029,0.000708,0.00397,0.003937,-0.000081,-0.000882,0.000776,0.00037,0.000537,-0.000975,-0.00066,0.000236,0.001892
557.5,-0.000747,0.000007,-0.00143,-0.000696,0.00274,0.004174,-0.00036,-0.000631,-0.001396,0.000041,-0.000927,0.001541,0.000833,-0.000996,-0.000109
557,-0.000894,-0.000705,-0.000397,-0.000766,0.002688,0.003858,-0.00106,-0.000418,-0.000234,-0.000184,-0.000967,0.001248,0.000435,-0.000761,0.001665
556.5,-0.000324,0.000104,-0.001226,-0.00077,0.002804,0.002903,-0.000932,0.000083,-0.000242,0.000602,-0.000775,0.001419,0.001195,0.000106,0.000981
556,-0.000021,0.000591,0.000491,-0.001815,0.002085,0.004509,0.000658,-0.001009,-0.001692,0.00046,-0.000906,0.000479,0.000771,0.000859,0.001862
