Wavelength (nm),Blank1,F503,F502,F510,F511,F506,F507,F518,F519,F514,F515,F521,F520,F517,F516
305.5,0.000259,0.002788,0.000277,-0.000108,0.011352,0.009634,0.001646,0.001538,0.000748,0.000177,0.00042,0.003221,0.002962,0.001713,0.003285
305,0.000502,0.003122,-0.000249,0.000356,0.01095,0.009788,0.00215,0.001222,0.000618,0.001128,0.000658,0.00376,0.003316,0.001817,0.002716
304.5,0.000065,0.003096,0.000188,-0.000453,0.009943,0.00808,0.002014,0.001735,0.000994,0.000561,0.000874,0.00293,0.002637,0.001992,0.003792
304,0.000048,0.003416,0.000244,0.000975,0.012116,0.00848,0.00151,0.000675,0.000155,0.001247,0.000591,0.004111,0.002483,0.002489,0.003877
303.5,-0.000277,0.002833,0.000468,0.000454,0.01041,0.009321,0.001511,0.000363,0.000417,0.001347,0.001124,0.003371,0.003069,0.001609,0.003813
303,-0.000472,0.002552,0.000705,0.000558,0.009946,0.00877,0.001475,0.001156,0.001119,0.002519,0.000694,0.003313,0.002749,0.001787,0.003489
302.5,-0.000006,0.003123,-0.000092,-0.000211,0.010157,0.008222,0.001031,0.001086,0.001071,0.000552,0.000978,0.003185,0.002751,0.001736,0.003263
302,0.000572,0.002911,-0.000767,-0.000229,0.011123,0.009393,0.002351,0.002264,0.001664,0.000868,0.000655,0.003595,0.002987,0.002166,0.003502
301.5,-0.000281,0.002624,-0.000476,0.000378,0.011084,0.009312,0.001848,0.001615,0.001013,0.001611,0.001745,0.003696,0.003481,0.002529,0.004134
301,-0.0006,0.002271,0.000306,0.000635,0.01178,0.010104,0.002103,0.000734,0.00012,0.000297,0.000859,0.003393,0.00297,0.004055,0.004656
300.5,-0.000485,0.002307,0.000399,0.000783,0.011579,0.009898,0.002162,0.000338,0.000397,0.000794,0.000749,0.003554,0.002629,0.001609,0.002914
300,0.000623,0.003264,0.000783,0.000447,0.010799,0.009751,0.002575,0.002299,0.002135,0.001625,0.001412,0.003478,0.003077,0.003059,0.00373
299.5,-0.000543,0.002894,0.000566,0.001017,0.011828,0.010849,0.002209,0.001442,0.001152,0.000492,0.001089,0.003367,0.002721,0.002192,0.003675
299,0.000093,0.003514,0.000788,0.000081,0.01162,0.009859,0.001941,0.001317,0.001496,0.000445,0.001006,0.003807,0.002978,0.00274,0.004619
298.5,-0.000874,0.002925,0.001512,0.000762,0.012752,0.009494,0.002628,0.000862,0.00076,0.001914,0.000689,0.005004,0.003496,0.003001,0.004239
298,0.000222,0.003717,0.000194,0.000418,0.013106,0.010794,0.002567,0.000599,-0.000006,0.000745,0.001083,0.003315,0.002572,0.003357,0.004031
297.5,-0.000635,0.002752,0.000005,0.000888,0.012246,0.010339,0.001247,0.001368,0.00057,0.000368,0.00026,0.003938,0.002496,0.002957,0.004465
297,-0.00058,0.003403,0.000676,0.001501,0.013295,0.009406,0.002092,0.001001,0.000732,0.001402,0.000256,0.004026,0.00297,0.002136,0.00359
296.5,-0.0002,0.003277,0.00028,0.000926,0.012612,0.009689,0.001847,0.003248,0.002405,0.001906,0.001322,0.00369,0.002963,0.002767,0.004842
296,-0.000195,0.00296,0.000968,0.001354,0.013039,0.009893,0.001315,0.001347,0.001363,0.001827,0.00144,0.003295,0.003235,0.001648,0.002867
295.5,-0.000294,0.00272,0.000018,0.001623,0.014091,0.008947,0.002587,0.00148,0.000599,0.001458,0.001241,0.004457,0.00366,0.002313,0.003404
295,0.000106,0.003878,-0.000159,0.001664,0.013291,0.010715,0.002661,0.002812,0.002269,0.00075,0.000759,0.003197,0.003126,0.00206,0.003996
294.5,-0.000732,0.002323,0.000538,0.000788,0.01264,0.009759,0.001779,0.001441,0.000692,-0.00048,-0.000851,0.004682,0.003485,0.002873,0.00421
294,-0.000001,0.003363,0.000591,0.002021,0.012861,0.010717,0.002493,0.001737,0.000884,0.001067,0.000753,0.004386,0.002965,0.003231,0.004243
293.5,0.001264,0.003981,0.000594,0.000352,0.013028,0.010684,0.002254,0.00142,0.000924,0.001592,0.001406,0.00407,0.003554,0.001638,0.00335
293,-0.000449,0.004097,0.001661,0.001057,0.013281,0.01104,0.002759,0.002066,0.0021,0.001607,0.001787,0.00488,0.002874,0.002719,0.004081
292.5,-0.000091,0.003582,-0.000576,0.000538,0.012923,0.010305,0.002288,0.0018,0.000458,0.00086,0.001704,0.005364,0.004334,0.00276,0.004101
292,-0.000542,0.004366,0.000272,0.00069,0.013557,0.010932,0.003424,0.001738,0.002854,0.001821,-0.000044,0.005541,0.003717,0.001973,0.004105
291.5,0.00048,0.004351,0.00107,0.000406,0.014076,0.011534,0.003488,0.002091,0.001294,0.000588,0.001573,0.005961,0.005375,0.001605,0.003413
291,-0.000328,0.002892,0.000455,0.001091,0.013612,0.011257,0.003593,0.001546,0.000053,0.00027,0.000977,0.004531,0.003286,0.002629,0.005007
290.5,-0.000355,0.003693,0.000422,0.001183,0.014285,0.011087,0.002957,0.001974,0.001784,0.00075,0.001609,0.004537,0.003564,0.002163,0.004328
290,-0.000444,0.003902,0.000151,0.000664,0.014237,0.009642,0.002978,0.001715,0.001658,0.001677,0.001546,0.004709,0.003618,0.002713,0.005001
289.5,-0.000304,0.003266,0.000289,0.000797,0.014288,0.010478,0.003042,0.001705,0.001456,0.002528,0.001571,0.005275,0.003888,0.003008,0.00512
289,-0.000905,0.004176,0.000674,0.001032,0.015165,0.010779,0.002212,0.00235,0.002074,0.001782,0.001879,0.004854,0.004438,0.001599,0.005158
288.5,-0.00006,0.004994,0.000945,0.001455,0.014786,0.01079,0.003076,0.003243,0.003146,0.001836,0.001738,0.004579,0.003511,0.003319,0.005516
288,-0.001206,0.004333,-0.00092,0.001133,0.015345,0.009849,0.001514,0.002276,0.002134,0.001364,0.000569,0.00558,0.004191,0.004279,0.005567
287.5,-0.00014,0.004527,0.000598,0.001092,0.01527,0.012198,0.003431,0.001904,0.001675,0.000765,0.00164,0.006005,0.003568,0.003124,0.006164
287,0.000435,0.00414,0.000696,0.000463,0.016122,0.011167,0.002517,0.00196,0.001817,0.002053,0.002253,0.005705,0.00401,0.003104,0.005755
286.5,0.000556,0.005267,0.000186,0.002163,0.016018,0.010488,0.004063,0.002543,0.002171,0.002635,0.000668,0.006021,0.004927,0.003232,0.005545
286,0.000094,0.004943,-0.000647,0.001758,0.016074,0.011102,0.0032,0.002822,0.00196,0.001873,0.001716,0.004662,0.002767,0.002978,0.005267
285.5,0.000048,0.005147,0.00099,0.001935,0.016099,0.012745,0.004388,0.002607,0.001389,0.002323,0.001856,0.005445,0.004361,0.003493,0.005537
285,-0.0003,0.004994,0.000739,0.002501,0.016234,0.011741,0.003201,0.002101,0.00264,0.002308,0.003516,0.006767,0.004636,0.003938,0.006089
284.5,-0.000263,0.005067,0.000683,0.00255,0.017434,0.011184,0.003167,0.003315,0.002738,0.003436,0.001436,0.006628,0.004996,0.002349,0.005686
284,0.000446,0.005007,0.000581,0.001917,0.018094,0.011825,0.003198,0.001799,0.001843,0.002148,0.002452,0.007227,0.005745,0.002001,0.004607
283.5,0.000683,0.005441,0.001294,0.002211,0.01737,0.013351,0.003533,0.002196,0.001275,0.001751,0.001455,0.007067,0.004867,0.001898,0.005252
283,0.000327,0.00586,0.001453,0.002541,0.017899,0.012606,0.00636,0.004275,0.003679,0.001089,0.00102,0.007384,0.005585,0.003587,0.006652
282.5,-0.000615,0.004936,0.001848,0.001651,0.017947,0.011952,0.003556,0.002302,0.001993,0.002194,0.002175,0.006973,0.004888,0.004035,0.006162
282,-0.000408,0.00543,0.00156,0.002252,0.017876,0.012273,0.003458,0.003759,0.003031,0.002633,0.003374,0.007419,0.004744,0.004044,0.006648
281.5,-0.000377,0.004966,0.001492,0.001097,0.017985,0.011907,0.004157,0.003528,0.003599,0.002682,0.00302,0.006376,0.004717,0.003351,0.006741
281,-0.000332,0.006064,0.00162,0.001647,0.017401,0.012697,0.004382,0.004244,0.00402,0.003092,0.002945,0.007471,0.005027,0.003786,0.006688
280.5,-0.000477,0.004643,0.001633,0.002361,0.017593,0.013333,0.00484,0.004841,0.003924,0.001558,0.002325,0.007394,0.005241,0.003736,0.006935
280,0.000821,0.006053,0.001732,0.003509,0.017653,0.012942,0.003796,0.003711,0.003511,0.002963,0.002779,0.007675,0.006229,0.003772,0.006909
279.5,-0.000308,0.005626,0.00201,0.003246,0.017839,0.012626,0.003784,0.003348,0.003682,0.003468,0.002819,0.006638,0.004078,0.003998,0.007281
279,0.00054,0.005529,0.002041,0.001783,0.016335,0.012345,0.004675,0.003449,0.004005,0.001932,0.002534,0.007006,0.003802,0.003599,0.007087
278.5,-0.001515,0.004884,0.001231,0.003704,0.019264,0.013828,0.005147,0.004192,0.004378,0.002721,0.002025,0.008104,0.006541,0.002315,0.005586
278,0.000339,0.006994,0.000436,0.003842,0.018329,0.015194,0.006385,0.003419,0.002685,0.004357,0.003339,0.007129,0.006221,0.004237,0.007736
277.5,-0.000246,0.005981,0.001533,0.003042,0.019629,0.013054,0.005212,0.004205,0.003922,0.003032,0.002397,0.007613,0.005659,0.003829,0.00662
277,0.000101,0.006219,0.000836,0.002459,0.017326,0.01242,0.005972,0.002903,0.00288,0.002447,0.002934,0.008499,0.005744,0.003778,0.007152
276.5,-0.000012,0.007072,0.001095,0.002513,0.01885,0.013425,0.00541,0.003538,0.002732,0.00319,0.002552,0.009506,0.006457,0.004416,0.008227
276,0.000057,0.007718,0.001937,0.003397,0.018848,0.013723,0.00494,0.003843,0.003752,0.002842,0.002478,0.006692,0.005589,0.004423,0.007524
275.5,-0.000951,0.005738,0.002373,0.004778,0.020007,0.013616,0.004467,0.005323,0.004995,0.002445,0.002557,0.00813,0.006274,0.004203,0.006937
275,-0.000548,0.005794,0.001655,0.004737,0.019474,0.01208,0.003854,0.003809,0.003183,0.00399,0.004187,0.008011,0.006109,0.004312,0.007466
274.5,0.000653,0.007456,0.002911,0.003566,0.018966,0.014154,0.004885,0.004152,0.004553,0.003733,0.003888,0.007666,0.005502,0.004108,0.007804
274,-0.000365,0.006255,0.001287,0.003465,0.018651,0.013755,0.005607,0.004105,0.002652,0.003766,0.00359,0.008925,0.006226,0.004883,0.008085
273.5,-0.000825,0.006412,0.001213,0.003306,0.019463,0.013464,0.005327,0.00464,0.004452,0.003615,0.003241,0.008824,0.007153,0.003952,0.007426
273,-0.000209,0.00865,0.001531,0.002889,0.018225,0.013393,0.005905,0.003755,0.003716,0.004489,0.003687,0.008246,0.005735,0.00514,0.007818
272.5,-0.000786,0.005584,0.00157,0.003298,0.018234,0.013967,0.005408,0.003236,0.003615,0.003795,0.003412,0.007736,0.00647,0.004921,0.008372
272,0.000474,0.007884,0.002074,0.004214,0.019568,0.013827,0.005821,0.004306,0.004109,0.002684,0.002139,0.009603,0.006747,0.004926,0.008072
271.5,-0.000651,0.006375,0.001878,0.003652,0.0196,0.014187,0.005948,0.004266,0.005826,0.003185,0.003222,0.008541,0.006874,0.005409,0.008002
271,0.001232,0.007764,0.001592,0.003678,0.017932,0.014753,0.006037,0.004083,0.005021,0.003037,0.003038,0.010519,0.007704,0.004526,0.008191
270.5,0.00058,0.007859,0.001975,0.003429,0.020095,0.015475,0.0064,0.004523,0.004387,0.004029,0.003362,0.008832,0.00633,0.004896,0.008567
270,0.000329,0.007464,0.002685,0.004087,0.019655,0.015979,0.005763,0.003235,0.004149,0.004446,0.004269,0.009351,0.007918,0.004693,0.008547
269.5,0.000059,0.007762,0.002056,0.004745,0.019407,0.015086,0.00576,0.003459,0.004949,0.004587,0.003505,0.009982,0.008043,0.004887,0.008924
269,-0.000001,0.007051,0.002892,0.005125,0.020119,0.015482,0.006182,0.005034,0.005077,0.003775,0.004283,0.010022,0.008512,0.005528,0.008576
268.5,0.000292,0.00767,0.003363,0.004456,0.019892,0.015433,0.006794,0.004854,0.005553,0.004165,0.003011,0.008561,0.0077,0.005513,0.00911
268,-0.00079,0.007349,0.001906,0.003969,0.019113,0.014889,0.005618,0.004936,0.005576,0.003696,0.003719,0.009212,0.007099,0.005329,0.009511
267.5,0.000066,0.007748,0.003184,0.003862,0.020443,0.015985,0.007367,0.005528,0.005031,0.003902,0.002965,0.009701,0.007865,0.005017,0.009443
267,0.000657,0.007496,0.002718,0.003409,0.018874,0.015566,0.006068,0.005565,0.005574,0.003359,0.003086,0.008611,0.006321,0.00519,0.008971
266.5,0.00052,0.008443,0.002603,0.003797,0.018724,0.01522,0.005739,0.006845,0.004697,0.00355,0.004698,0.009509,0.007371,0.004713,0.009262
266,0.000359,0.007244,0.001424,0.005001,0.020394,0.01422,0.006034,0.005226,0.005143,0.003666,0.003922,0.009585,0.007489,0.004704,0.008815
265.5,-0.000677,0.008341,0.003222,0.004195,0.019337,0.015546,0.007803,0.003742,0.004174,0.004188,0.0042,0.009284,0.00759,0.005209,0.007995
265,-0.000316,0.007567,0.00269,0.004195,0.018885,0.015016,0.006257,0.00586,0.005885,0.004384,0.004091,0.009671,0.008062,0.004922,0.009835
264.5,-0.000453,0.007539,0.00311,0.004628,0.02053,0.015578,0.006904,0.005064,0.004333,0.004284,0.004809,0.010439,0.008483,0.004904,0.008643
264,0.000637,0.008485,0.003383,0.005621,0.020705,0.015479,0.006605,0.005671,0.005198,0.003951,0.003587,0.0084,0.007191,0.005105,0.008402
263.5,-0.000137,0.007977,0.002311,0.005193,0.02112,0.016018,0.007171,0.005716,0.005362,0.003653,0.003804,0.009134,0.007778,0.005763,0.009353
263,-0.001408,0.007893,0.003204,0.004828,0.020084,0.015898,0.006824,0.005393,0.005074,0.003685,0.005005,0.009811,0.007869,0.005969,0.010955
262.5,0.000418,0.00869,0.002305,0.004708,0.021133,0.015795,0.006596,0.005891,0.005231,0.003609,0.003237,0.009942,0.007347,0.006862,0.010398
262,0.000106,0.007937,0.00341,0.00484,0.020764,0.016364,0.00734,0.005111,0.005188,0.004725,0.004367,0.010145,0.008043,0.005575,0.009506
261.5,0.00036,0.009579,0.002317,0.004382,0.021455,0.015792,0.007438,0.005621,0.005809,0.004225,0.003938,0.010381,0.007994,0.006243,0.009644
261,-0.000209,0.008591,0.002236,0.004503,0.021127,0.015943,0.006943,0.005003,0.004932,0.004215,0.003743,0.010011,0.008805,0.005192,0.008649
260.5,0.000514,0.008757,0.002318,0.003917,0.020989,0.017256,0.007637,0.004739,0.005064,0.003521,0.003403,0.009644,0.007655,0.005851,0.009885
260,0.000379,0.008238,0.001996,0.005237,0.020568,0.016493,0.008322,0.005533,0.004779,0.004106,0.003596,0.010825,0.00796,0.006331,0.010808
259.5,0.000035,0.008318,0.002451,0.004793,0.020897,0.016577,0.007343,0.005042,0.004826,0.004113,0.004368,0.01041,0.008368,0.006257,0.010615
259,0.000211,0.009289,0.003641,0.004884,0.021686,0.016368,0.007514,0.005874,0.006161,0.00454,0.004391,0.01164,0.009289,0.006286,0.010492
258.5,0.000142,0.008165,0.00252,0.004853,0.020573,0.016902,0.008016,0.00614,0.006075,0.004798,0.004107,0.01114,0.009053,0.005997,0.010588
258,0.001554,0.009115,0.003611,0.005581,0.021948,0.016732,0.007506,0.005601,0.005762,0.00442,0.004911,0.011416,0.008543,0.00657,0.010832
257.5,-0.000095,0.009499,0.003297,0.005813,0.023113,0.016532,0.007709,0.006145,0.006013,0.003793,0.003728,0.009674,0.008376,0.006066,0.010155
257,-0.000705,0.009593,0.002595,0.005919,0.022499,0.01664,0.007578,0.005963,0.006125,0.00315,0.003648,0.010471,0.008377,0.006895,0.011569
256.5,-0.000517,0.009353,0.003122,0.005562,0.022761,0.016265,0.008806,0.006144,0.005899,0.004556,0.00441,0.012106,0.009634,0.005881,0.011256
256,0.000658,0.009002,0.003636,0.005426,0.022402,0.016909,0.007993,0.006829,0.006696,0.004806,0.004714,0.011499,0.009423,0.005427,0.010397
255.5,0.000853,0.010057,0.002511,0.00526,0.022973,0.016905,0.008051,0.006201,0.007161,0.005595,0.005334,0.011137,0.009075,0.006893,0.01064
255,-0.000303,0.009392,0.003102,0.006248,0.023522,0.016727,0.007501,0.006214,0.006625,0.0055,0.004719,0.011253,0.008713,0.00653,0.010841
254.5,0.000116,0.008891,0.002446,0.00577,0.023192,0.017747,0.008766,0.006664,0.006306,0.004355,0.004561,0.011972,0.009642,0.007111,0.011648
254,-0.000563,0.010299,0.003174,0.005556,0.023204,0.017136,0.007342,0.007135,0.006012,0.004981,0.005,0.011374,0.009383,0.007186,0.011622
253.5,-0.000043,0.010372,0.00351,0.005389,0.023209,0.018185,0.008267,0.006634,0.006526,0.004859,0.003958,0.012245,0.009395,0.00731,0.011998
253,-0.000837,0.009826,0.004355,0.006043,0.023624,0.017436,0.008362,0.006059,0.006636,0.00518,0.004852,0.010137,0.00897,0.006576,0.011259
252.5,-0.000143,0.009671,0.003579,0.006036,0.023244,0.018213,0.008692,0.006952,0.006634,0.004814,0.004753,0.010891,0.008851,0.006879,0.011401
252,0.000453,0.010438,0.004605,0.006208,0.023595,0.017509,0.007984,0.006232,0.006706,0.004782,0.005248,0.013075,0.009515,0.006361,0.012444
251.5,0.000467,0.01033,0.00354,0.006869,0.026426,0.018312,0.009045,0.006413,0.007219,0.005345,0.005977,0.011606,0.010476,0.007667,0.012373
251,-0.0003,0.010286,0.002552,0.006031,0.025859,0.017308,0.009054,0.006689,0.006889,0.004502,0.004717,0.012632,0.010407,0.006905,0.011827
250.5,-0.000007,0.010837,0.003664,0.006484,0.024471,0.018438,0.009043,0.006871,0.006842,0.005534,0.004964,0.012965,0.009931,0.007832,0.0128
250,0.000917,0.011086,0.004908,0.007038,0.025785,0.019181,0.01116,0.006294,0.006982,0.006216,0.00648,0.012722,0.010004,0.008594,0.013407
249.5,-0.000127,0.010722,0.003943,0.006396,0.026047,0.018569,0.010765,0.007065,0.007124,0.005685,0.005188,0.013564,0.010244,0.008081,0.013857
249,0.000161,0.01131,0.004131,0.007045,0.027212,0.019364,0.010534,0.006092,0.006242,0.006664,0.00595,0.012595,0.010322,0.007597,0.012764
248.5,0.000178,0.012719,0.00377,0.006779,0.026421,0.019583,0.010207,0.008017,0.008058,0.005759,0.005105,0.012974,0.01024,0.007747,0.013331
248,0.000389,0.011873,0.004286,0.006794,0.026551,0.02041,0.010561,0.007474,0.007215,0.006167,0.005503,0.014035,0.010839,0.008969,0.013486
247.5,-0.000677,0.011257,0.004436,0.007763,0.027192,0.019174,0.009783,0.007482,0.007886,0.006077,0.006316,0.014717,0.011411,0.00812,0.01344
247,0.000178,0.012704,0.00442,0.007762,0.028061,0.02027,0.010382,0.008625,0.007476,0.006101,0.006624,0.013698,0.010945,0.008467,0.013337
246.5,0.000133,0.012561,0.004491,0.007511,0.028281,0.019737,0.010524,0.007879,0.007658,0.006775,0.007064,0.015379,0.011433,0.008381,0.014403
246,0.000472,0.013133,0.004722,0.007954,0.028154,0.01962,0.010123,0.008136,0.008966,0.006468,0.005494,0.014736,0.010894,0.009415,0.014807
245.5,0.000444,0.012776,0.005347,0.007637,0.028732,0.02063,0.011171,0.008429,0.008647,0.006076,0.006212,0.014927,0.012055,0.00985,0.015732
245,0.000864,0.013091,0.004871,0.008702,0.030148,0.02036,0.01119,0.008453,0.008927,0.006649,0.006409,0.015421,0.011473,0.010215,0.016001
244.5,0.000003,0.013316,0.004518,0.008922,0.031487,0.02105,0.011246,0.00877,0.008239,0.007518,0.006844,0.016359,0.012434,0.010444,0.015699
244,0.000385,0.013387,0.004637,0.008813,0.03076,0.021642,0.011996,0.008912,0.008472,0.00736,0.007074,0.016504,0.012314,0.010518,0.016293
243.5,0.000146,0.013409,0.005603,0.008562,0.030348,0.021222,0.011825,0.009428,0.010199,0.007447,0.00718,0.015876,0.012577,0.009781,0.015742
243,-0.000135,0.014877,0.005374,0.009746,0.031886,0.02055,0.011609,0.010008,0.009548,0.00788,0.007892,0.016325,0.012374,0.010783,0.016667
242.5,0.000144,0.014367,0.006168,0.00949,0.032441,0.021653,0.012387,0.00993,0.009374,0.008346,0.008447,0.017479,0.013534,0.011052,0.017731
242,-0.000059,0.014648,0.005409,0.009378,0.033422,0.022002,0.012448,0.010324,0.009744,0.008188,0.007987,0.017232,0.013108,0.010169,0.017644
241.5,-0.000291,0.014944,0.006089,0.010263,0.033835,0.022946,0.012952,0.010178,0.009902,0.008012,0.008997,0.017557,0.013376,0.010632,0.018399
241,-0.00038,0.016235,0.006255,0.010265,0.03499,0.023485,0.014269,0.010116,0.010529,0.008685,0.008988,0.018854,0.014386,0.011058,0.01869
240.5,-0.000066,0.016003,0.006477,0.012031,0.036286,0.024013,0.013809,0.009811,0.011097,0.009255,0.008708,0.020097,0.015829,0.011509,0.018982
240,0.000129,0.016497,0.005863,0.011582,0.036978,0.023866,0.013791,0.01113,0.0118,0.009088,0.008896,0.01845,0.01439,0.011111,0.018107
