Wavelength (nm),Blank1,F542,F543,F546,F547,F560,F561,F552,F553,F558,F559,F572,F573,F574,F575,F580,F581,F599,F597
530,0.000659,0.000792,0.000141,0.000489,0.00102,0.001735,0.000875,-0.000565,-0.000352,0.000074,-0.000136,0.002113,0.000268,0.000531,0.000702,0.001429,0.000236,-0.000632,0.000067
529.5,0.000161,0.000932,0.000143,0.000481,0.000873,0.002291,0.00152,-0.000185,-0.000176,0.000326,-0.00022,0.001766,-0.000047,-0.000053,0.000539,0.00252,0.000035,-0.000637,0.000423
529,0.00043,0.000855,-0.000383,0.000193,0.001263,0.00215,0.001528,0.000006,-0.000547,0.000342,0.000017,0.001791,-0.00066,-0.000519,-0.000206,0.001455,0.000066,0.000087,0.00081
528.5,0.000291,0.000322,-0.000541,-0.000204,0.000803,0.001571,0.001142,-0.000409,-0.000282,-0.000057,0.000199,0.002218,0.000265,0.000502,0.001085,0.001855,0.000382,-0.000199,0.000155
528,0,0.000632,-0.000471,0.000234,0.001245,0.001652,0.001097,-0.000575,0.000006,0.001072,0.000704,0.002109,0.00035,-0.000053,0.00073,0.001818,0.000594,0.000015,0.000533
527.5,-0.000488,0.000069,-0.000519,0.000264,0.000798,0.001483,0.000932,0.000295,-0.000045,0.000187,-0.000201,0.001948,-0.000183,0.000436,0.000931,0.001652,0.000437,-0.00018,0.001011
527,-0.000232,0.000508,-0.000166,0.000079,0.001424,0.001582,0.001181,-0.000761,-0.000299,0.000132,0.000216,0.001981,0,0.000145,0.000291,0.001701,0.000769,-0.00033,0.000162
526.5,0.000317,0.001218,-0.000915,0.000153,0.000821,0.001714,0.001014,-0.000522,-0.000254,0.000502,0.000345,0.002454,0.000353,0.000511,0.000557,0.00187,0.000408,-0.000427,0.000715
526,0.000664,0.000961,-0.000713,0.000108,0.001001,0.001395,0.001476,-0.000677,-0.000844,0.000174,0.000689,0.002361,0.000716,-0.000009,0.00036,0.001538,0.000262,0.000051,0.000557
525.5,-0.000213,0.000361,-0.000911,0.000133,0.001091,0.001546,0.001338,-0.00031,-0.000431,0.00015,-0.000358,0.002044,-0.000044,-0.000131,0.000203,0.001986,0.000151,-0.000371,-0.000221
525,0.000563,0.000266,-0.000347,-0.000079,0.001044,0.001215,0.000764,-0.000412,0.000214,0.000049,0.000132,0.001868,0.000253,0.0002,0.000767,0.002177,0.000916,0.00017,0.000041
524.5,0.000238,0.000794,-0.000565,0.000126,0.001523,0.000841,0.00122,-0.000756,-0.000548,0.000744,0.000443,0.002241,-0.000444,0.000492,0.000978,0.002123,0.000429,-0.000026,0.00026
524,-0.000692,-0.000572,-0.000603,0.000703,0.001469,0.001666,0.001385,-0.001267,-0.00114,0.000355,0.000649,0.002456,0.000407,0.000878,0.000732,0.001725,0.00129,0.000329,-0.000029
523.5,0.000503,0.001071,-0.000116,0.000169,0.001178,0.001125,0.0009,-0.000342,-0.000278,-0.000018,-0.000074,0.001982,0.000119,-0.000038,0.000059,0.001916,0.000149,0.000409,0.001704
523,0.000358,0.000815,-0.000457,-0.000159,0.000576,0.000909,0.000607,-0.000992,-0.000943,-0.000249,0.000342,0.002242,0.000018,0.000084,-0.000046,0.001809,0.000166,0.0004,-0.000022
522.5,-0.001022,0.000198,-0.00061,-0.000555,0.000625,0.002294,0.001642,-0.000812,-0.000235,0.000092,-0.000363,0.001658,0.00034,0.001615,0.001517,0.0012,0.000425,0.000555,0.000817
522,-0.000818,-0.000003,-0.000609,0.001691,0.002291,0.001536,0.000985,-0.000557,-0.000244,0.000358,-0.000192,0.002014,0.000224,-0.000002,0.000049,0.002201,0.000923,-0.000317,-0.000018
521.5,0.000183,0.000137,-0.00021,-0.000297,0.00098,0.001934,0.002033,-0.00018,-0.000505,0.001088,0.000447,0.001346,-0.000852,0.000955,0.000776,0.001616,0.000725,-0.000648,-0.000379
521,0.000151,0.000551,-0.000908,-0.00049,0.000052,0.001393,0.000916,-0.000083,-0.000227,-0.000335,-0.000303,0.002363,0.000472,-0.001639,-0.000479,0.002435,0.000123,-0.000976,0.000222
520.5,-0.000092,0.000373,-0.000741,0.000229,0.001066,0.001255,0.000647,-0.001141,-0.000319,0.001045,0.000881,0.003009,-0.000182,0.000555,0.000844,0.001776,0.000369,0.000703,0.000676
520,0.000228,0.000055,-0.000687,-0.000017,0.001169,0.001333,0.00096,-0.000778,-0.000508,0.000751,0.000265,0.002245,0.000819,0.000113,0.000098,0.002219,0.000928,0.000133,0.000836
519.5,0.000373,0.000501,-0.00066,-0.000032,0.000349,0.001081,0.000639,0.000138,0.00042,0.000911,0.000579,0.002498,-0.000102,0.000642,0.000162,0.00132,-0.000154,0.000059,0.000936
519,-0.000333,0.000875,-0.000067,0.000519,0.001435,0.001158,0.000754,-0.000238,-0.000133,0.000413,-0.000079,0.002877,0.00087,0.000073,0.000565,0.002606,0.001054,0.000043,0.000806
518.5,0.000218,0.000577,-0.000553,0.000574,0.001947,0.001277,0.000805,-0.000222,-0.000489,0.000284,-0.000047,0.002313,0.000253,0.000284,0.000496,0.001643,0.000721,-0.000247,0.00024
518,0.000064,0.000599,-0.000132,-0.000775,0.00154,0.001244,0.001219,0.000152,-0.000392,0.000577,0.000217,0.001838,-0.0009,0.000603,0.000905,0.001587,0.000879,-0.000301,0.000551
517.5,-0.000325,0.000913,-0.001019,0.000246,0.001422,0.000075,-0.000099,0.000804,0.000531,0.001092,0.00011,0.00277,-0.000003,0.000209,0.000443,0.002182,0.000771,0.000502,0.00058
517,0.000013,0.001199,-0.000201,-0.000037,0.000391,0.001997,0.001667,-0.000345,-0.000687,0.000053,-0.000055,0.002496,0.000061,0.000224,0.000197,0.002006,0.00059,-0.000633,0.00094
516.5,0.000955,0.001173,0.000367,-0.000274,0.001177,0.001648,0.000905,-0.000587,-0.000843,0.000768,0.000509,0.002094,-0.000541,0.000397,0.000575,0.001728,0.000744,0,0.000986
516,0.00025,0.000672,-0.000853,0.000276,0.000989,0.000918,0.000988,0.00014,0.000449,-0.00026,-0.000517,0.002672,-0.000164,-0.000006,-0.000306,0.001185,0.000583,-0.000319,0.000431
515.5,-0.000168,0.000111,-0.001383,0.000409,0.002123,0.000844,0.000062,0.000012,-0.000166,0.000735,0.001305,0.002075,-0.000052,-0.000506,-0.000161,0.001551,-0.00014,-0.000253,0.000319
515,-0.001179,-0.000281,-0.001901,0.000574,0.001584,0.002037,0.001489,-0.000704,0.000032,0.000774,0.000698,0.002283,0.000929,-0.001091,-0.000094,0.002339,0.001027,-0.000022,0.000601
514.5,0.00037,0.000061,-0.000702,-0.0001,0.000928,0.002349,0.000934,-0.000699,-0.000413,0.001054,0.000961,0.001725,0.000417,0.000424,0.000653,0.001559,0.001614,-0.000829,0.000616
514,0.000255,0.000134,-0.000832,0.000097,0.00125,0.001386,0.000835,-0.000082,-0.000019,0.000465,0.000178,0.00145,-0.00004,0.000513,0.001187,0.002396,0.000583,-0.000316,0.000834
513.5,-0.000673,0.000062,-0.000413,0.001326,0.002314,0.001438,0.000798,0.000106,0.000306,0,0.000219,0.002233,-0.000216,0.00081,0.001282,0.002305,0.000605,0.000287,0.000612
513,0.000242,0.000637,-0.00126,0.000627,0.000778,0.002174,0.002021,-0.000356,0.000113,-0.000401,-0.000316,0.002322,0.000277,-0.000064,0.000638,0.002502,0.000811,0.000216,0.000158
512.5,0.000008,0.000787,-0.000931,0.000415,0.002077,0.001857,0.000761,-0.00074,-0.00063,-0.000225,-0.000577,0.002031,-0.000832,0.00006,0.000795,0.001673,0.000898,0.000647,0.001614
512,0.000137,0.001149,-0.000667,0.00008,0.000777,0.001308,0.000595,-0.000918,-0.000723,0.000029,0.000363,0.001429,-0.000502,0.000578,0.001007,0.001634,0.000534,-0.000954,0.000528
511.5,0.000144,0.001203,0.000179,-0.00025,0.000808,0.001787,0.001144,-0.000381,-0.000499,-0.001064,-0.000001,0.002288,0.000751,0.000046,0.000458,0.001722,0.000366,0.000067,0.001049
511,-0.000411,0.000486,-0.000935,0.000722,0.001218,0.001285,0.001298,0.000216,0.000197,0.000676,0.001226,0.002585,0.000724,0.001205,0.001193,0.001858,0.000403,0.000151,0.00118
510.5,0.000083,0.000957,-0.00062,0.000485,0.001076,0.002235,0.001645,0.000253,0.000227,0.00098,0.000262,0.002624,0.000681,0.000862,0.000681,0.002064,0.000153,-0.000147,0.000045
510,0.000087,0.000805,0.000143,0.000489,0.000967,0.001851,0.001195,-0.000893,-0.000622,-0.0005,-0.000201,0.001774,0.000255,0.000653,0.000751,0.001998,0.000559,0.000379,0.001381
509.5,-0.000322,0.001246,-0.000493,0.000679,0.001066,0.001878,0.001054,-0.000047,-0.000368,0.000099,0.000473,0.002191,0.000473,-0.000144,0.000874,0.001423,0.00061,0.000157,0.000616
509,0.000055,0.000156,-0.000482,0.000745,0.001495,0.002785,0.002228,-0.000617,-0.000276,0.000229,0.000972,0.001905,-0.000309,-0.001135,-0.000028,0.000992,-0.000042,-0.000387,0.001233
508.5,-0.000365,-0.000775,-0.00116,-0.00085,0.000804,0.00065,0.000314,-0.000215,0.000573,0.00048,0.000018,0.001453,-0.000365,0.000419,0.000782,0.002199,0.000607,-0.000249,0.000087
508,-0.00098,-0.000185,-0.000149,0.000611,0.001567,0.001101,0.001,0.000384,0.000925,-0.000007,-0.000303,0.002081,-0.000059,0.000342,0.001129,0.002906,0.00078,0.000067,0.001094
507.5,-0.000866,-0.000645,-0.00129,-0.000086,0.000967,0.001303,0.001916,-0.001317,-0.000604,-0.000058,-0.000029,0.001266,-0.000243,-0.00086,-0.000047,0.001627,0.000427,-0.000327,0.000723
507,0.00064,0.000775,-0.000407,-0.000666,0.000509,0.002317,0.000939,-0.000499,-0.001416,0.000296,0.000559,0.00169,-0.000754,0.000305,0.000998,0.001582,-0.000548,0.000255,0.000685
506.5,-0.000518,0.000735,-0.001602,-0.000124,0.001465,0.002001,0.001383,-0.000466,-0.000509,0.000377,-0.000511,0.001727,0.0001,-0.000029,0.001832,0.000735,0.001142,0.000148,0.000343
506,0.000115,0.000084,-0.000001,0.000226,0.000778,0.001453,0.000979,-0.000752,-0.000221,-0.000248,0.000517,0.002467,0.000108,0.000467,0.00131,0.001279,-0.000047,-0.000616,-0.000059
505.5,-0.000256,0.000777,-0.000462,-0.000156,0.000588,0.00022,0.000742,0.000013,-0.000074,0.000484,0.000114,0.002187,-0.000383,0.000399,0.001236,0.001759,0.000085,-0.000486,-0.000531
505,-0.000244,0.000111,-0.001285,0.001316,0.001855,0.002368,0.001559,-0.000044,-0.00024,0.001437,0.000884,0.002029,0.000484,0.000444,0.001037,0.0016,0.000026,-0.000448,0.000896
504.5,-0.000218,0.000893,-0.001357,0.000049,0.000595,0.001007,0.001349,-0.000812,-0.00043,0.000883,0.000025,0.001984,-0.000715,-0.000193,0.000475,0.001441,0.00088,-0.000068,0.000577
504,0.000375,0.000204,-0.000949,-0.000601,0.000866,0.00136,0.001079,-0.000353,0.00019,0.000217,-0.000201,0.001024,-0.000556,0.000575,0.001181,0.001185,0.000489,0.000712,-0.000009
503.5,-0.000145,0.001012,-0.000313,0.000271,0.001572,0.002402,0.001457,0.000367,-0.000235,0.000207,-0.000375,0.001841,-0.000472,0.000192,0.001077,0.001334,0.000697,0.00037,0.001464
503,0.000228,0.000074,-0.000718,-0.000358,0.001249,0.001789,0.001608,-0.00024,0.00014,0.00004,0.000236,0.001213,-0.00044,-0.000197,0.000799,0.00229,0.001057,0.000318,0.000878
502.5,0.000451,0.001042,-0.000607,0.000482,0.001068,0.000956,0.000432,-0.00114,-0.000504,-0.000646,-0.00064,0.002311,0.000111,0.000976,0.001677,0.001121,0.000451,0.001058,0.001611
502,0.000209,0.000434,-0.000349,-0.001222,0.001235,0.001626,0.000791,0.000831,0.001771,0.000538,-0.000156,0.002166,0.000491,0.000168,0.000793,0.00239,0.001338,0.000041,0.000254
501.5,-0.000212,0.000561,-0.000353,-0.000527,0.000844,0.001893,0.002177,-0.000905,-0.00092,-0.000055,-0.000337,0.002347,0.000239,0.001403,0.001397,0.002574,0.00034,-0.000001,0.001176
501,-0.000453,0.000477,-0.001139,0.000789,0.002059,0.00054,0.001155,-0.000391,-0.000591,0.000111,-0.000206,0.002591,0.000864,0.000043,0.000861,0.002081,0.00066,-0.000326,-0.000061
500.5,0.000107,0.0004,-0.000312,0.000717,0.001363,0.00188,0.001352,-0.000586,-0.000898,0.000582,0.000613,0.003061,0.000587,-0.000171,0.000003,0.001574,0.000318,0.000368,0.001302
500,0.000209,0.000965,0.000342,0.000445,0.001326,0.001186,0.000553,0.000236,0.000023,-0.000099,-0.000323,0.002429,0.000209,-0.000202,0.000454,0.001963,0.000648,-0.000356,0.000201
499.5,-0.000117,0.000993,-0.000188,0.000487,0.001778,0.001023,0.001042,-0.000565,0.000063,0.001044,0.000945,0.002516,-0.000106,0.000565,0.000788,0.001328,-0.000032,0.000401,0.000601
499,0.000027,0.000703,-0.000067,-0.000186,0.001067,0.0019,0.001286,0.000294,0.000131,0.000624,-0.000267,0.002288,0.000991,0.000252,0.001254,0.00184,0.000518,0.000312,0.001016
498.5,0.000983,0.001575,0.000201,0.000177,0.0016,0.001601,0.001381,0.000095,-0.0004,-0.000069,-0.000183,0.002635,0.000599,0.000263,-0.000414,0.001557,0.000573,-0.00025,0.000756
498,-0.000147,0.000524,-0.000572,-0.000045,0.000889,0.001697,0.001147,-0.000361,-0.000632,0.000576,0.000383,0.003053,0.001031,0.000482,0.000887,0.001682,0.000576,-0.00008,0.000362
497.5,0.000313,0.000918,-0.00062,-0.00007,0.001344,0.001922,0.001373,-0.000387,-0.000268,0.000643,0.000326,0.00274,0.000272,0.000418,0.000624,0.002693,0.000659,-0.000386,0.000627
497,0.000482,0.000664,-0.000768,0.00065,0.001213,0.001209,0.001318,-0.000027,-0.000028,0.000071,-0.000154,0.002217,0.000207,0.00055,0.000732,0.002488,0.000525,-0.000056,0.000813
496.5,-0.00079,-0.000213,-0.001309,-0.00049,0.00081,0.001655,0.001227,-0.00047,-0.000946,0.000023,0.000191,0.0022,0.000478,0.000062,0.000189,0.002309,0.000527,0.00063,0.000859
496,0.00057,0.000801,-0.0007,0.001063,0.002226,0.001392,0.001021,-0.000089,0.000034,0.000257,0.000279,0.001462,0.000014,0.000316,0.000654,0.001688,0.00042,-0.000096,0.00057
495.5,-0.000484,-0.000025,-0.000831,0.000148,0.001484,0.001941,0.001479,-0.000465,-0.000229,0.000564,0.000557,0.002235,-0.000356,-0.000304,0.000288,0.002203,0.00038,0.000813,0.000706
495,-0.0002,0.000587,-0.000255,0.000685,0.001592,0.001838,0.001028,-0.000785,-0.001039,0.000251,-0.000068,0.002237,0.000258,0.000461,0.000244,0.001422,0.000512,-0.000234,0.000905
494.5,0.000604,0.001167,-0.000408,0.000646,0.00132,0.00178,0.000878,-0.000604,-0.000873,-0.000625,-0.000242,0.002032,0.000004,0.000447,0.001203,0.002211,0.000412,0.000342,0.001075
494,0.000163,0.000973,-0.000706,0.000204,0.001772,0.001776,0.001155,0.000015,0.000097,-0.000108,0.000457,0.002183,0.000111,0.0003,0.000896,0.002012,0.000601,0.000002,0.000684
493.5,-0.000476,0.000388,-0.000786,0.000322,0.00122,0.001594,0.000839,-0.000443,-0.000177,0.000179,0.000616,0.001721,-0.00025,0.000681,0.000531,0.001382,-0.000282,-0.000007,0.000501
493,0.00013,0.000776,-0.000647,0.000691,0.001748,0.001461,0.001211,-0.000552,-0.000265,0.000246,-0.000016,0.001987,0.000414,-0.000157,0.000129,0.001896,0.000812,0.000253,0.001044
492.5,0.000254,0.000712,-0.00036,0.000133,0.00125,0.001372,0.00122,-0.000249,-0.000193,0.000498,0.000575,0.002047,0.000291,0.000043,0.00074,0.001833,0.000659,0.000579,0.001272
492,0.000266,0.000774,-0.000388,-0.000025,0.001158,0.001678,0.000916,-0.000351,-0.000188,0.000176,0.000083,0.002204,0.000206,0.00054,0.000464,0.002562,0.000395,0.000055,0.001161
491.5,0.000355,0.00113,-0.000331,0.00064,0.00161,0.001206,0.000807,0.000082,-0.000167,0.000346,0.000164,0.002155,-0.000018,0.000567,0.000903,0.002066,0.000489,0.000389,0.001161
491,0.000644,0.000946,-0.000414,0.000597,0.001456,0.001879,0.000992,-0.000367,-0.000265,0.000189,0.000101,0.001955,0.000208,0.000656,0.000848,0.002126,0.000784,0.000458,0.000783
490.5,0.000253,0.000326,-0.000857,0.000027,0.001255,0.001589,0.001277,-0.000242,-0.000676,0.000135,0.000149,0.002197,0.000073,-0.000127,0.000444,0.001899,0.000537,0.000003,0.000689
490,0.000073,0.0006,-0.000594,0.000505,0.001446,0.001995,0.001213,-0.000388,-0.00036,0.000129,0.000186,0.001637,0.000036,0.000447,0.000545,0.001845,0.00076,-0.000328,0.000857
489.5,0.000473,0.000968,-0.00045,0.00089,0.001712,0.001943,0.001531,-0.000329,0.000094,0.000445,0.000243,0.001999,0.000352,0.000078,0.000083,0.001882,0.000426,-0.000109,0.001088
489,0.000409,0.000748,-0.000542,0.000022,0.001042,0.001487,0.000635,-0.000176,0.000143,0.000644,0.000259,0.001922,-0.000365,-0.00001,0.000306,0.001639,0.000761,0.000151,0.001094
488.5,-0.000238,0.000669,-0.000531,0.000449,0.001259,0.001558,0.001201,-0.00045,-0.000292,0.000144,-0.000188,0.00206,0.00038,0.000412,0.000929,0.001957,0.000785,0.000155,0.000532
488,0.000079,0.000403,-0.000527,0.000104,0.001459,0.00145,0.000942,-0.000208,-0.000189,0.000183,0.000195,0.001918,-0.000256,0.000308,0.000712,0.001974,0.000676,-0.00011,0.000969
487.5,0.000192,0.001147,-0.00043,0.000382,0.001268,0.00134,0.000975,-0.000279,-0.000224,0.000401,0.000384,0.001995,0.000048,0.00018,0.000793,0.00193,0.000454,0.000012,0.000788
487,0.000185,0.000998,-0.000311,0.000625,0.001303,0.001588,0.001203,-0.000314,-0.000538,0.000258,0.000321,0.001943,-0.000305,0.000563,0.000918,0.002253,0.000848,0.000056,0.000777
486.5,0.000161,0.000919,-0.000163,0.000422,0.001557,0.001355,0.001057,0.000177,-0.000403,0.000492,0.00011,0.001817,-0.000275,0.000643,0.001062,0.001658,0.000334,0.000246,0.000744
486,0.000246,0.001493,-0.000315,0.000317,0.001552,0.001871,0.001131,-0.000608,-0.000735,0.000042,0.00051,0.002531,0.000197,0.000505,0.000929,0.002078,0.00047,0.000384,0.000667
485.5,0.000028,0.000542,-0.000492,-0.000191,0.001435,0.002082,0.001541,-0.000619,-0.00002,0.000408,-0.000047,0.001851,-0.000298,0.000193,0.000802,0.001935,0.000374,-0.000043,0.000598
485,0.000007,0.000771,-0.0004,0.000234,0.000889,0.001567,0.001268,-0.00028,-0.000314,0.000336,0.000198,0.001991,0.000265,0.000484,0.000848,0.001584,0.000558,0.00017,0.000771
484.5,-0.000124,0.000328,-0.000706,0.000615,0.001541,0.001839,0.001252,-0.000323,-0.000441,0.000409,0.000028,0.002107,0.000063,0.000067,0.000666,0.002292,0.000704,0.000212,0.001014
484,-0.000025,0.000634,-0.000588,-0.000006,0.001028,0.001863,0.001237,-0.00063,-0.000545,0.000443,0.000072,0.002111,0.000251,0.000224,0.000748,0.0017,0.000426,-0.000159,0.000757
483.5,0.000302,0.000585,-0.000586,0.000167,0.00117,0.001512,0.001114,-0.000289,-0.00017,0.00053,0.000237,0.002065,0.000106,0.000602,0.000789,0.002259,0.000672,-0.00016,0.000625
483,0.00024,0.00044,-0.000603,0.000047,0.001333,0.002049,0.001498,-0.000454,-0.000547,0.000021,0.000072,0.002261,0.000111,0.00045,0.000975,0.002183,0.000717,-0.000398,0.000444
482.5,0.000264,0.000705,-0.000406,0.000025,0.001425,0.001359,0.001318,-0.000561,-0.000583,0.000216,0.000411,0.002138,0.000051,0.000104,0.000966,0.002844,0.001136,0.000091,0.000949
482,-0.000023,0.000719,-0.000669,0.0001,0.001093,0.001903,0.001445,-0.000548,-0.000387,-0.000074,-0.000105,0.002138,0.000582,-0.000278,0.000444,0.001894,0.000774,0.000293,0.00087
481.5,-0.000315,0.000351,-0.001202,-0.000066,0.000952,0.001615,0.001376,-0.000578,-0.000382,0.000277,0.000017,0.002268,0.000048,0.000482,0.000663,0.002044,0.000698,-0.000242,0.000635
481,0.000565,0.000764,-0.00054,0.000546,0.001773,0.001532,0.001521,-0.000732,-0.000401,0.000435,0.000518,0.001793,-0.000151,0.000739,0.000839,0.001615,0.000729,0.000097,0.000818
480.5,-0.000361,0.000225,-0.0008,0.000504,0.001758,0.00211,0.001518,0.000143,-0.00007,0.000148,-0.000114,0.001939,-0.000102,0.000674,0.000826,0.001509,-0.000255,-0.000278,0.000684
480,-0.000108,0.000745,-0.001034,-0.000311,0.001074,0.002432,0.001724,0.000124,-0.000315,0.000416,0.000194,0.001911,-0.000067,0.000008,0.000505,0.002574,0.000651,-0.000335,0.000662
479.5,-0.000115,0.000522,-0.000904,0.000323,0.001091,0.001138,0.001267,-0.000326,0.000011,-0.000038,-0.000362,0.002339,0.000217,0.00045,0.000986,0.002394,0.000571,0.000389,0.000704
479,-0.00009,0.000375,-0.000278,0.000132,0.001736,0.001914,0.001694,-0.000393,-0.000017,0.000129,-0.000001,0.002336,0.000938,0.000147,0.000556,0.001582,0.000248,-0.000434,0.000169
478.5,-0.000831,0.00037,-0.000811,0.000059,0.001492,0.001722,0.001363,0.000259,-0.000148,0.000166,0.000197,0.002598,-0.000191,0.00061,0.00085,0.001872,-0.000033,-0.000213,0.000544
478,-0.000263,0.000779,-0.000374,0.000469,0.001392,0.002036,0.00106,-0.000828,-0.000069,0.000057,-0.000145,0.002468,0.000418,-0.000104,0.000458,0.001829,0.00048,0.000281,0.00046
477.5,-0.000003,0.000694,-0.00061,0.00046,0.001178,0.001427,0.001087,-0.000092,-0.000416,-0.000375,-0.000046,0.001869,0.000287,0.000404,0.001002,0.002087,0.00032,0.000125,0.001201
477,-0.00047,0.00017,-0.001117,0.000047,0.001318,0.001553,0.000806,0.000226,0.000675,0.000448,0.000202,0.001753,-0.00018,0.00025,0.000847,0.002285,0.000625,-0.000715,0.000173
476.5,-0.000237,0.000854,-0.000451,0.000291,0.001153,0.00206,0.001793,-0.000127,0.00002,0.000576,0.000263,0.002049,0.000041,0.000302,0.000929,0.002003,0.0003,-0.000332,0.000809
476,0.000035,0.001147,-0.000557,0.000672,0.001768,0.001945,0.001438,-0.000644,-0.000723,0.000728,0.000438,0.002193,0.000298,0.000069,0.001071,0.002394,0.000863,-0.000176,0.000562
475.5,-0.000605,0.000688,-0.001192,0.000341,0.000887,0.001326,0.000923,-0.000737,-0.000686,0.000718,0.000148,0.002321,0.000365,0.000332,0.000304,0.001776,0,0.000205,0.001146
475,-0.000712,0.000798,-0.001069,0.000187,0.001417,0.001967,0.001397,0.000315,0.000149,0.00064,0.00052,0.002051,0.000549,0.000854,0.000551,0.00174,0.000487,-0.000324,0.000958
474.5,0.000252,0.000944,-0.000975,0.000847,0.001549,0.001275,0.001136,-0.000299,-0.000743,0.000042,-0.000065,0.002273,0.000352,-0.000458,0.000596,0.002443,0.000942,0.000989,0.001099
474,-0.000345,0.000428,-0.000748,-0.000033,0.001597,0.001886,0.001414,-0.000473,-0.000212,0.000153,0.000172,0.002402,0.000584,0.00028,0.000745,0.002483,0.001307,-0.000238,0.000495
473.5,0.0001,0.000847,-0.000725,0.000493,0.001725,0.001444,0.000618,-0.000391,0.000113,0.000128,-0.000218,0.002101,0.000533,-0.000049,0.000499,0.002057,0.000948,-0.000036,0.000994
473,-0.000225,0.000636,-0.000575,0.000397,0.001374,0.001549,0.001007,-0.000272,-0.000187,0.000053,0.000901,0.002484,0.000667,0.000485,0.001223,0.002307,0.001094,0.000144,0.000851
472.5,0.00027,0.000692,-0.000267,0.00001,0.001421,0.001672,0.000507,-0.000023,0.000094,-0.00027,-0.000004,0.002095,-0.000111,0.000342,0.000458,0.002101,0.001018,-0.000225,0.000607
472,0.000542,0.000866,-0.000494,0.000093,0.001093,0.002527,0.001661,-0.000624,-0.000396,0.000634,0.001309,0.0026,0.00008,-0.000139,0.000449,0.001626,0.000512,-0.000004,0.001026
471.5,-0.000008,0.000581,-0.00027,0.000503,0.001595,0.001528,0.000931,-0.000037,-0.000341,0.000882,0.000476,0.001966,-0.000404,0.001083,0.000884,0.001707,0.000308,0.000094,0.000894
471,0.000063,0.001259,-0.000654,0.00003,0.000847,0.001758,0.0012,-0.000025,-0.000274,0.000078,-0.000128,0.002317,0.000155,-0.000097,0.001308,0.002274,0.00067,-0.000177,0.000096
470.5,0.000228,0.000639,-0.000769,-0.000045,0.000779,0.001409,0.000484,-0.000639,-0.000579,0.000389,0.000666,0.002459,0.000557,0.000111,0.000728,0.002332,0.00093,0.000166,0.000819
470,-0.00024,0.001031,-0.000519,-0.000357,0.000753,0.001974,0.00143,-0.000079,-0.000106,0.00003,0.000372,0.002316,0.00051,0.000038,0.0007,0.001727,0.00059,-0.000549,0.000884
469.5,-0.000158,0.000547,-0.000738,-0.000297,0.001067,0.001429,0.001085,0.000078,-0.000033,-0.000073,-0.000018,0.002167,0.000289,0.000795,0.001126,0.002315,0.000823,-0.000051,0.000322
469,0.000057,0.000288,-0.000601,0.000233,0.00108,0.001662,0.001245,-0.000033,-0.00042,0.000041,-0.000153,0.001965,0.00046,-0.000025,0.000088,0.002087,0.000263,-0.000197,0.000294
468.5,0.000078,0.000433,-0.001135,0.00035,0.000453,0.00191,0.001355,-0.000107,-0.000013,0.000126,0.000067,0.001944,0.000127,0.000489,0.001772,0.002489,0.001037,-0.00033,0.000344
468,0.000192,0.000667,-0.000211,0.000001,0.000599,0.002092,0.001352,-0.000465,-0.000505,0.000153,0.000751,0.00174,-0.000411,0.000056,0.000603,0.002026,0.000586,0.000442,0.00106
467.5,-0.000128,0.000792,-0.000583,0.000334,0.001286,0.001673,0.001361,0.00029,0.00028,0.000157,0.000047,0.002059,-0.000216,0.00036,0.001125,0.002371,0.000881,-0.000182,0.000918
467,-0.000095,0.000695,-0.000602,0.000166,0.00149,0.0015,0.000745,-0.000103,-0.000087,-0.000155,0.000145,0.002238,0.000107,0.000309,0.000622,0.00221,0.000738,0.000583,0.001113
466.5,0.000215,0.00093,-0.000459,0.000198,0.001069,0.001326,0.000933,-0.000016,-0.000122,0.000336,0.000504,0.002029,-0.000337,0.00078,0.001053,0.002207,0.000722,0.000412,0.000604
466,-0.000596,0.00058,-0.000914,0.00007,0.000883,0.002412,0.001436,-0.000265,-0.000521,-0.000316,-0.000374,0.001877,-0.000544,0.000545,0.001154,0.001995,0.00069,-0.000109,0.000506
465.5,-0.000199,0.000627,-0.000556,0.000211,0.001288,0.001884,0.001016,-0.000395,-0.00051,0.00031,0.000213,0.002209,-0.000013,-0.000155,0.00076,0.002495,0.001437,-0.000166,0.001062
465,0.000017,0.000744,-0.000432,0.000127,0.001291,0.001921,0.001504,0.000085,0.000195,0.000835,0.000106,0.002027,-0.000024,0.000343,0.001215,0.002173,0.000265,0.000204,0.00064
464.5,0.000178,0.001087,-0.000502,0.000147,0.0014,0.001677,0.001033,-0.000577,-0.000278,-0.000037,0.000022,0.002313,0.000255,0.000524,0.00118,0.002457,0.000737,-0.000101,0.000843
464,0.000493,0.000598,-0.000401,0.000659,0.001181,0.00189,0.001126,-0.000623,-0.000291,-0.000006,0.000013,0.002408,0.000393,0.000328,0.000846,0.002429,0.000543,0.000242,0.000342
463.5,-0.00042,0.000766,-0.001208,0.000202,0.000661,0.002723,0.001837,-0.000497,-0.000521,0.000278,0.00036,0.00186,-0.000026,-0.000138,0.000576,0.002314,0.000699,-0.000205,0.00058
463,0.000328,0.001122,-0.000018,0.000153,0.000902,0.001648,0.001223,-0.00027,0.00022,0.00036,-0.000264,0.002252,-0.000402,0.000312,0.000716,0.002247,0.000495,0.000156,0.000421
